SubNo,TrialNo,Mapping,State,Resp,Acc,Reward,Balance,ReactionTime,UncerCond,RewardedOrNot
8,132,0,0,1,0,0,800,1216,SU,0
8,133,0,1,1,1,10,810,1550,SU,1
8,134,0,1,1,1,10,820,1083,SU,1
8,135,0,0,0,1,10,830,4833,SU,1
8,136,0,0,0,1,10,840,1466,SU,1
8,137,0,1,0,0,0,840,750,SU,0
8,138,0,0,0,1,10,850,850,SU,1
8,139,0,0,0,1,10,860,1250,SU,1
8,140,0,0,0,1,10,870,883,SU,1
8,141,0,0,0,1,10,880,750,SU,1
8,142,0,0,1,0,0,880,1150,SU,0
8,143,0,1,1,1,10,890,983,SU,1
8,144,0,1,1,1,10,900,1016,SU,1
8,145,0,0,0,1,10,910,800,SU,1
8,146,0,1,1,1,10,920,1033,SU,1
8,147,0,0,1,0,0,920,1200,SU,0
8,148,0,1,0,0,0,920,1550,SU,0
8,149,0,0,0,1,10,930,5100,SU,1
8,150,0,1,1,1,10,940,3433,SU,1
8,151,0,1,1,1,10,950,1066,SU,1
8,152,0,0,1,0,0,950,6950,SU,0
8,153,0,1,0,0,0,950,4250,SU,0
8,154,0,1,1,1,10,960,1000,SU,1
8,155,0,1,1,1,10,970,3333,SU,1
8,156,0,1,0,0,0,970,850,SU,0
8,157,0,1,1,1,10,980,1050,SU,1
8,158,0,1,1,1,10,990,933,SU,1
8,159,0,1,1,1,10,1000,800,SU,1
8,160,0,0,0,1,10,1010,1833,SU,1
8,161,0,0,1,0,0,1010,2316,SU,0
8,162,0,0,0,1,10,1020,1033,SU,1
8,163,0,0,0,1,10,1030,2966,SU,1
8,164,0,0,0,1,10,1040,1383,SU,1
8,165,0,1,1,1,10,1050,1116,SU,1
8,166,0,1,0,0,0,1050,1583,SU,0
8,167,0,0,0,1,10,1060,1666,SU,1
8,168,0,0,0,1,10,1070,1283,SU,1
8,169,0,0,1,0,0,1070,2250,SU,0
8,170,0,0,0,1,10,1080,1016,SU,1
8,171,0,0,1,0,0,1080,4466,SU,0
8,172,0,1,1,1,10,1090,1683,SU,1
8,173,0,1,1,1,10,1100,1833,SU,1
8,174,0,0,0,1,10,1110,1250,SU,1
8,175,0,0,0,1,10,1120,4433,SU,1
8,176,0,1,1,1,10,1130,2683,SU,1
8,177,0,0,0,1,10,1140,1117,SU,1
8,178,0,1,1,1,10,1150,1033,SU,1
8,179,0,1,0,0,0,1150,1516,SU,0
8,180,0,1,0,0,0,1150,4566,SU,0
8,181,0,1,1,1,10,1160,2016,SU,1
8,182,0,0,1,0,0,1160,3116,SU,0
8,183,0,1,1,1,10,1170,1433,SU,1
8,184,0,1,0,0,0,1170,1433,SU,0
8,185,0,1,1,1,10,1180,2816,SU,1
8,186,0,0,0,1,10,1190,1533,SU,1
8,187,0,0,0,1,10,1200,1533,SU,1
8,188,0,1,1,1,10,1210,1383,SU,1
8,189,0,1,1,1,10,1220,2400,SU,1
8,190,0,1,0,0,0,1220,1483,SU,0
8,191,0,0,0,1,10,1230,1566,SU,1
8,192,0,0,1,0,0,1230,1833,SU,0
8,193,0,1,1,1,10,1240,1433,SU,1
8,194,0,0,0,1,10,1250,1066,SU,1
8,195,0,0,1,0,0,1250,3633,SU,0
8,196,0,1,0,0,0,1250,1050,SU,0
8,197,0,0,0,1,10,1260,1433,SU,1
8,198,0,0,1,0,0,1260,1366,SU,0
8,199,0,1,0,0,0,1260,5950,SU,0
8,200,0,1,1,1,10,1270,1666,SU,1
9,1,0,1,1,1,10,10,2900,SU,1
9,2,0,1,1,1,10,20,1350,SU,1
9,3,0,0,0,1,10,30,1283,SU,1
9,4,0,1,1,1,10,40,2883,SU,1
9,5,0,1,1,1,10,50,1300,SU,1
9,6,0,1,0,0,0,50,1866,SU,0
9,7,0,1,0,0,0,50,716,SU,0
9,8,0,1,1,1,10,60,1733,SU,1
9,9,0,0,1,0,0,60,1083,SU,0
9,10,0,1,0,0,0,60,2750,SU,0
9,11,0,1,1,1,10,70,1533,SU,1
9,12,0,1,1,1,10,80,3066,SU,1
9,13,0,0,0,1,10,90,1550,SU,1
9,14,0,0,1,0,0,90,1350,SU,0
9,15,0,0,1,0,0,90,966,SU,0
9,16,0,0,1,0,0,90,1033,SU,0
9,17,0,1,0,0,0,90,1366,SU,0
9,18,0,0,1,0,0,90,2183,SU,0
9,19,0,1,1,1,10,100,1400,SU,1
9,20,0,0,1,0,0,100,1250,SU,0
9,21,0,0,1,0,0,100,3000,SU,0
9,22,0,0,0,1,10,110,1800,SU,1
9,23,0,1,1,1,10,120,1266,SU,1
9,24,0,0,0,1,10,130,1900,SU,1
9,25,0,1,1,1,10,140,1700,SU,1
9,26,0,1,1,1,10,150,2133,SU,1
9,27,0,1,0,0,0,150,3333,SU,0
9,28,0,1,1,1,10,160,1816,SU,1
9,29,0,0,0,1,10,170,1600,SU,1
9,30,0,0,0,1,10,180,1283,SU,1
9,31,0,1,1,1,10,190,900,SU,1
9,32,0,1,1,1,10,200,833,SU,1
9,33,0,0,1,0,0,200,1033,SU,0
9,34,0,1,1,1,10,210,833,SU,1
9,35,0,1,1,1,10,220,800,SU,1
9,36,0,0,1,0,0,220,750,SU,0
9,37,0,0,0,1,10,230,683,SU,1
9,38,0,1,1,1,10,240,1133,SU,1
9,39,0,1,1,1,10,250,783,SU,1
9,40,0,1,1,1,10,260,750,SU,1
9,41,0,0,0,1,10,270,966,SU,1
9,42,0,1,0,0,0,270,816,SU,0
9,43,0,0,0,1,10,280,2216,SU,1
9,44,0,0,0,1,10,290,833,SU,1
9,45,0,1,1,1,10,300,816,SU,1
9,46,0,0,0,1,10,310,1133,SU,1
9,47,0,0,0,1,10,320,600,SU,1
9,48,0,0,0,1,10,330,1116,SU,1
9,49,0,0,0,1,10,340,1100,SU,1
9,50,0,0,0,1,10,350,1066,SU,1
9,51,0,1,1,1,10,360,883,SU,1
9,52,0,1,1,1,10,370,1350,SU,1
9,53,0,0,0,1,10,380,1633,SU,1
9,54,0,0,0,1,10,390,1333,SU,1
9,55,0,1,1,1,10,400,867,SU,1
9,56,0,1,1,1,10,410,1033,SU,1
9,57,0,0,0,1,10,420,866,SU,1
9,58,0,0,0,1,10,430,783,SU,1
9,59,0,1,0,0,0,430,750,SU,0
9,60,0,0,1,0,0,430,1333,SU,0
9,61,0,1,1,1,10,440,1650,SU,1
9,62,0,1,1,1,10,450,900,SU,1
9,63,0,0,1,0,0,450,783,SU,0
9,64,0,1,0,0,0,450,950,SU,0
9,65,0,1,0,0,0,450,833,SU,0
9,66,0,0,0,1,10,460,816,SU,1
9,67,0,0,0,1,10,470,1066,SU,1
9,68,0,1,0,0,0,470,783,SU,0
9,69,0,1,0,0,0,470,900,SU,0
9,70,0,1,0,0,0,470,650,SU,0
9,71,0,0,0,1,10,480,516,SU,1
9,72,0,1,1,1,10,490,950,SU,1
9,73,0,1,0,0,0,490,1083,SU,0
9,74,0,0,0,1,10,500,766,SU,1
9,75,0,0,0,1,10,510,933,SU,1
9,76,0,1,0,0,0,510,600,SU,0
9,77,0,0,0,1,10,520,1066,SU,1
9,78,0,0,0,1,10,530,650,SU,1
9,79,0,0,0,1,10,540,850,SU,1
9,80,0,0,0,1,10,550,900,SU,1
9,81,0,0,0,1,10,560,666,SU,1
9,82,0,1,1,1,10,570,1616,SU,1
9,83,0,1,1,1,10,580,1450,SU,1
9,84,0,0,0,1,10,590,750,SU,1
9,85,0,0,0,1,10,600,633,SU,1
9,86,0,0,0,1,10,610,783,SU,1
9,87,0,0,1,0,0,610,966,SU,0
9,88,0,1,1,1,10,620,916,SU,1
9,89,0,1,1,1,10,630,733,SU,1
9,90,0,0,1,0,0,630,1083,SU,0
9,91,0,1,1,1,10,640,866,SU,1
9,92,0,0,0,1,10,650,716,SU,1
9,93,0,0,1,0,0,650,916,SU,0
9,94,0,1,1,1,10,660,850,SU,1
9,95,0,0,1,0,0,660,750,SU,0
9,96,0,1,1,1,10,670,1133,SU,1
9,97,0,1,1,1,10,680,616,SU,1
9,98,0,1,1,1,10,690,716,SU,1
9,99,0,0,0,1,10,700,933,SU,1
9,100,0,0,0,1,10,710,883,SU,1
9,101,1,1,0,0,0,710,750,SU,0
9,102,1,0,1,0,0,710,1133,SU,0
9,103,1,0,1,0,0,710,600,SU,0
9,104,1,1,0,0,0,710,950,SU,0
9,105,1,0,1,0,0,710,883,SU,0
9,106,1,0,1,0,0,710,800,SU,0
9,107,1,1,1,1,10,720,850,SU,1
9,108,1,1,1,1,10,730,1133,SU,1
9,109,1,0,0,1,10,740,1300,SU,1
9,110,1,1,0,0,0,740,716,SU,0
9,111,1,1,0,0,0,740,1000,SU,0
9,112,1,0,1,0,0,740,650,SU,0
9,113,1,0,1,0,0,740,1733,SU,0
9,114,1,1,0,0,0,740,1166,SU,0
9,115,1,0,1,0,0,740,1066,SU,0
9,116,1,1,0,0,0,740,816,SU,0
9,117,1,0,1,0,0,740,716,SU,0
9,118,1,1,0,0,0,740,1233,SU,0
9,119,1,1,0,0,0,740,916,SU,0
9,120,1,1,1,1,10,750,666,SU,1
9,121,1,0,0,1,10,760,933,SU,1
9,122,1,1,0,0,0,760,916,SU,0
9,123,1,1,0,0,0,760,800,SU,0
9,124,1,1,0,0,0,760,2183,SU,0
9,125,1,0,0,1,10,770,1783,SU,1
9,126,1,0,0,1,10,780,1633,SU,1
9,127,1,1,0,0,0,780,1050,SU,0
9,128,1,0,1,0,0,780,800,SU,0
9,129,1,0,0,1,10,790,716,SU,1
9,130,1,0,0,1,10,800,850,SU,1
9,131,1,1,0,0,0,800,1366,SU,0
9,132,1,1,1,1,10,810,1133,SU,1
9,133,1,0,0,1,10,820,1633,SU,1
9,134,1,1,0,0,0,820,1450,SU,0
9,135,1,0,0,1,10,830,1416,SU,1
9,136,1,1,0,0,0,830,1050,SU,0
9,137,1,0,0,1,10,840,1100,SU,1
9,138,1,0,1,0,0,840,2300,SU,0
9,139,1,1,0,0,0,840,1516,SU,0
9,140,1,1,0,0,0,840,1866,SU,0
9,141,1,0,1,0,0,840,850,SU,0
9,142,1,1,0,0,0,840,750,SU,0
9,143,1,1,1,1,10,850,716,SU,1
9,144,1,0,1,0,0,850,700,SU,0
9,145,1,1,1,1,10,860,950,SU,1
9,146,1,1,0,0,0,860,1100,SU,0
9,147,1,0,1,0,0,860,666,SU,0
9,148,1,0,1,0,0,860,1216,SU,0
9,149,1,0,1,0,0,860,1033,SU,0
9,150,1,1,1,1,10,870,1400,SU,1
9,151,1,1,0,0,0,870,1000,SU,0
9,152,1,1,0,0,0,870,1333,SU,0
9,153,1,1,0,0,0,870,1433,SU,0
9,154,1,0,0,1,10,880,1150,SU,1
9,155,1,0,0,1,10,890,1350,SU,1
9,156,1,1,0,0,0,890,2366,SU,0
9,157,1,0,1,0,0,890,1000,SU,0
9,158,1,0,0,1,10,900,2233,SU,1
9,159,1,0,0,1,10,910,783,SU,1
9,160,1,1,0,0,0,910,850,SU,0
9,161,1,0,0,1,10,920,1166,SU,1
9,162,1,0,1,0,0,920,1933,SU,0
9,163,1,1,0,0,0,920,2166,SU,0
9,164,1,0,0,1,10,930,1350,SU,1
9,165,1,0,1,0,0,930,2716,SU,0
9,166,1,0,1,0,0,930,933,SU,0
9,167,1,1,0,0,0,930,1216,SU,0
9,168,1,1,0,0,0,930,2450,SU,0
9,169,1,0,1,0,0,930,3450,SU,0
9,170,1,1,1,1,10,940,800,SU,1
9,171,1,1,1,1,10,950,733,SU,1
9,172,1,0,1,0,0,950,800,SU,0
9,173,1,1,0,0,0,950,1083,SU,0
9,174,1,0,1,0,0,950,750,SU,0
9,175,1,0,1,0,0,950,866,SU,0
9,176,1,0,0,1,10,960,883,SU,1
9,177,1,0,0,1,10,970,3316,SU,1
9,178,1,1,0,0,0,970,816,SU,0
9,179,1,0,0,1,10,980,1200,SU,1
9,180,1,1,0,0,0,980,1300,SU,0
9,181,1,1,0,0,0,980,1250,SU,0
9,182,1,0,0,1,10,990,1450,SU,1
9,183,1,1,0,0,0,990,916,SU,0
9,184,1,1,0,0,0,990,866,SU,0
9,185,1,1,0,0,0,990,766,SU,0
9,186,1,1,1,1,10,1000,1100,SU,1
9,187,1,0,1,0,0,1000,566,SU,0
9,188,1,0,0,1,10,1010,1316,SU,1
9,189,1,0,0,1,10,1020,1866,SU,1
9,190,1,1,0,0,0,1020,783,SU,0
9,191,1,0,1,0,0,1020,1450,SU,0
9,192,1,1,1,1,10,1030,933,SU,1
9,193,1,0,1,0,0,1030,933,SU,0
9,194,1,0,1,0,0,1030,1050,SU,0
9,195,1,1,1,1,10,1040,1333,SU,1
9,196,1,1,1,1,10,1050,1600,SU,1
9,197,1,0,1,0,0,1050,1116,SU,0
9,198,1,1,1,1,10,1060,766,SU,1
9,199,1,1,1,1,10,1070,1000,SU,1
9,200,1,0,0,1,10,1080,883,SU,1
10,1,0,1,1,1,10,10,2983,SU,1
10,2,0,0,0,1,10,20,6000,SU,1
10,3,0,1,1,1,10,30,2383,SU,1
10,4,0,0,0,1,10,40,3033,SU,1
10,5,0,1,1,1,10,50,2216,SU,1
10,6,0,1,1,1,10,60,1216,SU,1
10,7,0,0,1,0,0,60,2233,SU,0
10,8,0,1,0,0,0,60,1516,SU,0
10,9,0,0,0,1,10,70,2700,SU,1
10,10,0,0,0,1,10,80,2250,SU,1
10,11,0,1,1,1,10,90,1066,SU,1
10,12,0,1,0,0,0,90,1633,SU,0
10,13,0,1,1,1,10,100,3600,SU,1
10,14,0,0,0,1,10,110,1000,SU,1
10,15,0,0,1,0,0,110,2116,SU,0
10,16,0,1,1,1,10,120,1216,SU,1
10,17,0,1,1,1,10,130,2966,SU,1
10,18,0,0,1,0,0,130,1283,SU,0
10,19,0,0,0,1,10,140,966,SU,1
10,20,0,0,0,1,10,150,1066,SU,1
10,21,0,0,0,1,10,160,1016,SU,1
10,22,0,0,0,1,10,170,1233,SU,1
10,23,0,1,1,1,10,180,1850,SU,1
10,24,0,0,0,1,10,190,1650,SU,1
10,25,0,1,1,1,10,200,1183,SU,1
10,26,0,0,0,1,10,210,1583,SU,1
10,27,0,1,1,1,10,220,933,SU,1
10,28,0,1,1,1,10,230,1683,SU,1
10,29,0,0,1,0,0,230,1816,SU,0
10,30,0,0,0,1,10,240,1233,SU,1
10,31,0,0,1,0,0,240,2333,SU,0
10,32,0,0,0,1,10,250,2516,SU,1
10,33,0,0,0,1,10,260,1966,SU,1
10,34,0,1,1,1,10,270,1116,SU,1
10,35,0,1,1,1,10,280,1216,SU,1
10,36,0,0,0,1,10,290,1833,SU,1
10,37,0,1,1,1,10,300,1200,SU,1
10,38,0,1,1,1,10,310,883,SU,1
10,39,0,0,0,1,10,320,983,SU,1
10,40,0,1,1,1,10,330,1033,SU,1
10,41,0,1,1,1,10,340,766,SU,1
10,42,0,0,0,1,10,350,1800,SU,1
10,43,0,0,0,1,10,360,816,SU,1
10,44,0,0,1,0,0,360,1083,SU,0
10,45,0,0,0,1,10,370,716,SU,1
10,46,0,0,0,1,10,380,816,SU,1
10,47,0,0,0,1,10,390,833,SU,1
10,48,0,1,1,1,10,400,1016,SU,1
10,49,0,1,1,1,10,410,883,SU,1
10,50,0,0,0,1,10,420,1816,SU,1
10,51,0,1,1,1,10,430,1133,SU,1
10,52,0,0,0,1,10,440,1116,SU,1
10,53,0,0,0,1,10,450,983,SU,1
10,54,0,1,1,1,10,460,1050,SU,1
10,55,0,1,1,1,10,470,916,SU,1
10,56,0,1,1,1,10,480,750,SU,1
10,57,0,0,0,1,10,490,1333,SU,1
10,58,0,1,1,1,10,500,583,SU,1
10,59,0,0,0,1,10,510,3050,SU,1
10,60,0,1,1,1,10,520,733,SU,1
10,61,0,0,0,1,10,530,1066,SU,1
10,62,0,1,1,1,10,540,950,SU,1
10,63,0,0,0,1,10,550,1016,SU,1
10,64,0,0,0,1,10,560,666,SU,1
10,65,0,1,1,1,10,570,950,SU,1
10,66,0,1,1,1,10,580,816,SU,1
10,67,0,1,1,1,10,590,1050,SU,1
10,68,0,1,0,0,0,590,1366,SU,0
10,69,0,0,0,1,10,600,666,SU,1
10,70,0,1,0,0,0,600,1100,SU,0
10,71,0,0,0,1,10,610,733,SU,1
10,72,0,1,1,1,10,620,600,SU,1
10,73,0,1,1,1,10,630,850,SU,1
10,74,0,1,1,1,10,640,866,SU,1
10,75,0,0,0,1,10,650,683,SU,1
10,76,0,0,0,1,10,660,983,SU,1
10,77,0,1,1,1,10,670,800,SU,1
10,78,0,0,0,1,10,680,1283,SU,1
10,79,0,1,1,1,10,690,666,SU,1
10,80,0,1,1,1,10,700,866,SU,1
10,81,0,1,1,1,10,710,1066,SU,1
10,82,0,1,1,1,10,720,816,SU,1
10,83,0,0,0,1,10,730,766,SU,1
10,84,0,1,1,1,10,740,783,SU,1
10,85,0,0,1,0,0,740,1000,SU,0
10,86,0,0,0,1,10,750,833,SU,1
10,87,0,1,1,1,10,760,1050,SU,1
10,88,0,0,0,1,10,770,950,SU,1
10,89,0,0,0,1,10,780,783,SU,1
10,90,0,0,0,1,10,790,666,SU,1
10,91,0,1,1,1,10,800,933,SU,1
10,92,0,0,1,0,0,800,750,SU,0
10,93,0,1,1,1,10,810,900,SU,1
10,94,0,0,0,1,10,820,683,SU,1
10,95,0,1,0,0,0,820,983,SU,0
10,96,0,1,1,1,10,830,900,SU,1
10,97,0,1,1,1,10,840,750,SU,1
10,98,0,0,0,1,10,850,883,SU,1
10,99,0,1,1,1,10,860,783,SU,1
10,100,0,0,1,0,0,860,1066,SU,0
10,101,1,0,1,0,0,860,650,SU,0
10,102,1,1,0,0,0,860,2266,SU,0
10,103,1,0,0,1,10,870,1266,SU,1
10,104,1,0,0,1,10,880,2116,SU,1
10,105,1,1,1,1,10,890,1800,SU,1
10,106,1,1,0,0,0,890,1700,SU,0
10,107,1,1,0,0,0,890,2883,SU,0
10,108,1,0,1,0,0,890,1516,SU,0
10,109,1,0,0,1,10,900,3950,SU,1
10,110,1,1,0,0,0,900,966,SU,0
10,111,1,1,1,1,10,910,1133,SU,1
10,112,1,0,0,1,10,920,1083,SU,1
10,113,1,1,1,1,10,930,1183,SU,1
10,114,1,0,0,1,10,940,2000,SU,1
10,115,1,0,0,1,10,950,983,SU,1
10,116,1,1,1,1,10,960,2866,SU,1
10,117,1,1,1,1,10,970,3950,SU,1
10,118,1,0,1,0,0,970,1600,SU,0
10,119,1,1,1,1,10,980,2150,SU,1
10,120,1,0,1,0,0,980,1516,SU,0
10,121,1,0,0,1,10,990,1800,SU,1
10,122,1,0,0,1,10,1000,866,SU,1
10,123,1,0,0,1,10,1010,1083,SU,1
10,124,1,0,0,1,10,1020,816,SU,1
10,125,1,1,0,0,0,1020,733,SU,0
10,126,1,1,1,1,10,1030,1100,SU,1
10,127,1,1,1,1,10,1040,700,SU,1
10,128,1,1,1,1,10,1050,600,SU,1
10,129,1,0,1,0,0,1050,983,SU,0
10,130,1,0,1,0,0,1050,2633,SU,0
10,131,1,1,1,1,10,1060,1250,SU,1
10,132,1,0,0,1,10,1070,2233,SU,1
10,133,1,1,1,1,10,1080,666,SU,1
10,134,1,1,1,1,10,1090,1150,SU,1
10,135,1,1,1,1,10,1100,1383,SU,1
10,136,1,0,0,1,10,1110,716,SU,1
10,137,1,1,1,1,10,1120,900,SU,1
10,138,1,0,1,0,0,1120,1033,SU,0
10,139,1,1,0,0,0,1120,1250,SU,0
10,140,1,1,1,1,10,1130,2500,SU,1
10,141,1,1,1,1,10,1140,933,SU,1
10,142,1,1,1,1,10,1150,783,SU,1
10,143,1,0,0,1,10,1160,1350,SU,1
10,144,1,1,1,1,10,1170,816,SU,1
10,145,1,1,1,1,10,1180,1066,SU,1
10,146,1,1,1,1,10,1190,1050,SU,1
10,147,1,1,1,1,10,1200,1750,SU,1
10,148,1,1,1,1,10,1210,783,SU,1
10,149,1,0,0,1,10,1220,1066,SU,1
10,150,1,0,0,1,10,1230,900,SU,1
10,151,1,1,1,1,10,1240,983,SU,1
10,152,1,0,0,1,10,1250,1016,SU,1
10,153,1,0,0,1,10,1260,683,SU,1
10,154,1,1,1,1,10,1270,1016,SU,1
10,155,1,0,0,1,10,1280,1550,SU,1
10,156,1,1,1,1,10,1290,1050,SU,1
10,157,1,0,0,1,10,1300,1233,SU,1
10,158,1,1,0,0,0,1300,1066,SU,0
10,159,1,0,0,1,10,1310,1083,SU,1
10,160,1,0,0,1,10,1320,783,SU,1
10,161,1,0,0,1,10,1330,916,SU,1
10,162,1,0,0,1,10,1340,900,SU,1
10,163,1,1,1,1,10,1350,766,SU,1
10,164,1,0,0,1,10,1360,1216,SU,1
10,165,1,0,0,1,10,1370,733,SU,1
10,166,1,1,1,1,10,1380,883,SU,1
10,167,1,1,1,1,10,1390,1583,SU,1
10,168,1,0,0,1,10,1400,1133,SU,1
10,169,1,0,0,1,10,1410,950,SU,1
10,170,1,0,0,1,10,1420,1016,SU,1
10,171,1,0,1,0,0,1420,783,SU,0
10,172,1,1,1,1,10,1430,3050,SU,1
10,173,1,0,1,0,0,1430,1900,SU,0
10,174,1,0,0,1,10,1440,700,SU,1
10,175,1,0,0,1,10,1450,750,SU,1
10,176,1,0,0,1,10,1460,750,SU,1
10,177,1,1,1,1,10,1470,1300,SU,1
10,178,1,0,0,1,10,1480,633,SU,1
10,179,1,1,1,1,10,1490,700,SU,1
10,180,1,1,1,1,10,1500,1016,SU,1
10,181,1,1,1,1,10,1510,683,SU,1
10,182,1,0,1,0,0,1510,2783,SU,0
10,183,1,0,0,1,10,1520,583,SU,1
10,184,1,0,0,1,10,1530,3116,SU,1
10,185,1,1,0,0,0,1530,1566,SU,0
10,186,1,1,0,0,0,1530,1400,SU,0
10,187,1,1,0,0,0,1530,1016,SU,0
10,188,1,1,1,1,10,1540,1700,SU,1
10,189,1,0,1,0,0,1540,1066,SU,0
10,190,1,0,1,0,0,1540,866,SU,0
10,191,1,1,0,0,0,1540,1316,SU,0
10,192,1,1,0,0,0,1540,1633,SU,0
10,193,1,0,0,1,10,1550,2400,SU,1
10,194,1,0,0,1,10,1560,950,SU,1
10,195,1,1,0,0,0,1560,833,SU,0
10,196,1,1,1,1,10,1570,950,SU,1
10,197,1,1,1,1,10,1580,716,SU,1
10,198,1,0,0,1,10,1590,683,SU,1
10,199,1,1,0,0,0,1590,1016,SU,0
10,200,1,0,1,0,0,1590,883,SU,0
11,1,1,0,0,1,10,10,1033,SU,1
11,2,1,0,1,0,0,10,1016,SU,0
11,3,1,1,1,1,10,20,1150,SU,1
11,4,1,0,1,0,0,20,883,SU,0
11,5,1,0,1,0,0,20,950,SU,0
11,6,1,1,0,0,0,20,1000,SU,0
11,7,1,0,1,0,0,20,850,SU,0
11,8,1,0,0,1,10,30,1033,SU,1
11,9,1,1,0,0,0,30,1033,SU,0
11,10,1,1,0,0,0,30,1083,SU,0
11,11,1,1,1,1,10,40,900,SU,1
11,12,1,0,1,0,0,40,1166,SU,0
11,13,1,0,0,1,10,50,633,SU,1
11,14,1,0,0,1,10,60,650,SU,1
11,15,1,0,0,1,10,70,783,SU,1
11,16,1,0,0,1,10,80,700,SU,1
11,17,1,0,0,1,10,90,600,SU,1
11,18,1,1,1,1,10,100,1116,SU,1
11,19,1,0,0,1,10,110,883,SU,1
11,20,1,0,1,0,0,110,1200,SU,0
11,21,1,0,0,1,10,120,700,SU,1
11,22,1,1,1,1,10,130,783,SU,1
11,23,1,0,0,1,10,140,1083,SU,1
11,24,1,0,0,1,10,150,1033,SU,1
11,25,1,1,0,0,0,150,933,SU,0
11,26,1,1,1,1,10,160,883,SU,1
11,27,1,1,1,1,10,170,1467,SU,1
11,28,1,1,0,0,0,170,533,SU,0
11,29,1,0,0,1,10,180,866,SU,1
11,30,1,1,1,1,10,190,716,SU,1
11,31,1,0,1,0,0,190,1866,SU,0
11,32,1,1,1,1,10,200,1200,SU,1
11,33,1,1,0,0,0,200,650,SU,0
11,34,1,0,0,1,10,210,616,SU,1
11,35,1,1,0,0,0,210,1133,SU,0
11,36,1,0,0,1,10,220,833,SU,1
11,37,1,1,1,1,10,230,533,SU,1
11,38,1,0,0,1,10,240,650,SU,1
11,39,1,1,1,1,10,250,1083,SU,1
11,40,1,0,1,0,0,250,2450,SU,0
11,41,1,1,1,1,10,260,700,SU,1
11,42,1,1,1,1,10,270,933,SU,1
11,43,1,0,0,1,10,280,666,SU,1
11,44,1,0,1,0,0,280,1550,SU,0
11,45,1,1,1,1,10,290,866,SU,1
11,46,1,0,0,1,10,300,800,SU,1
11,47,1,1,0,0,0,300,750,SU,0
11,48,1,1,1,1,10,310,700,SU,1
11,49,1,1,1,1,10,320,716,SU,1
11,50,1,0,1,0,0,320,800,SU,0
11,51,1,1,0,0,0,320,650,SU,0
11,52,1,1,0,0,0,320,600,SU,0
11,53,1,0,0,1,10,330,733,SU,1
11,54,1,0,1,0,0,330,866,SU,0
11,55,1,1,1,1,10,340,716,SU,1
11,56,1,0,0,1,10,350,1050,SU,1
11,57,1,1,0,0,0,350,683,SU,0
11,58,1,1,1,1,10,360,600,SU,1
11,59,1,0,1,0,0,360,750,SU,0
11,60,1,1,1,1,10,370,966,SU,1
11,61,1,0,1,0,0,370,716,SU,0
11,62,1,1,1,1,10,380,683,SU,1
11,63,1,0,1,0,0,380,800,SU,0
11,64,1,0,1,0,0,380,700,SU,0
11,65,1,1,1,1,10,390,583,SU,1
11,66,1,1,1,1,10,400,1066,SU,1
11,67,1,0,0,1,10,410,683,SU,1
11,68,1,0,0,1,10,420,666,SU,1
11,69,1,0,0,1,10,430,716,SU,1
11,70,1,1,0,0,0,430,800,SU,0
11,71,1,1,1,1,10,440,550,SU,1
11,72,1,0,0,1,10,450,733,SU,1
11,73,1,1,1,1,10,460,783,SU,1
11,74,1,1,1,1,10,470,550,SU,1
11,75,1,0,1,0,0,470,950,SU,0
11,76,1,1,1,1,10,480,733,SU,1
11,77,1,0,0,1,10,490,633,SU,1
11,78,1,1,1,1,10,500,666,SU,1
11,79,1,1,1,1,10,510,616,SU,1
11,80,1,0,1,0,0,510,783,SU,0
11,81,1,0,0,1,10,520,533,SU,1
11,82,1,1,1,1,10,530,916,SU,1
11,83,1,1,0,0,0,530,733,SU,0
11,84,1,1,0,0,0,530,616,SU,0
11,85,1,0,1,0,0,530,666,SU,0
11,86,1,1,1,1,10,540,766,SU,1
11,87,1,1,0,0,0,540,533,SU,0
11,88,1,0,0,1,10,550,833,SU,1
11,89,1,1,0,0,0,550,966,SU,0
11,90,1,0,1,0,0,550,950,SU,0
11,91,1,1,1,1,10,560,2633,SU,1
11,92,1,1,1,1,10,570,933,SU,1
11,93,1,1,0,0,0,570,1416,SU,0
11,94,1,0,1,0,0,570,1616,SU,0
11,95,1,1,1,1,10,580,683,SU,1
11,96,1,0,1,0,0,580,683,SU,0
11,97,1,0,1,0,0,580,600,SU,0
11,98,1,0,0,1,10,590,900,SU,1
11,99,1,1,0,0,0,590,1400,SU,0
11,100,1,0,0,1,10,600,800,SU,1
11,101,0,1,0,0,0,600,716,SU,0
11,102,0,1,1,1,10,610,783,SU,1
11,103,0,0,1,0,0,610,750,SU,0
11,104,0,1,0,0,0,610,750,SU,0
11,105,0,0,1,0,0,610,1100,SU,0
11,106,0,0,0,1,10,620,700,SU,1
11,107,0,0,0,1,10,630,866,SU,1
11,108,0,0,0,1,10,640,633,SU,1
11,109,0,1,0,0,0,640,600,SU,0
11,110,0,0,0,1,10,650,933,SU,1
11,111,0,0,0,1,10,660,666,SU,1
11,112,0,1,0,0,0,660,633,SU,0
11,113,0,0,0,1,10,670,583,SU,1
11,114,0,0,1,0,0,670,817,SU,0
11,115,0,1,0,0,0,670,666,SU,0
11,116,0,0,0,1,10,680,616,SU,1
11,117,0,1,0,0,0,680,583,SU,0
11,118,0,0,0,1,10,690,516,SU,1
