SubNo,TrialNo,Mapping,State,Resp,Acc,Reward,Balance,ReactionTime,UncerCond,RewardedOrNot
30,21,0,0,0,1,10,100,883,SU,1
30,22,0,0,0,1,10,110,850,SU,1
30,23,0,0,0,1,10,120,766,SU,1
30,24,0,0,0,1,10,130,1116,SU,1
30,25,0,0,0,1,10,140,1483,SU,1
30,26,0,1,1,1,10,150,1250,SU,1
30,27,0,0,0,1,10,160,850,SU,1
30,28,0,1,1,1,10,170,1300,SU,1
30,29,0,0,0,1,10,180,1866,SU,1
30,30,0,1,1,1,10,190,1050,SU,1
30,31,0,1,1,1,10,200,1000,SU,1
30,32,0,1,0,0,0,200,866,SU,0
30,33,0,1,1,1,10,210,1300,SU,1
30,34,0,1,0,0,0,210,1000,SU,0
30,35,0,1,1,1,10,220,2633,SU,1
30,36,0,1,0,0,0,220,983,SU,0
30,37,0,0,0,1,10,230,750,SU,1
30,38,0,0,0,1,10,240,816,SU,1
30,39,0,0,0,1,10,250,883,SU,1
30,40,0,0,0,1,10,260,1216,SU,1
30,41,0,1,1,1,10,270,1933,SU,1
30,42,0,0,0,1,10,280,816,SU,1
30,43,0,0,0,1,10,290,1033,SU,1
30,44,0,1,1,1,10,300,966,SU,1
30,45,0,0,0,1,10,310,783,SU,1
30,46,0,1,1,1,10,320,866,SU,1
30,47,0,0,0,1,10,330,733,SU,1
30,48,0,0,0,1,10,340,666,SU,1
30,49,0,1,1,1,10,350,950,SU,1
30,50,0,0,0,1,10,360,700,SU,1
30,51,0,1,1,1,10,370,1050,SU,1
30,52,0,0,0,1,10,380,716,SU,1
30,53,0,0,0,1,10,390,850,SU,1
30,54,0,1,1,1,10,400,850,SU,1
30,55,0,0,0,1,10,410,800,SU,1
30,56,0,1,1,1,10,420,850,SU,1
30,57,0,1,1,1,10,430,716,SU,1
30,58,0,0,0,1,10,440,716,SU,1
30,59,0,1,1,1,10,450,1250,SU,1
30,60,0,0,0,1,10,460,616,SU,1
30,61,0,1,1,1,10,470,816,SU,1
30,62,0,1,1,1,10,480,716,SU,1
30,63,0,1,1,1,10,490,916,SU,1
30,64,0,1,0,0,0,490,783,SU,0
30,65,0,1,1,1,10,500,783,SU,1
30,66,0,0,1,0,0,500,1333,SU,0
30,67,0,1,1,1,10,510,666,SU,1
30,68,0,1,0,0,0,510,1150,SU,0
30,69,0,1,0,0,0,510,1116,SU,0
30,70,0,1,1,1,10,520,1033,SU,1
30,71,0,0,0,1,10,530,983,SU,1
30,72,0,1,0,0,0,530,1083,SU,0
30,73,0,0,0,1,10,540,1616,SU,1
30,74,0,0,0,1,10,550,666,SU,1
30,75,0,0,0,1,10,560,766,SU,1
30,76,0,0,0,1,10,570,733,SU,1
30,77,0,0,0,1,10,580,600,SU,1
30,78,0,1,0,0,0,580,1050,SU,0
30,79,0,1,1,1,10,590,2116,SU,1
30,80,0,0,0,1,10,600,950,SU,1
30,81,0,0,0,1,10,610,866,SU,1
30,82,0,0,0,1,10,620,816,SU,1
30,83,0,1,1,1,10,630,1216,SU,1
30,84,0,0,0,1,10,640,750,SU,1
30,85,0,1,0,0,0,640,600,SU,0
30,86,0,0,0,1,10,650,566,SU,1
30,87,0,0,0,1,10,660,933,SU,1
30,88,0,0,0,1,10,670,1000,SU,1
30,89,0,0,0,1,10,680,950,SU,1
30,90,0,1,1,1,10,690,866,SU,1
30,91,0,0,0,1,10,700,800,SU,1
30,92,0,1,1,1,10,710,750,SU,1
30,93,0,1,0,0,0,710,1866,SU,0
30,94,0,0,1,0,0,710,1066,SU,0
30,95,0,1,0,0,0,710,683,SU,0
30,96,0,1,1,1,10,720,883,SU,1
30,97,0,0,0,1,10,730,1000,SU,1
30,98,0,0,1,0,0,730,2166,SU,0
30,99,0,0,1,0,0,730,2050,SU,0
30,100,0,1,0,0,0,730,933,SU,0
30,101,1,1,0,0,0,730,1716,SU,0
30,102,1,1,1,1,10,740,683,SU,1
30,103,1,1,1,1,10,750,950,SU,1
30,104,1,1,1,1,10,760,866,SU,1
30,105,1,0,1,0,0,760,816,SU,0
30,106,1,1,1,1,10,770,900,SU,1
30,107,1,1,1,1,10,780,800,SU,1
30,108,1,0,1,0,0,780,983,SU,0
30,109,1,0,1,0,0,780,800,SU,0
30,110,1,1,1,1,10,790,1083,SU,1
30,111,1,1,1,1,10,800,850,SU,1
30,112,1,0,1,0,0,800,1133,SU,0
30,113,1,0,1,0,0,800,833,SU,0
30,114,1,0,1,0,0,800,850,SU,0
30,115,1,1,0,0,0,800,1150,SU,0
30,116,1,0,1,0,0,800,667,SU,0
30,117,1,0,0,1,10,810,1116,SU,1
30,118,1,0,1,0,0,810,717,SU,0
30,119,1,0,0,1,10,820,900,SU,1
30,120,1,0,0,1,10,830,717,SU,1
30,121,1,1,1,1,10,840,833,SU,1
30,122,1,0,0,1,10,850,800,SU,1
30,123,1,1,1,1,10,860,1766,SU,1
30,124,1,1,1,1,10,870,1333,SU,1
30,125,1,0,1,0,0,870,1266,SU,0
30,126,1,1,0,0,0,870,783,SU,0
30,127,1,1,1,1,10,880,700,SU,1
30,128,1,0,0,1,10,890,816,SU,1
30,129,1,1,1,1,10,900,700,SU,1
30,130,1,1,1,1,10,910,1083,SU,1
30,131,1,0,0,1,10,920,666,SU,1
30,132,1,0,0,1,10,930,766,SU,1
30,133,1,0,0,1,10,940,700,SU,1
30,134,1,1,1,1,10,950,950,SU,1
30,135,1,1,1,1,10,960,1116,SU,1
30,136,1,0,0,1,10,970,1066,SU,1
30,137,1,1,1,1,10,980,616,SU,1
30,138,1,0,1,0,0,980,1033,SU,0
30,139,1,1,1,1,10,990,1300,SU,1
30,140,1,1,1,1,10,1000,1000,SU,1
30,141,1,0,0,1,10,1010,1166,SU,1
30,142,1,1,0,0,0,1010,983,SU,0
30,143,1,0,1,0,0,1010,866,SU,0
30,144,1,1,0,0,0,1010,850,SU,0
30,145,1,0,0,1,10,1020,983,SU,1
30,146,1,1,1,1,10,1030,1150,SU,1
30,147,1,0,0,1,10,1040,1283,SU,1
30,148,1,1,1,1,10,1050,1950,SU,1
30,149,1,0,1,0,0,1050,2033,SU,0
30,150,1,1,1,1,10,1060,1000,SU,1
30,151,1,1,0,0,0,1060,1200,SU,0
30,152,1,1,0,0,0,1060,900,SU,0
30,153,1,0,1,0,0,1060,1300,SU,0
30,154,1,0,0,1,10,1070,1566,SU,1
30,155,1,0,0,1,10,1080,916,SU,1
30,156,1,0,0,1,10,1090,1716,SU,1
30,157,1,1,1,1,10,1100,900,SU,1
30,158,1,0,1,0,0,1100,916,SU,0
30,159,1,1,0,0,0,1100,833,SU,0
30,160,1,0,1,0,0,1100,800,SU,0
30,161,1,0,1,0,0,1100,1383,SU,0
30,162,1,0,0,1,10,1110,1100,SU,1
30,163,1,1,1,1,10,1120,1300,SU,1
30,164,1,1,0,0,0,1120,1400,SU,0
30,165,1,0,0,1,10,1130,750,SU,1
30,166,1,0,0,1,10,1140,666,SU,1
30,167,1,0,0,1,10,1150,633,SU,1
30,168,1,1,1,1,10,1160,816,SU,1
30,169,1,1,0,0,0,1160,1766,SU,0
30,170,1,1,0,0,0,1160,850,SU,0
30,171,1,0,0,1,10,1170,666,SU,1
30,172,1,0,0,1,10,1180,766,SU,1
30,173,1,0,0,1,10,1190,916,SU,1
30,174,1,0,0,1,10,1200,1116,SU,1
30,175,1,1,1,1,10,1210,866,SU,1
30,176,1,1,1,1,10,1220,1100,SU,1
30,177,1,1,1,1,10,1230,783,SU,1
30,178,1,0,0,1,10,1240,900,SU,1
30,179,1,1,1,1,10,1250,766,SU,1
30,180,1,1,1,1,10,1260,1500,SU,1
30,181,1,1,0,0,0,1260,1050,SU,0
30,182,1,0,0,1,10,1270,1350,SU,1
30,183,1,0,0,1,10,1280,816,SU,1
30,184,1,1,1,1,10,1290,966,SU,1
30,185,1,0,0,1,10,1300,2133,SU,1
30,186,1,0,0,1,10,1310,1366,SU,1
30,187,1,1,1,1,10,1320,850,SU,1
30,188,1,1,0,0,0,1320,1300,SU,0
30,189,1,0,1,0,0,1320,833,SU,0
30,190,1,0,0,1,10,1330,1316,SU,1
30,191,1,1,1,1,10,1340,1066,SU,1
30,192,1,1,1,1,10,1350,1183,SU,1
30,193,1,1,0,0,0,1350,1166,SU,0
30,194,1,1,0,0,0,1350,1333,SU,0
30,195,1,1,1,1,10,1360,866,SU,1
30,196,1,0,0,1,10,1370,716,SU,1
30,197,1,1,1,1,10,1380,866,SU,1
30,198,1,0,0,1,10,1390,733,SU,1
30,199,1,0,1,0,0,1390,1516,SU,0
30,200,1,0,0,1,10,1400,800,SU,1
31,1,1,0,1,0,0,0,2483,SU,0
31,2,1,1,0,0,0,0,616,SU,0
31,3,1,1,1,1,10,10,2600,SU,1
31,4,1,0,1,0,0,10,516,SU,0
31,5,1,1,0,0,0,10,1233,SU,0
31,6,1,1,1,1,10,20,4083,SU,1
31,7,1,1,0,0,0,20,2333,SU,0
31,8,1,0,1,0,0,20,616,SU,0
31,9,1,0,0,1,10,30,2516,SU,1
31,10,1,0,1,0,0,30,1533,SU,0
31,11,1,1,0,0,0,30,1516,SU,0
31,12,1,1,1,1,10,40,1666,SU,1
31,13,1,0,1,0,0,40,3450,SU,0
31,14,1,0,1,0,0,40,1683,SU,0
31,15,1,1,1,1,10,50,1283,SU,1
31,16,1,1,1,1,10,60,966,SU,1
31,17,1,0,0,1,10,70,1133,SU,1
31,18,1,1,0,0,0,70,1683,SU,0
31,19,1,0,0,1,10,80,1483,SU,1
31,20,1,1,1,1,10,90,1166,SU,1
31,21,1,1,1,1,10,100,2466,SU,1
31,22,1,0,0,1,10,110,1450,SU,1
31,23,1,0,0,1,10,120,1050,SU,1
31,24,1,0,0,1,10,130,1983,SU,1
31,25,1,0,0,1,10,140,1250,SU,1
31,26,1,0,0,1,10,150,1233,SU,1
31,27,1,1,1,1,10,160,1216,SU,1
31,28,1,0,0,1,10,170,1216,SU,1
31,29,1,1,1,1,10,180,1350,SU,1
31,30,1,1,1,1,10,190,3366,SU,1
31,31,1,1,0,0,0,190,2633,SU,0
31,32,1,1,1,1,10,200,1950,SU,1
31,33,1,0,0,1,10,210,1700,SU,1
31,34,1,0,0,1,10,220,616,SU,1
31,35,1,0,0,1,10,230,983,SU,1
31,36,1,0,0,1,10,240,816,SU,1
31,37,1,1,0,0,0,240,2233,SU,0
31,38,1,0,0,1,10,250,783,SU,1
31,39,1,0,0,1,10,260,1216,SU,1
31,40,1,1,1,1,10,270,783,SU,1
31,41,1,1,1,1,10,280,816,SU,1
31,42,1,0,1,0,0,280,883,SU,0
31,43,1,0,0,1,10,290,1166,SU,1
31,44,1,0,0,1,10,300,1650,SU,1
31,45,1,1,0,0,0,300,1566,SU,0
31,46,1,0,0,1,10,310,650,SU,1
31,47,1,1,1,1,10,320,1116,SU,1
31,48,1,1,1,1,10,330,1250,SU,1
31,49,1,0,0,1,10,340,1466,SU,1
31,50,1,1,0,0,0,340,783,SU,0
31,51,1,0,0,1,10,350,1300,SU,1
31,52,1,0,1,0,0,350,2050,SU,0
31,53,1,0,0,1,10,360,1133,SU,1
31,54,1,1,1,1,10,370,2217,SU,1
31,55,1,1,1,1,10,380,1450,SU,1
31,56,1,0,0,1,10,390,2433,SU,1
31,57,1,1,1,1,10,400,1266,SU,1
31,58,1,0,1,0,0,400,1516,SU,0
31,59,1,1,1,1,10,410,1216,SU,1
31,60,1,0,0,1,10,420,1900,SU,1
31,61,1,1,1,1,10,430,983,SU,1
31,62,1,0,1,0,0,430,1433,SU,0
31,63,1,1,0,0,0,430,1850,SU,0
31,64,1,0,0,1,10,440,1216,SU,1
31,65,1,1,1,1,10,450,1666,SU,1
31,66,1,1,1,1,10,460,1716,SU,1
31,67,1,0,0,1,10,470,866,SU,1
31,68,1,0,1,0,0,470,1083,SU,0
31,69,1,0,0,1,10,480,1316,SU,1
31,70,1,0,0,1,10,490,2916,SU,1
31,71,1,1,1,1,10,500,1683,SU,1
31,72,1,1,1,1,10,510,1600,SU,1
31,73,1,1,1,1,10,520,1833,SU,1
31,74,1,1,1,1,10,530,1300,SU,1
31,75,1,1,1,1,10,540,1350,SU,1
31,76,1,1,1,1,10,550,1383,SU,1
31,77,1,0,1,0,0,550,2083,SU,0
31,78,1,1,1,1,10,560,1416,SU,1
31,79,1,0,0,1,10,570,2300,SU,1
31,80,1,1,1,1,10,580,2466,SU,1
31,81,1,1,1,1,10,590,1033,SU,1
31,82,1,1,1,1,10,600,1466,SU,1
31,83,1,0,1,0,0,600,1966,SU,0
31,84,1,0,0,1,10,610,1100,SU,1
31,85,1,0,0,1,10,620,1716,SU,1
31,86,1,1,0,0,0,620,783,SU,0
31,87,1,0,0,1,10,630,1066,SU,1
31,88,1,1,1,1,10,640,1066,SU,1
31,89,1,1,1,1,10,650,1716,SU,1
31,90,1,1,1,1,10,660,2366,SU,1
31,91,1,0,1,0,0,660,1066,SU,0
31,92,1,1,1,1,10,670,1433,SU,1
31,93,1,0,0,1,10,680,933,SU,1
31,94,1,1,1,1,10,690,1200,SU,1
31,95,1,0,1,0,0,690,1800,SU,0
31,96,1,0,0,1,10,700,1033,SU,1
31,97,1,0,0,1,10,710,1616,SU,1
31,98,1,1,1,1,10,720,2000,SU,1
31,99,1,0,1,0,0,720,966,SU,0
31,100,1,1,1,1,10,730,1083,SU,1
31,101,0,0,1,0,0,730,1750,SU,0
31,102,0,1,0,0,0,730,1733,SU,0
31,103,0,0,0,1,10,740,1133,SU,1
31,104,0,0,0,1,10,750,683,SU,1
31,105,0,1,0,0,0,750,650,SU,0
31,106,0,1,0,0,0,750,1666,SU,0
31,107,0,0,0,1,10,760,1216,SU,1
31,108,0,0,0,1,10,770,1216,SU,1
31,109,0,1,1,1,10,780,1000,SU,1
31,110,0,1,1,1,10,790,2133,SU,1
31,111,0,0,0,1,10,800,816,SU,1
31,112,0,1,1,1,10,810,1366,SU,1
31,113,0,1,0,0,0,810,1300,SU,0
31,114,0,1,1,1,10,820,1516,SU,1
31,115,0,1,1,1,10,830,766,SU,1
31,116,0,1,1,1,10,840,966,SU,1
31,117,0,0,0,1,10,850,633,SU,1
31,118,0,0,1,0,0,850,916,SU,0
31,119,0,1,0,0,0,850,1283,SU,0
31,120,0,0,0,1,10,860,1216,SU,1
31,121,0,0,1,0,0,860,1116,SU,0
31,122,0,1,0,0,0,860,2983,SU,0
31,123,0,1,1,1,10,870,1100,SU,1
31,124,0,1,1,1,10,880,1183,SU,1
31,125,0,0,0,1,10,890,1000,SU,1
31,126,0,1,0,0,0,890,2116,SU,0
31,127,0,1,1,1,10,900,833,SU,1
31,128,0,0,1,0,0,900,2433,SU,0
31,129,0,0,0,1,10,910,1216,SU,1
31,130,0,1,0,0,0,910,1650,SU,0
31,131,0,0,1,0,0,910,1000,SU,0
31,132,0,1,1,1,10,920,2566,SU,1
31,133,0,1,1,1,10,930,1450,SU,1
31,134,0,1,1,1,10,940,1983,SU,1
31,135,0,1,1,1,10,950,1433,SU,1
31,136,0,1,1,1,10,960,850,SU,1
31,137,0,1,1,1,10,970,566,SU,1
31,138,0,0,0,1,10,980,1150,SU,1
31,139,0,1,1,1,10,990,1350,SU,1
31,140,0,0,1,0,0,990,716,SU,0
31,141,0,0,1,0,0,990,1050,SU,0
31,142,0,1,0,0,0,990,2833,SU,0
31,143,0,0,1,0,0,990,1366,SU,0
31,144,0,0,0,1,10,1000,1216,SU,1
31,145,0,0,0,1,10,1010,1433,SU,1
31,146,0,0,0,1,10,1020,550,SU,1
31,147,0,1,0,0,0,1020,2683,SU,0
31,148,0,0,0,1,10,1030,1383,SU,1
31,149,0,0,0,1,10,1040,666,SU,1
31,150,0,1,0,0,0,1040,1416,SU,0
31,151,0,1,0,0,0,1040,1283,SU,0
31,152,0,0,0,1,10,1050,1233,SU,1
31,153,0,0,0,1,10,1060,766,SU,1
31,154,0,1,0,0,0,1060,600,SU,0
31,155,0,0,0,1,10,1070,1150,SU,1
31,156,0,0,0,1,10,1080,1066,SU,1
31,157,0,1,0,0,0,1080,566,SU,0
31,158,0,1,0,0,0,1080,1400,SU,0
31,159,0,1,0,0,0,1080,983,SU,0
31,160,0,0,1,0,0,1080,733,SU,0
31,161,0,1,1,1,10,1090,2466,SU,1
31,162,0,1,1,1,10,1100,1883,SU,1
31,163,0,0,0,1,10,1110,1250,SU,1
31,164,0,1,1,1,10,1120,1166,SU,1
31,165,0,0,1,0,0,1120,2416,SU,0
31,166,0,0,1,0,0,1120,1716,SU,0
31,167,0,0,0,1,10,1130,1000,SU,1
31,168,0,0,1,0,0,1130,1016,SU,0
31,169,0,0,1,0,0,1130,983,SU,0
31,170,0,0,1,0,0,1130,1116,SU,0
31,171,0,0,0,1,10,1140,3050,SU,1
31,172,0,0,0,1,10,1150,1366,SU,1
31,173,0,1,1,1,10,1160,1433,SU,1
31,174,0,1,1,1,10,1170,1566,SU,1
31,175,0,0,1,0,0,1170,1250,SU,0
31,176,0,0,1,0,0,1170,666,SU,0
31,177,0,1,0,0,0,1170,733,SU,0
31,178,0,1,0,0,0,1170,1783,SU,0
31,179,0,0,0,1,10,1180,1966,SU,1
31,180,0,0,1,0,0,1180,1933,SU,0
31,181,0,0,1,0,0,1180,2050,SU,0
31,182,0,0,0,1,10,1190,1633,SU,1
31,183,0,0,0,1,10,1200,683,SU,1
31,184,0,0,0,1,10,1210,816,SU,1
31,185,0,1,1,1,10,1220,883,SU,1
31,186,0,1,1,1,10,1230,1350,SU,1
31,187,0,0,1,0,0,1230,2416,SU,0
31,188,0,1,1,1,10,1240,1300,SU,1
31,189,0,0,1,0,0,1240,733,SU,0
31,190,0,0,0,1,10,1250,1716,SU,1
31,191,0,1,1,1,10,1260,650,SU,1
31,192,0,1,1,1,10,1270,1450,SU,1
31,193,0,1,1,1,10,1280,883,SU,1
31,194,0,1,1,1,10,1290,950,SU,1
31,195,0,0,1,0,0,1290,633,SU,0
31,196,0,1,1,1,10,1300,666,SU,1
31,197,0,0,0,1,10,1310,1133,SU,1
31,198,0,1,1,1,10,1320,900,SU,1
31,199,0,1,0,0,0,1320,966,SU,0
31,200,0,1,0,0,0,1320,916,SU,0
32,1,0,0,0,1,10,10,9562,RU,1
32,2,0,0,0,1,10,20,1049,RU,1
32,3,0,0,0,1,0,20,1132,RU,0
32,4,0,0,1,0,10,30,1384,RU,1
32,5,0,1,1,1,10,40,2077,RU,1
32,6,0,1,1,1,0,40,850,RU,0
32,7,0,1,1,1,0,40,1983,RU,0
32,8,0,0,0,1,10,50,916,RU,1
32,9,0,0,1,0,0,50,1000,RU,0
32,10,0,0,0,1,0,50,1166,RU,0
32,11,0,0,0,1,0,50,783,RU,0
32,12,0,0,0,1,0,50,966,RU,0
32,13,0,1,1,1,10,60,1533,RU,1
32,14,0,1,0,0,0,60,1633,RU,0
32,15,0,1,1,1,0,60,1200,RU,0
32,16,0,1,0,0,10,70,1317,RU,1
32,17,0,0,0,1,10,80,816,RU,1
32,18,0,0,1,0,0,80,650,RU,0
32,19,0,0,0,1,10,90,600,RU,1
32,20,0,1,0,0,0,90,1150,RU,0
32,21,0,0,0,1,10,100,1233,RU,1
32,22,0,0,0,1,10,110,900,RU,1
32,23,0,1,1,1,10,120,1066,RU,1
32,24,0,0,0,1,0,120,766,RU,0
32,25,0,1,1,1,10,130,1533,RU,1
32,26,0,1,1,1,10,140,1000,RU,1
32,27,0,1,1,1,0,140,800,RU,0
32,28,0,0,0,1,10,150,683,RU,1
32,29,0,1,1,1,10,160,1383,RU,1
32,30,0,0,0,1,10,170,916,RU,1
32,31,0,0,0,1,10,180,1416,RU,1
32,32,0,0,0,1,10,190,1000,RU,1
32,33,0,1,1,1,0,190,716,RU,0
32,34,0,0,0,1,10,200,1466,RU,1
32,35,0,0,0,1,10,210,766,RU,1
32,36,0,1,1,1,10,220,933,RU,1
32,37,0,1,1,1,10,230,1050,RU,1
32,38,0,1,1,1,10,240,683,RU,1
32,39,0,1,1,1,10,250,833,RU,1
32,40,0,0,0,1,10,260,966,RU,1
32,41,0,1,1,1,10,270,850,RU,1
32,42,0,1,1,1,0,270,816,RU,0
32,43,0,1,0,0,10,280,2416,RU,1
32,44,0,1,1,1,10,290,683,RU,1
32,45,0,1,1,1,0,290,650,RU,0
32,46,0,1,0,0,0,290,700,RU,0
32,47,0,1,1,1,10,300,866,RU,1
32,48,0,0,0,1,10,310,933,RU,1
32,49,0,1,1,1,0,310,683,RU,0
32,50,0,1,1,1,10,320,1000,RU,1
32,51,0,0,0,1,10,330,983,RU,1
32,52,0,0,0,1,0,330,800,RU,0
32,53,0,0,0,1,0,330,1500,RU,0
32,54,0,1,1,1,10,340,966,RU,1
32,55,0,0,0,1,10,350,1633,RU,1
32,56,0,0,0,1,10,360,1233,RU,1
32,57,0,0,1,0,0,360,1933,RU,0
32,58,0,0,0,1,10,370,933,RU,1
32,59,0,0,0,1,10,380,1083,RU,1
32,60,0,1,0,0,0,380,833,RU,0
32,61,0,1,1,1,10,390,1050,RU,1
32,62,0,1,1,1,10,400,1400,RU,1
32,63,0,0,0,1,10,410,1116,RU,1
32,64,0,0,0,1,10,420,1466,RU,1
32,65,0,0,0,1,10,430,766,RU,1
32,66,0,0,0,1,10,440,1133,RU,1
32,67,0,0,0,1,10,450,1150,RU,1
32,68,0,1,1,1,0,450,1333,RU,0
32,69,0,1,0,0,0,450,933,RU,0
32,70,0,0,0,1,10,460,583,RU,1
32,71,0,1,1,1,0,460,933,RU,0
32,72,0,1,1,1,0,460,800,RU,0
32,73,0,0,0,1,10,470,883,RU,1
32,74,0,1,0,0,0,470,600,RU,0
32,75,0,1,0,0,0,470,783,RU,0
32,76,0,0,1,0,0,470,1000,RU,0
32,77,0,1,1,1,0,470,833,RU,0
32,78,0,0,0,1,10,480,1000,RU,1
32,79,0,0,0,1,10,490,833,RU,1
32,80,0,1,0,0,10,500,1350,RU,1
32,81,0,0,0,1,10,510,933,RU,1
32,82,0,0,0,1,10,520,750,RU,1
32,83,0,0,0,1,10,530,1216,RU,1
32,84,0,1,0,0,0,530,883,RU,0
32,85,0,1,1,1,10,540,650,RU,1
32,86,0,0,0,1,10,550,716,RU,1
32,87,0,1,1,1,10,560,700,RU,1
32,88,0,1,1,1,10,570,816,RU,1
32,89,0,0,0,1,10,580,700,RU,1
32,90,0,1,1,1,10,590,999,RU,1
32,91,0,1,0,0,0,590,1033,RU,0
32,92,0,1,1,1,10,600,816,RU,1
32,93,0,0,0,1,10,610,733,RU,1
32,94,0,1,1,1,10,620,933,RU,1
32,95,0,0,0,1,10,630,700,RU,1
32,96,0,1,1,1,10,640,1133,RU,1
32,97,0,0,0,1,10,650,950,RU,1
32,98,0,0,0,1,0,650,850,RU,0
32,99,0,1,0,0,10,660,1000,RU,1
32,100,0,1,0,0,0,660,750,RU,0
32,101,1,0,1,0,0,660,783,RU,0
32,102,1,0,0,1,0,660,1083,RU,0
32,103,1,1,0,0,10,670,700,RU,1
32,104,1,0,1,0,10,680,1050,RU,1
32,105,1,0,1,0,0,680,883,RU,0
32,106,1,1,0,0,0,680,750,RU,0
32,107,1,1,1,1,10,690,583,RU,1
32,108,1,1,1,1,10,700,633,RU,1
32,109,1,1,1,1,0,700,633,RU,0
32,110,1,0,1,0,0,700,916,RU,0
32,111,1,0,0,1,10,710,883,RU,1
32,112,1,1,0,0,0,710,933,RU,0
32,113,1,1,1,1,10,720,700,RU,1
32,114,1,0,1,0,10,730,850,RU,1
32,115,1,0,1,0,10,740,1116,RU,1
32,116,1,0,1,0,0,740,700,RU,0
32,117,1,1,0,0,10,750,900,RU,1
32,118,1,1,0,0,0,750,816,RU,0
32,119,1,1,0,0,0,750,766,RU,0
32,120,1,0,1,0,10,760,733,RU,1
32,121,1,0,0,1,10,770,766,RU,1
32,122,1,1,1,1,10,780,966,RU,1
32,123,1,0,0,1,10,790,783,RU,1
32,124,1,1,1,1,10,800,850,RU,1
32,125,1,0,0,1,10,810,866,RU,1
32,126,1,0,1,0,0,810,816,RU,0
32,127,1,1,1,1,10,820,766,RU,1
32,128,1,0,0,1,10,830,616,RU,1
32,129,1,0,1,0,0,830,700,RU,0
32,130,1,0,1,0,0,830,583,RU,0
32,131,1,0,0,1,0,830,800,RU,0
32,132,1,1,0,0,10,840,633,RU,1
32,133,1,0,1,0,0,840,1116,RU,0
32,134,1,0,0,1,10,850,983,RU,1
32,135,1,0,1,0,0,850,550,RU,0
32,136,1,1,1,1,10,860,583,RU,1
32,137,1,0,0,1,10,870,883,RU,1
32,138,1,1,0,0,10,880,2216,RU,1
32,139,1,1,1,1,10,890,666,RU,1
32,140,1,1,0,0,0,890,616,RU,0
32,141,1,1,0,0,0,890,833,RU,0
32,142,1,0,1,0,0,890,883,RU,0
32,143,1,0,1,0,0,890,766,RU,0
32,144,1,1,1,1,0,890,666,RU,0
32,145,1,1,1,1,10,900,716,RU,1
32,146,1,0,0,1,10,910,750,RU,1
32,147,1,1,0,0,10,920,900,RU,1
32,148,1,1,1,1,10,930,983,RU,1
32,149,1,1,0,0,0,930,766,RU,0
32,150,1,1,1,1,10,940,850,RU,1
32,151,1,1,1,1,10,950,800,RU,1
32,152,1,1,1,1,10,960,1200,RU,1
32,153,1,0,0,1,0,960,766,RU,0
32,154,1,0,0,1,10,970,516,RU,1
32,155,1,0,1,0,0,970,750,RU,0
32,156,1,1,0,0,10,980,1133,RU,1
32,157,1,0,1,0,10,990,800,RU,1
32,158,1,0,1,0,0,990,800,RU,0
32,159,1,0,0,1,10,1000,1516,RU,1
32,160,1,0,0,1,10,1010,866,RU,1
32,161,1,1,0,0,10,1020,733,RU,1
32,162,1,1,1,1,10,1030,683,RU,1
32,163,1,1,1,1,10,1040,750,RU,1
32,164,1,1,1,1,10,1050,633,RU,1
32,165,1,1,1,1,10,1060,650,RU,1
32,166,1,0,1,0,10,1070,900,RU,1
32,167,1,1,0,0,0,1070,633,RU,0
32,168,1,1,0,0,0,1070,1150,RU,0
32,169,1,0,0,1,10,1080,700,RU,1
32,170,1,0,0,1,10,1090,866,RU,1
32,171,1,0,0,1,10,1100,1483,RU,1
32,172,1,0,0,1,0,1100,833,RU,0
32,173,1,1,1,1,0,1100,583,RU,0
32,174,1,1,1,1,10,1110,600,RU,1
32,175,1,0,1,0,0,1110,683,RU,0
32,176,1,0,1,0,10,1120,700,RU,1
32,177,1,1,0,0,0,1120,1233,RU,0
32,178,1,0,0,1,10,1130,866,RU,1
32,179,1,0,1,0,10,1140,700,RU,1
32,180,1,0,1,0,10,1150,550,RU,1
32,181,1,1,1,1,0,1150,733,RU,0
32,182,1,0,1,0,0,1150,1083,RU,0
32,183,1,1,1,1,10,1160,616,RU,1
32,184,1,1,0,0,0,1160,600,RU,0
32,185,1,0,1,0,0,1160,950,RU,0
32,186,1,0,0,1,0,1160,600,RU,0
32,187,1,1,1,1,10,1170,483,RU,1
32,188,1,0,1,0,0,1170,566,RU,0
32,189,1,0,1,0,0,1170,900,RU,0
32,190,1,1,0,0,0,1170,1083,RU,0
32,191,1,1,1,1,0,1170,750,RU,0
32,192,1,0,1,0,10,1180,633,RU,1
32,193,1,1,0,0,10,1190,1216,RU,1
32,194,1,1,0,0,0,1190,766,RU,0
32,195,1,1,0,0,0,1190,1616,RU,0
32,196,1,1,0,0,0,1190,733,RU,0
32,197,1,0,1,0,0,1190,816,RU,0
32,198,1,1,0,0,10,1200,783,RU,1
32,199,1,1,1,1,0,1200,650,RU,0
32,200,1,0,1,0,10,1210,616,RU,1
33,1,0,0,0,1,10,10,1833,RU,1
33,2,0,1,0,0,10,20,1083,RU,1
33,3,0,1,0,0,0,20,1300,RU,0
33,4,0,0,0,1,0,20,1383,RU,0
33,5,0,1,0,0,10,30,1433,RU,1
33,6,0,1,1,1,0,30,3433,RU,0
