"","SubNo","TrialNo","Mapping","State","Resp","Acc","Reward","Balance","ReactionTime","UncerCond","RewardedOrNot","RewardProp_WTA","RewardProp_PWRL","RewardProp_BISAW","RewardSucc_WTA","RewardSucc_PWRL","RewardSucc_BISAW","RewardFail_WTA","RewardFail_PWRL","RewardFail_BISAW"
"2719",14,119,0,1,1,1,10,850,900,"SU",1,0.74,0.51,0.79,74,51,79,26,49,21
"2720",14,120,0,0,0,1,10,860,750,"SU",1,0.76,0.64,0.6,76,64,60,24,36,40
"2721",14,121,0,0,1,0,0,860,2433,"SU",0,0.72,0.53,0.7,72,53,70,28,47,30
"2722",14,122,0,1,1,1,10,870,700,"SU",1,0.63,0.55,0.76,63,55,76,37,45,24
"2723",14,123,0,1,1,1,10,880,2000,"SU",1,0.74,0.59,0.77,74,59,77,26,41,23
"2724",14,124,0,0,0,1,10,890,767,"SU",1,0.73,0.56,0.64,73,56,64,27,44,36
"2725",14,125,0,1,1,1,10,900,766,"SU",1,0.71,0.65,0.7,71,65,70,29,35,30
"2726",14,126,0,0,0,1,10,910,1016,"SU",1,0.76,0.57,0.72,76,57,72,24,43,28
"2727",14,127,0,1,0,0,0,910,2616,"SU",0,0.8,0.64,0.8,80,64,80,20,36,20
"2728",14,128,0,1,1,1,10,920,1000,"SU",1,0.71,0.54,0.71,71,54,71,29,46,29
"2729",14,129,0,1,1,1,10,930,966,"SU",1,0.62,0.61,0.72,62,61,72,38,39,28
"2730",14,130,0,0,0,1,10,940,1233,"SU",1,0.76,0.62,0.77,76,62,77,24,38,23
"2731",14,131,0,1,1,1,10,950,2966,"SU",1,0.7,0.62,0.72,70,62,72,30,38,28
"2732",14,132,0,0,0,1,10,960,2050,"SU",1,0.65,0.63,0.69,65,63,69,35,37,31
"2733",14,133,0,1,0,0,0,960,733,"SU",0,0.72,0.69,0.74,72,69,74,28,31,26
"2734",14,134,0,0,0,1,10,970,583,"SU",1,0.64,0.66,0.63,64,66,63,36,34,37
"2735",14,135,0,0,0,1,10,980,600,"SU",1,0.68,0.58,0.8,68,58,80,32,42,20
"2736",14,136,0,1,0,0,0,980,566,"SU",0,0.59,0.66,0.74,59,66,74,41,34,26
"2737",14,137,0,1,0,0,0,980,1250,"SU",0,0.66,0.58,0.67,66,58,67,34,42,33
"2738",14,138,0,0,0,1,10,990,500,"SU",1,0.68,0.66,0.69,68,66,69,32,34,31
"2739",14,139,0,1,1,1,10,1000,933,"SU",1,0.77,0.57,0.64,77,57,64,23,43,36
"2740",14,140,0,1,0,0,0,1000,783,"SU",0,0.69,0.63,0.74,69,63,74,31,37,26
"2741",14,141,0,1,1,1,10,1010,1050,"SU",1,0.69,0.74,0.71,69,74,71,31,26,29
"2742",14,142,0,0,0,1,10,1020,1133,"SU",1,0.74,0.7,0.75,74,70,75,26,30,25
"2743",14,143,0,1,0,0,0,1020,683,"SU",0,0.71,0.68,0.67,71,68,67,29,32,33
"2744",14,144,0,0,0,1,10,1030,916,"SU",1,0.7,0.63,0.68,70,63,68,30,37,32
"2745",14,145,0,1,0,0,0,1030,783,"SU",0,0.75,0.67,0.62,75,67,62,25,33,38
"2746",14,146,0,1,0,0,0,1030,700,"SU",0,0.72,0.75,0.7,72,75,70,28,25,30
"2747",14,147,0,0,0,1,10,1040,650,"SU",1,0.6,0.62,0.72,60,62,72,40,38,28
"2748",14,148,0,0,1,0,0,1040,1200,"SU",0,0.74,0.72,0.63,74,72,63,26,28,37
"2749",14,149,0,0,0,1,10,1050,733,"SU",1,0.77,0.64,0.77,77,64,77,23,36,23
"2750",14,150,0,0,0,1,10,1060,833,"SU",1,0.7,0.64,0.74,70,64,74,30,36,26
"2751",14,151,0,1,1,1,10,1070,1266,"SU",1,0.76,0.69,0.73,76,69,73,24,31,27
"2752",14,152,0,1,0,0,0,1070,733,"SU",0,0.72,0.71,0.77,72,71,77,28,29,23
"2753",14,153,0,1,0,0,0,1070,1900,"SU",0,0.77,0.74,0.68,77,74,68,23,26,32
"2754",14,154,0,0,1,0,0,1070,2783,"SU",0,0.73,0.59,0.71,73,59,71,27,41,29
"2755",14,155,0,1,1,1,10,1080,1466,"SU",1,0.69,0.79,0.7,69,79,70,31,21,30
"2756",14,156,0,0,1,0,0,1080,1616,"SU",0,0.72,0.64,0.68,72,64,68,28,36,32
"2757",14,157,0,0,0,1,10,1090,1400,"SU",1,0.71,0.68,0.63,71,68,63,29,32,37
"2758",14,158,0,0,0,1,10,1100,1083,"SU",1,0.75,0.6,0.68,75,60,68,25,40,32
"2759",14,159,0,0,1,0,0,1100,2133,"SU",0,0.73,0.7,0.68,73,70,68,27,30,32
"2760",14,160,0,1,1,1,10,1110,766,"SU",1,0.77,0.68,0.76,77,68,76,23,32,24
"2761",14,161,0,0,0,1,10,1120,700,"SU",1,0.72,0.77,0.67,72,77,67,28,23,33
"2762",14,162,0,0,0,1,10,1130,966,"SU",1,0.69,0.6,0.75,69,60,75,31,40,25
"2763",14,163,0,0,0,1,10,1140,1016,"SU",1,0.77,0.7,0.75,77,70,75,23,30,25
"2764",14,164,0,0,0,1,10,1150,733,"SU",1,0.68,0.65,0.75,68,65,75,32,35,25
"2765",14,165,0,0,0,1,10,1160,1266,"SU",1,0.75,0.65,0.7,75,65,70,25,35,30
"2766",14,166,0,0,0,1,10,1170,766,"SU",1,0.79,0.74,0.65,79,74,65,21,26,35
"2767",14,167,0,1,1,1,10,1180,7000,"SU",1,0.64,0.68,0.7,64,68,70,36,32,30
"2768",14,168,0,1,1,1,10,1190,800,"SU",1,0.75,0.63,0.75,75,63,75,25,37,25
"2769",14,169,0,1,1,1,10,1200,983,"SU",1,0.7,0.68,0.72,70,68,72,30,32,28
"2770",14,170,0,0,1,0,0,1200,666,"SU",0,0.78,0.62,0.71,78,62,71,22,38,29
"2771",14,171,0,1,1,1,10,1210,650,"SU",1,0.7,0.74,0.67,70,74,67,30,26,33
"2772",14,172,0,1,1,1,10,1220,683,"SU",1,0.77,0.69,0.72,77,69,72,23,31,28
"2773",14,173,0,1,1,1,10,1230,633,"SU",1,0.69,0.63,0.72,69,63,72,31,37,28
"2774",14,174,0,0,1,0,0,1230,900,"SU",0,0.78,0.71,0.71,78,71,71,22,29,29
"2775",14,175,0,1,1,1,10,1240,1266,"SU",1,0.8,0.66,0.71,80,66,71,20,34,29
"2776",14,176,0,1,1,1,10,1250,750,"SU",1,0.7,0.75,0.69,70,75,69,30,25,31
"2777",14,177,0,1,1,1,10,1260,833,"SU",1,0.78,0.66,0.62,78,66,62,22,34,38
"2778",14,178,0,1,1,1,10,1270,950,"SU",1,0.67,0.6,0.82,67,60,82,33,40,18
"2779",14,179,0,0,0,1,10,1280,1183,"SU",1,0.68,0.75,0.7,68,75,70,32,25,30
"2780",14,180,0,1,1,1,10,1290,1183,"SU",1,0.74,0.72,0.71,74,72,71,26,28,29
"2781",14,181,0,0,0,1,10,1300,916,"SU",1,0.64,0.7,0.69,64,70,69,36,30,31
"2782",14,182,0,1,1,1,10,1310,1483,"SU",1,0.6,0.7,0.64,60,70,64,40,30,36
"2783",14,183,0,1,0,0,0,1310,916,"SU",0,0.74,0.75,0.7,74,75,70,26,25,30
"2784",14,184,0,0,1,0,0,1310,1800,"SU",0,0.74,0.68,0.68,74,68,68,26,32,32
"2785",14,185,0,1,1,1,10,1320,1550,"SU",1,0.73,0.61,0.75,73,61,75,27,39,25
"2786",14,186,0,0,0,1,10,1330,766,"SU",1,0.77,0.73,0.63,77,73,63,23,27,37
"2787",14,187,0,0,0,1,10,1340,633,"SU",1,0.76,0.74,0.74,76,74,74,24,26,26
"2788",14,188,0,1,0,0,0,1340,633,"SU",0,0.67,0.68,0.66,67,68,66,33,32,34
"2789",14,189,0,1,1,1,10,1350,1066,"SU",1,0.78,0.7,0.63,78,70,63,22,30,37
"2790",14,190,0,1,1,1,10,1360,883,"SU",1,0.67,0.78,0.71,67,78,71,33,22,29
"2791",14,191,0,0,0,1,10,1370,766,"SU",1,0.78,0.67,0.68,78,67,68,22,33,32
"2792",14,192,0,1,0,0,0,1370,550,"SU",0,0.75,0.7,0.73,75,70,73,25,30,27
"2793",14,193,0,0,0,1,10,1380,583,"SU",1,0.68,0.62,0.66,68,62,66,32,38,34
"2794",14,194,0,1,1,1,10,1390,650,"SU",1,0.71,0.71,0.79,71,71,79,29,29,21
"2795",14,195,0,0,1,0,0,1390,816,"SU",0,0.74,0.77,0.72,74,77,72,26,23,28
"2796",14,196,0,0,0,1,10,1400,733,"SU",1,0.67,0.65,0.68,67,65,68,33,35,32
"2797",14,197,0,1,1,1,10,1410,1233,"SU",1,0.76,0.7,0.69,76,70,69,24,30,31
"2798",14,198,0,0,0,1,10,1420,1716,"SU",1,0.72,0.7,0.76,72,70,76,28,30,24
"2799",14,199,0,0,0,1,10,1430,2683,"SU",1,0.8,0.56,0.67,80,56,67,20,44,33
"2800",14,200,0,0,0,1,10,1440,866,"SU",1,0.72,0.7,0.69,72,70,69,28,30,31
"2801",15,1,0,0,1,0,0,0,2733,"SU",0,0.56,0.53,0.5,56,53,50,44,47,50
"2802",15,2,0,1,0,0,0,0,3933,"SU",0,0.48,0.42,0.46,48,42,46,52,58,54
"2803",15,3,0,0,0,1,10,10,3000,"SU",1,0.64,0.57,0.66,64,57,66,36,43,34
"2804",15,4,0,1,0,0,0,10,1133,"SU",0,0.55,0.49,0.55,55,49,55,45,51,45
"2805",15,5,0,0,1,0,0,10,2583,"SU",0,0.64,0.57,0.65,64,57,65,36,43,35
"2806",15,6,0,0,0,1,10,20,2183,"SU",1,0.69,0.62,0.66,69,62,66,31,38,34
"2807",15,7,0,1,1,1,10,30,1633,"SU",1,0.53,0.46,0.71,53,46,71,47,54,29
"2808",15,8,0,0,0,1,10,40,1800,"SU",1,0.63,0.53,0.68,63,53,68,37,47,32
"2809",15,9,0,1,1,1,10,50,1233,"SU",1,0.62,0.6,0.6,62,60,60,38,40,40
"2810",15,10,0,1,1,1,10,60,1216,"SU",1,0.79,0.52,0.69,79,52,69,21,48,31
"2811",15,11,0,1,0,0,0,60,1450,"SU",0,0.75,0.65,0.71,75,65,71,25,35,29
"2812",15,12,0,0,1,0,0,60,1566,"SU",0,0.59,0.59,0.7,59,59,70,41,41,30
"2813",15,13,0,0,1,0,0,60,3350,"SU",0,0.65,0.56,0.68,65,56,68,35,44,32
"2814",15,14,0,1,0,0,0,60,1766,"SU",0,0.73,0.58,0.56,73,58,56,27,42,44
"2815",15,15,0,0,1,0,0,60,3950,"SU",0,0.72,0.66,0.61,72,66,61,28,34,39
"2816",15,16,0,0,0,1,10,70,2100,"SU",1,0.66,0.69,0.68,66,69,68,34,31,32
"2817",15,17,0,0,1,0,0,70,2366,"SU",0,0.75,0.64,0.69,75,64,69,25,36,31
"2818",15,18,0,0,0,1,10,80,3433,"SU",1,0.71,0.61,0.7,71,61,70,29,39,30
"2819",15,19,0,0,1,0,0,80,1250,"SU",0,0.74,0.61,0.74,74,61,74,26,39,26
"2820",15,20,0,1,0,0,0,80,1433,"SU",0,0.53,0.63,0.73,53,63,73,47,37,27
"2821",15,21,0,0,0,1,10,90,1483,"SU",1,0.64,0.67,0.67,64,67,67,36,33,33
"2822",15,22,0,1,1,1,10,100,1250,"SU",1,0.6,0.7,0.67,60,70,67,40,30,33
"2823",15,23,0,0,0,1,10,110,1483,"SU",1,0.67,0.73,0.6,67,73,60,33,27,40
"2824",15,24,0,1,0,0,0,110,1666,"SU",0,0.58,0.62,0.62,58,62,62,42,38,38
"2825",15,25,0,1,0,0,0,110,2466,"SU",0,0.62,0.64,0.69,62,64,69,38,36,31
"2826",15,26,0,0,1,0,0,110,3166,"SU",0,0.64,0.62,0.68,64,62,68,36,38,32
"2827",15,27,0,1,0,0,0,110,1683,"SU",0,0.64,0.65,0.65,64,65,65,36,35,35
"2828",15,28,0,1,1,1,10,120,850,"SU",1,0.68,0.68,0.8,68,68,80,32,32,20
"2829",15,29,0,0,0,1,10,130,750,"SU",1,0.54,0.63,0.7,54,63,70,46,37,30
"2830",15,30,0,1,1,1,10,140,833,"SU",1,0.63,0.65,0.69,63,65,69,37,35,31
"2831",15,31,0,0,0,1,10,150,1500,"SU",1,0.63,0.68,0.66,63,68,66,37,32,34
"2832",15,32,0,0,1,0,0,150,833,"SU",0,0.69,0.64,0.63,69,64,63,31,36,37
"2833",15,33,0,1,0,0,0,150,750,"SU",0,0.69,0.57,0.64,69,57,64,31,43,36
"2834",15,34,0,1,1,1,10,160,1300,"SU",1,0.67,0.72,0.74,67,72,74,33,28,26
"2835",15,35,0,0,0,1,10,170,1100,"SU",1,0.52,0.67,0.7,52,67,70,48,33,30
"2836",15,36,0,0,1,0,0,170,2000,"SU",0,0.66,0.64,0.74,66,64,74,34,36,26
"2837",15,37,0,0,0,1,10,180,1366,"SU",1,0.66,0.65,0.68,66,65,68,34,35,32
"2838",15,38,0,0,0,1,10,190,1016,"SU",1,0.72,0.62,0.74,72,62,74,28,38,26
"2839",15,39,0,0,0,1,10,200,900,"SU",1,0.76,0.71,0.76,76,71,76,24,29,24
"2840",15,40,0,1,0,0,0,200,617,"SU",0,0.63,0.72,0.63,63,72,63,37,28,37
"2841",15,41,0,1,0,0,0,200,1783,"SU",0,0.55,0.66,0.79,55,66,79,45,34,21
"2842",15,42,0,1,1,1,10,210,1433,"SU",1,0.63,0.61,0.64,63,61,64,37,39,36
"2843",15,43,0,0,0,1,10,220,1233,"SU",1,0.62,0.65,0.68,62,65,68,38,35,32
"2844",15,44,0,1,0,0,0,220,1066,"SU",0,0.65,0.72,0.64,65,72,64,35,28,36
"2845",15,45,0,0,0,1,10,230,1250,"SU",1,0.63,0.66,0.65,63,66,65,37,34,35
"2846",15,46,0,1,1,1,10,240,1216,"SU",1,0.66,0.7,0.65,66,70,65,34,30,35
"2847",15,47,0,0,1,0,0,240,783,"SU",0,0.62,0.67,0.7,62,67,70,38,33,30
"2848",15,48,0,1,1,1,10,250,1216,"SU",1,0.66,0.72,0.75,66,72,75,34,28,25
"2849",15,49,0,0,0,1,10,260,1583,"SU",1,0.72,0.6,0.68,72,60,68,28,40,32
"2850",15,50,0,0,0,1,10,270,1000,"SU",1,0.65,0.69,0.68,65,69,68,35,31,32
"2851",15,51,0,1,0,0,0,270,1250,"SU",0,0.65,0.63,0.7,65,63,70,35,37,30
"2852",15,52,0,1,1,1,10,280,1150,"SU",1,0.66,0.67,0.68,66,67,68,34,33,32
"2853",15,53,0,0,1,0,0,280,1633,"SU",0,0.62,0.65,0.61,62,65,61,38,35,39
"2854",15,54,0,0,1,0,0,280,950,"SU",0,0.72,0.62,0.77,72,62,77,28,38,23
"2855",15,55,0,0,1,0,0,280,1250,"SU",0,0.71,0.73,0.7,71,73,70,29,27,30
"2856",15,56,0,1,0,0,0,280,1733,"SU",0,0.55,0.68,0.56,55,68,56,45,32,44
"2857",15,57,0,0,1,0,0,280,1533,"SU",0,0.65,0.68,0.59,65,68,59,35,32,41
"2858",15,58,0,0,1,0,0,280,2266,"SU",0,0.65,0.69,0.74,65,69,74,35,31,26
"2859",15,59,0,1,0,0,0,280,1916,"SU",0,0.61,0.65,0.68,61,65,68,39,35,32
"2860",15,60,0,1,0,0,0,280,867,"SU",0,0.68,0.62,0.72,68,62,72,32,38,28
"2861",15,61,0,1,1,1,10,290,1016,"SU",1,0.75,0.62,0.63,75,62,63,25,38,37
"2862",15,62,0,1,1,1,10,300,933,"SU",1,0.68,0.75,0.6,68,75,60,32,25,40
"2863",15,63,0,1,1,1,10,310,2416,"SU",1,0.67,0.71,0.65,67,71,65,33,29,35
"2864",15,64,0,0,1,0,0,310,1316,"SU",0,0.51,0.67,0.61,51,67,61,49,33,39
"2865",15,65,0,0,0,1,10,320,1150,"SU",1,0.59,0.66,0.58,59,66,58,41,34,42
"2866",15,66,0,1,0,0,0,320,1133,"SU",0,0.58,0.64,0.65,58,64,65,42,36,35
"2867",15,67,0,0,0,1,10,330,1433,"SU",1,0.63,0.59,0.67,63,59,67,37,41,33
"2868",15,68,0,1,1,1,10,340,900,"SU",1,0.64,0.68,0.73,64,68,73,36,32,27
"2869",15,69,0,1,1,1,10,350,1416,"SU",1,0.68,0.64,0.77,68,64,77,32,36,23
"2870",15,70,0,1,0,0,0,350,1233,"SU",0,0.69,0.68,0.69,69,68,69,31,32,31
"2871",15,71,0,0,0,1,10,360,2350,"SU",1,0.54,0.68,0.62,54,68,62,46,32,38
"2872",15,72,0,0,1,0,0,360,666,"SU",0,0.64,0.64,0.64,64,64,64,36,36,36
"2873",15,73,0,1,0,0,0,360,850,"SU",0,0.53,0.71,0.63,53,71,63,47,29,37
"2874",15,74,0,1,0,0,0,360,900,"SU",0,0.61,0.68,0.66,61,68,66,39,32,34
"2875",15,75,0,0,1,0,0,360,1983,"SU",0,0.69,0.62,0.64,69,62,64,31,38,36
"2876",15,76,0,0,0,1,10,370,1650,"SU",1,0.61,0.67,0.73,61,67,73,39,33,27
"2877",15,77,0,1,1,1,10,380,1333,"SU",1,0.61,0.63,0.72,61,63,72,39,37,28
"2878",15,78,0,1,1,1,10,390,983,"SU",1,0.65,0.67,0.71,65,67,71,35,33,29
"2879",15,79,0,1,1,1,10,400,916,"SU",1,0.73,0.62,0.69,73,62,69,27,38,31
"2880",15,80,0,1,1,1,10,410,750,"SU",1,0.82,0.67,0.67,82,67,67,18,33,33
"2881",15,81,0,0,1,0,0,410,966,"SU",0,0.55,0.68,0.62,55,68,62,45,32,38
"2882",15,82,0,1,1,1,10,420,950,"SU",1,0.63,0.63,0.77,63,63,77,37,37,23
"2883",15,83,0,0,1,0,0,420,1000,"SU",0,0.63,0.7,0.59,63,70,59,37,30,41
"2884",15,84,0,1,1,1,10,430,1016,"SU",1,0.63,0.59,0.73,63,59,73,37,41,27
"2885",15,85,0,1,1,1,10,440,916,"SU",1,0.77,0.66,0.68,77,66,68,23,34,32
"2886",15,86,0,1,1,1,10,450,833,"SU",1,0.67,0.58,0.7,67,58,70,33,42,30
"2887",15,87,0,1,1,1,10,460,1550,"SU",1,0.71,0.66,0.65,71,66,65,29,34,35
"2888",15,88,0,0,0,1,10,470,716,"SU",1,0.58,0.69,0.6,58,69,60,42,31,40
"2889",15,89,0,0,0,1,10,480,883,"SU",1,0.7,0.79,0.64,70,79,64,30,21,36
"2890",15,90,0,1,1,1,10,490,1033,"SU",1,0.69,0.79,0.64,69,79,64,31,21,36
"2891",15,91,0,0,1,0,0,490,1250,"SU",0,0.6,0.62,0.65,60,62,65,40,38,35
"2892",15,92,0,0,0,1,10,500,666,"SU",1,0.67,0.71,0.65,67,71,65,33,29,35
"2893",15,93,0,0,0,1,10,510,1366,"SU",1,0.66,0.67,0.65,66,67,65,34,33,35
"2894",15,94,0,0,1,0,0,510,2733,"SU",0,0.69,0.73,0.69,69,73,69,31,27,31
"2895",15,95,0,1,1,1,10,520,900,"SU",1,0.6,0.63,0.66,60,63,66,40,37,34
"2896",15,96,0,0,0,1,10,530,800,"SU",1,0.65,0.68,0.67,65,68,67,35,32,33
"2897",15,97,0,1,1,1,10,540,1033,"SU",1,0.54,0.74,0.68,54,74,68,46,26,32
"2898",15,98,0,0,0,1,10,550,866,"SU",1,0.67,0.67,0.64,67,67,64,33,33,36
"2899",15,99,0,1,1,1,10,560,1116,"SU",1,0.63,0.76,0.61,63,76,61,37,24,39
"2900",15,100,0,1,1,1,10,570,666,"SU",1,0.72,0.73,0.66,72,73,66,28,27,34
"2901",15,101,1,0,0,1,10,580,833,"SU",1,0.4,0.32,0.28,40,32,28,60,68,72
"2902",15,102,1,0,0,1,10,590,866,"SU",1,0.54,0.38,0.5,54,38,50,46,62,50
"2903",15,103,1,0,1,0,0,590,766,"SU",0,0.65,0.39,0.57,65,39,57,35,61,43
"2904",15,104,1,1,0,0,0,590,649,"SU",0,0.18,0.3,0.25,18,30,25,82,70,75
"2905",15,105,1,0,1,0,0,590,2266,"SU",0,0.69,0.38,0.59,69,38,59,31,62,41
"2906",15,106,1,1,0,0,0,590,1350,"SU",0,0.47,0.35,0.43,47,35,43,53,65,57
"2907",15,107,1,1,1,1,10,600,1850,"SU",1,0.57,0.37,0.53,57,37,53,43,63,47
"2908",15,108,1,1,1,1,10,610,1750,"SU",1,0.64,0.44,0.65,64,44,65,36,56,35
"2909",15,109,1,1,1,1,10,620,1900,"SU",1,0.67,0.4,0.66,67,40,66,33,60,34
"2910",15,110,1,1,1,1,10,630,1183,"SU",1,0.69,0.43,0.6,69,43,60,31,57,40
"2911",15,111,1,1,1,1,10,640,2050,"SU",1,0.76,0.49,0.68,76,49,68,24,51,32
"2912",15,112,1,0,1,0,0,640,883,"SU",0,0.43,0.38,0.52,43,38,52,57,62,48
"2913",15,113,1,0,0,1,10,650,683,"SU",1,0.65,0.45,0.65,65,45,65,35,55,35
"2914",15,114,1,1,0,0,0,650,733,"SU",0,0.6,0.41,0.77,60,41,77,40,59,23
"2915",15,115,1,0,0,1,10,660,1816,"SU",1,0.64,0.58,0.75,64,58,75,36,42,25
"2916",15,116,1,0,0,1,10,670,1067,"SU",1,0.65,0.57,0.69,65,57,69,35,43,31
"2917",15,117,1,0,0,1,10,680,1866,"SU",1,0.7,0.54,0.66,70,54,66,30,46,34
"2918",15,118,1,0,0,1,10,690,1000,"SU",1,0.75,0.7,0.73,75,70,73,25,30,27
"2919",15,119,1,0,0,1,10,700,1250,"SU",1,0.74,0.49,0.68,74,49,68,26,51,32
"2920",15,120,1,0,0,1,10,710,916,"SU",1,0.72,0.63,0.73,72,63,73,28,37,27
"2921",15,121,1,0,1,0,0,710,1300,"SU",0,0.76,0.65,0.68,76,65,68,24,35,32
"2922",15,122,1,0,1,0,0,710,1500,"SU",0,0.73,0.62,0.7,73,62,70,27,38,30
"2923",15,123,1,1,1,1,10,720,983,"SU",1,0.4,0.6,0.53,40,60,53,60,40,47
"2924",15,124,1,1,1,1,10,730,1033,"SU",1,0.59,0.53,0.7,59,53,70,41,47,30
"2925",15,125,1,1,1,1,10,740,900,"SU",1,0.64,0.48,0.7,64,48,70,36,52,30
"2926",15,126,1,0,1,0,0,740,1666,"SU",0,0.62,0.58,0.7,62,58,70,38,42,30
"2927",15,127,1,0,0,1,10,750,950,"SU",1,0.72,0.65,0.6,72,65,60,28,35,40
"2928",15,128,1,0,1,0,0,750,1966,"SU",0,0.62,0.59,0.6,62,59,60,38,41,40
"2929",15,129,1,0,0,1,10,760,1716,"SU",1,0.73,0.69,0.65,73,69,65,27,31,35
"2930",15,130,1,0,0,1,10,770,1050,"SU",1,0.72,0.71,0.7,72,71,70,28,29,30
"2931",15,131,1,1,1,1,10,780,1416,"SU",1,0.43,0.58,0.59,43,58,59,57,42,41
"2932",15,132,1,0,1,0,0,780,883,"SU",0,0.75,0.68,0.73,75,68,73,25,32,27
"2933",15,133,1,1,1,1,10,790,2366,"SU",1,0.56,0.6,0.64,56,60,64,44,40,36
"2934",15,134,1,1,1,1,10,800,1733,"SU",1,0.62,0.63,0.65,62,63,65,38,37,35
"2935",15,135,1,0,1,0,0,800,1383,"SU",0,0.62,0.61,0.6,62,61,60,38,39,40
"2936",15,136,1,1,1,1,10,810,1916,"SU",1,0.69,0.59,0.57,69,59,57,31,41,43
"2937",15,137,1,0,0,1,10,820,2100,"SU",1,0.51,0.65,0.62,51,65,62,49,35,38
"2938",15,138,1,0,0,1,10,830,3266,"SU",1,0.65,0.74,0.73,65,74,73,35,26,27
"2939",15,139,1,0,1,0,0,830,1800,"SU",0,0.71,0.66,0.73,71,66,73,29,34,27
"2940",15,140,1,0,0,1,10,840,2533,"SU",1,0.66,0.6,0.68,66,60,68,34,40,32
"2941",15,141,1,0,1,0,0,840,1350,"SU",0,0.77,0.66,0.67,77,66,67,23,34,33
"2942",15,142,1,0,0,1,10,850,1650,"SU",1,0.72,0.67,0.74,72,67,74,28,33,26
"2943",15,143,1,0,1,0,0,850,1350,"SU",0,0.73,0.66,0.68,73,66,68,27,34,32
"2944",15,144,1,1,1,1,10,860,1566,"SU",1,0.51,0.7,0.56,51,70,56,49,30,44
"2945",15,145,1,0,0,1,10,870,1983,"SU",1,0.69,0.69,0.71,69,69,71,31,31,29
"2946",15,146,1,0,0,1,10,880,2316,"SU",1,0.7,0.61,0.67,70,61,67,30,39,33
"2947",15,147,1,1,1,1,10,890,1583,"SU",1,0.54,0.66,0.63,54,66,63,46,34,37
"2948",15,148,1,1,0,0,0,890,1750,"SU",0,0.66,0.68,0.64,66,68,64,34,32,36
"2949",15,149,1,0,0,1,10,900,1683,"SU",1,0.64,0.63,0.64,64,63,64,36,37,36
"2950",15,150,1,0,0,1,10,910,1416,"SU",1,0.63,0.6,0.61,63,60,61,37,40,39
"2951",15,151,1,1,0,0,0,910,2700,"SU",0,0.5,0.63,0.62,50,63,62,50,37,38
"2952",15,152,1,1,1,1,10,920,2467,"SU",1,0.65,0.54,0.63,65,54,63,35,46,37
"2953",15,153,1,0,1,0,0,920,950,"SU",0,0.59,0.72,0.66,59,72,66,41,28,34
"2954",15,154,1,0,0,1,10,930,1666,"SU",1,0.66,0.68,0.74,66,68,74,34,32,26
"2955",15,155,1,1,0,0,0,930,933,"SU",0,0.59,0.59,0.7,59,59,70,41,41,30
"2956",15,156,1,1,1,1,10,940,1900,"SU",1,0.7,0.69,0.59,70,69,59,30,31,41
"2957",15,157,1,1,1,1,10,950,816,"SU",1,0.7,0.71,0.69,70,71,69,30,29,31
"2958",15,158,1,1,1,1,10,960,866,"SU",1,0.73,0.56,0.71,73,56,71,27,44,29
"2959",15,159,1,1,1,1,10,970,783,"SU",1,0.65,0.57,0.61,65,57,61,35,43,39
"2960",15,160,1,1,1,1,10,980,2183,"SU",1,0.75,0.66,0.69,75,66,69,25,34,31
"2961",15,161,1,1,1,1,10,990,900,"SU",1,0.81,0.71,0.7,81,71,70,19,29,30
"2962",15,162,1,1,1,1,10,1000,850,"SU",1,0.68,0.71,0.7,68,71,70,32,29,30
"2963",15,163,1,1,1,1,10,1010,1683,"SU",1,0.77,0.73,0.7,77,73,70,23,27,30
"2964",15,164,1,1,1,1,10,1020,1500,"SU",1,0.8,0.61,0.69,80,61,69,20,39,31
"2965",15,165,1,1,1,1,10,1030,1833,"SU",1,0.76,0.7,0.66,76,70,66,24,30,34
"2966",15,166,1,0,1,0,0,1030,3150,"SU",0,0.41,0.65,0.58,41,65,58,59,35,42
"2967",15,167,1,1,1,1,10,1040,1416,"SU",1,0.66,0.63,0.61,66,63,61,34,37,39
"2968",15,168,1,0,0,1,10,1050,1800,"SU",1,0.54,0.68,0.59,54,68,59,46,32,41
"2969",15,169,1,0,1,0,0,1050,1283,"SU",0,0.59,0.69,0.66,59,69,66,41,31,34
"2970",15,170,1,0,0,1,10,1060,1833,"SU",1,0.72,0.6,0.61,72,60,61,28,40,39
"2971",15,171,1,1,0,0,0,1060,2550,"SU",0,0.55,0.69,0.67,55,69,67,45,31,33
"2972",15,172,1,1,1,1,10,1070,1766,"SU",1,0.64,0.69,0.62,64,69,62,36,31,38
"2973",15,173,1,0,1,0,0,1070,2633,"SU",0,0.61,0.68,0.6,61,68,60,39,32,40
"2974",15,174,1,1,1,1,10,1080,1466,"SU",1,0.56,0.64,0.7,56,64,70,44,36,30
"2975",15,175,1,0,0,1,10,1090,1450,"SU",1,0.67,0.61,0.63,67,61,63,33,39,37
"2976",15,176,1,1,1,1,10,1100,1216,"SU",1,0.65,0.71,0.71,65,71,71,35,29,29
"2977",15,177,1,1,1,1,10,1110,1433,"SU",1,0.64,0.74,0.69,64,74,69,36,26,31
"2978",15,178,1,0,0,1,10,1120,1450,"SU",1,0.62,0.63,0.64,62,63,64,38,37,36
"2979",15,179,1,1,1,1,10,1130,1166,"SU",1,0.62,0.63,0.67,62,63,67,38,37,33
