"","SubNo","TrialNo","Mapping","State","Resp","Acc","Reward","Balance","ReactionTime","UncerCond","RewardedOrNot","RewardProp_WTA","RewardProp_PWRL","RewardProp_BISAW","RewardSucc_WTA","RewardSucc_PWRL","RewardSucc_BISAW","RewardFail_WTA","RewardFail_PWRL","RewardFail_BISAW"
"4596",23,196,0,0,0,1,10,1260,700,"SU",1,0.8,0.7,0.27,80,70,27,20,30,73
"4597",23,197,0,1,0,0,0,1260,550,"SU",0,0.63,0.79,0.38,63,79,38,37,21,62
"4598",23,198,0,0,0,1,10,1270,1650,"SU",1,0.66,0.7,0.3,66,70,30,34,30,70
"4599",23,199,0,0,0,1,10,1280,566,"SU",1,0.72,0.71,0.3,72,71,30,28,29,70
"4600",23,200,0,0,1,0,0,1280,483,"SU",0,0.75,0.7,0.34,75,70,34,25,30,66
"4601",24,1,0,1,1,1,10,10,2133,"SU",1,0.49,0.37,0.48,49,37,48,51,63,52
"4602",24,2,0,0,0,1,10,20,1216,"SU",1,0.53,0.51,0.47,53,51,47,47,49,53
"4603",24,3,0,1,1,1,10,30,1533,"SU",1,0.52,0.49,0.66,52,49,66,48,51,34
"4604",24,4,0,1,1,1,10,40,1716,"SU",1,0.53,0.57,0.7,53,57,70,47,43,30
"4605",24,5,0,0,0,1,10,50,1416,"SU",1,0.59,0.49,0.6,59,49,60,41,51,40
"4606",24,6,0,0,0,1,10,60,1633,"SU",1,0.54,0.55,0.68,54,55,68,46,45,32
"4607",24,7,0,0,0,1,10,70,933,"SU",1,0.56,0.61,0.73,56,61,73,44,39,27
"4608",24,8,0,0,0,1,10,80,650,"SU",1,0.59,0.65,0.74,59,65,74,41,35,26
"4609",24,9,0,1,1,1,10,90,1333,"SU",1,0.48,0.58,0.69,48,58,69,52,42,31
"4610",24,10,0,1,1,1,10,100,1033,"SU",1,0.54,0.57,0.69,54,57,69,46,43,31
"4611",24,11,0,0,0,1,10,110,800,"SU",1,0.58,0.55,0.76,58,55,76,42,45,24
"4612",24,12,0,1,1,1,10,120,1283,"SU",1,0.55,0.62,0.7,55,62,70,45,38,30
"4613",24,13,0,1,0,0,0,120,1600,"SU",0,0.67,0.66,0.76,67,66,76,33,34,24
"4614",24,14,0,1,1,1,10,130,950,"SU",1,0.58,0.66,0.7,58,66,70,42,34,30
"4615",24,15,0,0,0,1,10,140,850,"SU",1,0.49,0.56,0.75,49,56,75,51,44,25
"4616",24,16,0,1,1,1,10,150,933,"SU",1,0.74,0.66,0.69,74,66,69,26,34,31
"4617",24,17,0,1,1,1,10,160,883,"SU",1,0.69,0.62,0.79,69,62,79,31,38,21
"4618",24,18,0,0,0,1,10,170,700,"SU",1,0.52,0.6,0.79,52,60,79,48,40,21
"4619",24,19,0,0,0,1,10,180,700,"SU",1,0.59,0.76,0.75,59,76,75,41,24,25
"4620",24,20,0,1,1,1,10,190,1150,"SU",1,0.65,0.72,0.64,65,72,64,35,28,36
"4621",24,21,0,0,0,1,10,200,1200,"SU",1,0.67,0.69,0.66,67,69,66,33,31,34
"4622",24,22,0,1,1,1,10,210,700,"SU",1,0.69,0.65,0.79,69,65,79,31,35,21
"4623",24,23,0,0,1,0,0,210,816,"SU",0,0.64,0.55,0.73,64,55,73,36,45,27
"4624",24,24,0,0,1,0,0,210,833,"SU",0,0.69,0.66,0.81,69,66,81,31,34,19
"4625",24,25,0,1,1,1,10,220,1433,"SU",1,0.73,0.74,0.75,73,74,75,27,26,25
"4626",24,26,0,0,1,0,0,220,750,"SU",0,0.65,0.67,0.77,65,67,77,35,33,23
"4627",24,27,0,0,1,0,0,220,866,"SU",0,0.74,0.68,0.77,74,68,77,26,32,23
"4628",24,28,0,1,1,1,10,230,733,"SU",1,0.72,0.63,0.75,72,63,75,28,37,25
"4629",24,29,0,1,0,0,0,230,1633,"SU",0,0.7,0.73,0.76,70,73,76,30,27,24
"4630",24,30,0,1,1,1,10,240,1200,"SU",1,0.65,0.66,0.73,65,66,73,35,34,27
"4631",24,31,0,1,0,0,0,240,1300,"SU",0,0.72,0.71,0.83,72,71,83,28,29,17
"4632",24,32,0,1,1,1,10,250,1216,"SU",1,0.75,0.67,0.8,75,67,80,25,33,20
"4633",24,33,0,0,1,0,0,250,1383,"SU",0,0.62,0.74,0.76,62,74,76,38,26,24
"4634",24,34,0,0,0,1,10,260,883,"SU",1,0.65,0.77,0.69,65,77,69,35,23,31
"4635",24,35,0,0,0,1,10,270,866,"SU",1,0.68,0.7,0.82,68,70,82,32,30,18
"4636",24,36,0,0,0,1,10,280,816,"SU",1,0.68,0.7,0.73,68,70,73,32,30,27
"4637",24,37,0,0,0,1,10,290,766,"SU",1,0.79,0.74,0.68,79,74,68,21,26,32
"4638",24,38,0,0,0,1,10,300,616,"SU",1,0.71,0.68,0.73,71,68,73,29,32,27
"4639",24,39,0,0,0,1,10,310,666,"SU",1,0.74,0.63,0.72,74,63,72,26,37,28
"4640",24,40,0,0,0,1,10,320,733,"SU",1,0.71,0.8,0.74,71,80,74,29,20,26
"4641",24,41,0,0,0,1,10,330,883,"SU",1,0.7,0.74,0.77,70,74,77,30,26,23
"4642",24,42,0,0,0,1,10,340,683,"SU",1,0.69,0.56,0.77,69,56,77,31,44,23
"4643",24,43,0,0,0,1,10,350,983,"SU",1,0.74,0.65,0.73,74,65,73,26,35,27
"4644",24,44,0,1,1,1,10,360,650,"SU",1,0.61,0.74,0.76,61,74,76,39,26,24
"4645",24,45,0,1,1,1,10,370,716,"SU",1,0.67,0.75,0.73,67,75,73,33,25,27
"4646",24,46,0,1,1,1,10,380,583,"SU",1,0.73,0.63,0.79,73,63,79,27,37,21
"4647",24,47,0,1,1,1,10,390,716,"SU",1,0.68,0.74,0.7,68,74,70,32,26,30
"4648",24,48,0,0,0,1,10,400,1250,"SU",1,0.75,0.63,0.7,75,63,70,25,37,30
"4649",24,49,0,1,1,1,10,410,733,"SU",1,0.72,0.72,0.78,72,72,78,28,28,22
"4650",24,50,0,0,0,1,10,420,783,"SU",1,0.75,0.76,0.63,75,76,63,25,24,37
"4651",24,51,0,1,1,1,10,430,1266,"SU",1,0.77,0.65,0.72,77,65,72,23,35,28
"4652",24,52,0,1,1,1,10,440,650,"SU",1,0.75,0.65,0.67,75,65,67,25,35,33
"4653",24,53,0,0,0,1,10,450,933,"SU",1,0.75,0.71,0.76,75,71,76,25,29,24
"4654",24,54,0,1,1,1,10,460,1200,"SU",1,0.76,0.73,0.72,76,73,72,24,27,28
"4655",24,55,0,1,1,1,10,470,966,"SU",1,0.7,0.77,0.7,70,77,70,30,23,30
"4656",24,56,0,0,1,0,0,470,966,"SU",0,0.7,0.76,0.7,70,76,70,30,24,30
"4657",24,57,0,1,1,1,10,480,2550,"SU",1,0.7,0.74,0.75,70,74,75,30,26,25
"4658",24,58,0,1,1,1,10,490,916,"SU",1,0.67,0.62,0.75,67,62,75,33,38,25
"4659",24,59,0,1,1,1,10,500,700,"SU",1,0.76,0.78,0.79,76,78,79,24,22,21
"4660",24,60,0,1,1,1,10,510,650,"SU",1,0.78,0.71,0.81,78,71,81,22,29,19
"4661",24,61,0,0,0,1,10,520,816,"SU",1,0.69,0.76,0.82,69,76,82,31,24,18
"4662",24,62,0,1,1,1,10,530,1300,"SU",1,0.74,0.8,0.75,74,80,75,26,20,25
"4663",24,63,0,0,1,0,0,530,833,"SU",0,0.69,0.72,0.77,69,72,77,31,28,23
"4664",24,64,0,0,1,0,0,530,750,"SU",0,0.72,0.65,0.69,72,65,69,28,35,31
"4665",24,65,0,1,0,0,0,530,1016,"SU",0,0.77,0.73,0.8,77,73,80,23,27,20
"4666",24,66,0,0,0,1,10,540,850,"SU",1,0.73,0.73,0.71,73,73,71,27,27,29
"4667",24,67,0,0,1,0,0,540,1066,"SU",0,0.76,0.63,0.77,76,63,77,24,37,23
"4668",24,68,0,0,0,1,10,550,700,"SU",1,0.71,0.73,0.84,71,73,84,29,27,16
"4669",24,69,0,1,1,1,10,560,750,"SU",1,0.72,0.65,0.77,72,65,77,28,35,23
"4670",24,70,0,0,1,0,0,560,766,"SU",0,0.73,0.82,0.75,73,82,75,27,18,25
"4671",24,71,0,0,0,1,10,570,866,"SU",1,0.79,0.69,0.72,79,69,72,21,31,28
"4672",24,72,0,1,1,1,10,580,1300,"SU",1,0.73,0.79,0.82,73,79,82,27,21,18
"4673",24,73,0,0,1,0,0,580,1083,"SU",0,0.74,0.64,0.72,74,64,72,26,36,28
"4674",24,74,0,0,0,1,10,590,716,"SU",1,0.82,0.79,0.73,82,79,73,18,21,27
"4675",24,75,0,1,1,1,10,600,833,"SU",1,0.75,0.61,0.73,75,61,73,25,39,27
"4676",24,76,0,0,0,1,10,610,733,"SU",1,0.77,0.71,0.76,77,71,76,23,29,24
"4677",24,77,0,0,0,1,10,620,850,"SU",1,0.74,0.71,0.81,74,71,81,26,29,19
"4678",24,78,0,1,1,1,10,630,1200,"SU",1,0.79,0.71,0.71,79,71,71,21,29,29
"4679",24,79,0,1,1,1,10,640,833,"SU",1,0.67,0.74,0.75,67,74,75,33,26,25
"4680",24,80,0,0,0,1,10,650,550,"SU",1,0.75,0.68,0.75,75,68,75,25,32,25
"4681",24,81,0,1,1,1,10,660,650,"SU",1,0.74,0.69,0.71,74,69,71,26,31,29
"4682",24,82,0,1,1,1,10,670,866,"SU",1,0.73,0.68,0.75,73,68,75,27,32,25
"4683",24,83,0,0,0,1,10,680,600,"SU",1,0.68,0.82,0.69,68,82,69,32,18,31
"4684",24,84,0,0,0,1,10,690,683,"SU",1,0.73,0.77,0.75,73,77,75,27,23,25
"4685",24,85,0,1,1,1,10,700,966,"SU",1,0.66,0.73,0.75,66,73,75,34,27,25
"4686",24,86,0,0,0,1,10,710,816,"SU",1,0.76,0.66,0.76,76,66,76,24,34,24
"4687",24,87,0,0,0,1,10,720,2166,"SU",1,0.74,0.65,0.72,74,65,72,26,35,28
"4688",24,88,0,0,0,1,10,730,750,"SU",1,0.72,0.78,0.71,72,78,71,28,22,29
"4689",24,89,0,1,0,0,0,730,883,"SU",0,0.74,0.73,0.76,74,73,76,26,27,24
"4690",24,90,0,1,0,0,0,730,983,"SU",0,0.66,0.74,0.74,66,74,74,34,26,26
"4691",24,91,0,1,0,0,0,730,983,"SU",0,0.73,0.65,0.79,73,65,79,27,35,21
"4692",24,92,0,1,0,0,0,730,683,"SU",0,0.8,0.71,0.73,80,71,73,20,29,27
"4693",24,93,0,0,0,1,10,740,716,"SU",1,0.78,0.8,0.8,78,80,80,22,20,20
"4694",24,94,0,1,0,0,0,740,750,"SU",0,0.8,0.69,0.79,80,69,79,20,31,21
"4695",24,95,0,1,0,0,0,740,833,"SU",0,0.77,0.73,0.74,77,73,74,23,27,26
"4696",24,96,0,1,0,0,0,740,850,"SU",0,0.82,0.68,0.75,82,68,75,18,32,25
"4697",24,97,0,1,0,0,0,740,767,"SU",0,0.76,0.73,0.68,76,73,68,24,27,32
"4698",24,98,0,0,0,1,10,750,650,"SU",1,0.7,0.71,0.79,70,71,79,30,29,21
"4699",24,99,0,1,0,0,0,750,833,"SU",0,0.74,0.75,0.78,74,75,78,26,25,22
"4700",24,100,0,0,0,1,10,760,666,"SU",1,0.69,0.7,0.74,69,70,74,31,30,26
"4701",24,101,1,0,1,0,0,760,800,"SU",0,0.26,0.29,0.24,26,29,24,74,71,76
"4702",24,102,1,0,1,0,0,760,800,"SU",0,0.31,0.28,0.27,31,28,27,69,72,73
"4703",24,103,1,1,0,0,0,760,750,"SU",0,0.19,0.31,0.2,19,31,20,81,69,80
"4704",24,104,1,1,0,0,0,760,1350,"SU",0,0.28,0.22,0.27,28,22,27,72,78,73
"4705",24,105,1,1,1,1,10,770,1333,"SU",1,0.34,0.33,0.31,34,33,31,66,67,69
"4706",24,106,1,1,0,0,0,770,866,"SU",0,0.36,0.43,0.36,36,43,36,64,57,64
"4707",24,107,1,1,1,1,10,780,1050,"SU",1,0.37,0.45,0.43,37,45,43,63,55,57
"4708",24,108,1,0,1,0,0,780,900,"SU",0,0.32,0.32,0.23,32,32,23,68,68,77
"4709",24,109,1,1,0,0,0,780,1466,"SU",0,0.43,0.44,0.5,43,44,50,57,56,50
"4710",24,110,1,0,0,1,10,790,950,"SU",1,0.34,0.31,0.4,34,31,40,66,69,60
"4711",24,111,1,0,0,1,10,800,900,"SU",1,0.39,0.45,0.41,39,45,41,61,55,59
"4712",24,112,1,0,1,0,0,800,950,"SU",0,0.41,0.38,0.47,41,38,47,59,62,53
"4713",24,113,1,0,0,1,10,810,1400,"SU",1,0.46,0.45,0.48,46,45,48,54,55,52
"4714",24,114,1,1,1,1,10,820,1016,"SU",1,0.46,0.53,0.6,46,53,60,54,47,40
"4715",24,115,1,1,1,1,10,830,1916,"SU",1,0.47,0.47,0.58,47,47,58,53,53,42
"4716",24,116,1,0,1,0,0,830,1100,"SU",0,0.48,0.47,0.57,48,47,57,52,53,43
"4717",24,117,1,0,1,0,0,830,1700,"SU",0,0.52,0.44,0.57,52,44,57,48,56,43
"4718",24,118,1,0,0,1,10,840,1100,"SU",1,0.54,0.55,0.65,54,55,65,46,45,35
"4719",24,119,1,1,1,1,10,850,1116,"SU",1,0.45,0.5,0.52,45,50,52,55,50,48
"4720",24,120,1,0,1,0,0,850,1066,"SU",0,0.52,0.61,0.63,52,61,63,48,39,37
"4721",24,121,1,0,0,1,10,860,1283,"SU",1,0.48,0.66,0.67,48,66,67,52,34,33
"4722",24,122,1,0,0,1,10,870,833,"SU",1,0.59,0.6,0.68,59,60,68,41,40,32
"4723",24,123,1,0,0,1,10,880,3133,"SU",1,0.68,0.68,0.63,68,68,63,32,32,37
"4724",24,124,1,1,0,0,0,880,1066,"SU",0,0.56,0.54,0.57,56,54,57,44,46,43
"4725",24,125,1,1,1,1,10,890,1266,"SU",1,0.57,0.61,0.58,57,61,58,43,39,42
"4726",24,126,1,0,0,1,10,900,1483,"SU",1,0.66,0.65,0.71,66,65,71,34,35,29
"4727",24,127,1,0,0,1,10,910,2700,"SU",1,0.68,0.65,0.68,68,65,68,32,35,32
"4728",24,128,1,0,1,0,0,910,1066,"SU",0,0.61,0.59,0.63,61,59,63,39,41,37
"4729",24,129,1,1,0,0,0,910,1300,"SU",0,0.52,0.57,0.64,52,57,64,48,43,36
"4730",24,130,1,0,0,1,10,920,2366,"SU",1,0.64,0.61,0.62,64,61,62,36,39,38
"4731",24,131,1,0,1,0,0,920,2333,"SU",0,0.67,0.65,0.65,67,65,65,33,35,35
"4732",24,132,1,1,0,0,0,920,1483,"SU",0,0.54,0.57,0.59,54,57,59,46,43,41
"4733",24,133,1,0,1,0,0,920,2000,"SU",0,0.63,0.7,0.66,63,70,66,37,30,34
"4734",24,134,1,1,0,0,0,920,1450,"SU",0,0.61,0.66,0.64,61,66,64,39,34,36
"4735",24,135,1,1,1,1,10,930,1766,"SU",1,0.66,0.66,0.59,66,66,59,34,34,41
"4736",24,136,1,1,1,1,10,940,750,"SU",1,0.66,0.64,0.65,66,64,65,34,36,35
"4737",24,137,1,0,1,0,0,940,850,"SU",0,0.73,0.59,0.59,73,59,59,27,41,41
"4738",24,138,1,1,1,1,10,950,1266,"SU",1,0.62,0.61,0.61,62,61,61,38,39,39
"4739",24,139,1,1,1,1,10,960,800,"SU",1,0.62,0.59,0.57,62,59,57,38,41,43
"4740",24,140,1,1,0,0,0,960,1066,"SU",0,0.69,0.63,0.7,69,63,70,31,37,30
"4741",24,141,1,0,1,0,0,960,1083,"SU",0,0.78,0.72,0.65,78,72,65,22,28,35
"4742",24,142,1,1,0,0,0,960,1033,"SU",0,0.61,0.67,0.56,61,67,56,39,33,44
"4743",24,143,1,0,0,1,10,970,1100,"SU",1,0.65,0.73,0.68,65,73,68,35,27,32
"4744",24,144,1,0,1,0,0,970,1200,"SU",0,0.67,0.74,0.76,67,74,76,33,26,24
"4745",24,145,1,1,1,1,10,980,2200,"SU",1,0.67,0.71,0.71,67,71,71,33,29,29
"4746",24,146,1,1,0,0,0,980,1350,"SU",0,0.64,0.64,0.6,64,64,60,36,36,40
"4747",24,147,1,1,1,1,10,990,1350,"SU",1,0.7,0.63,0.56,70,63,56,30,37,44
"4748",24,148,1,1,1,1,10,1000,983,"SU",1,0.72,0.72,0.61,72,72,61,28,28,39
"4749",24,149,1,0,1,0,0,1000,1283,"SU",0,0.65,0.75,0.71,65,75,71,35,25,29
"4750",24,150,1,0,0,1,10,1010,3066,"SU",1,0.64,0.7,0.59,64,70,59,36,30,41
"4751",24,151,1,1,0,0,0,1010,916,"SU",0,0.71,0.65,0.65,71,65,65,29,35,35
"4752",24,152,1,1,0,0,0,1010,833,"SU",0,0.66,0.7,0.66,66,70,66,34,30,34
"4753",24,153,1,0,1,0,0,1010,2266,"SU",0,0.74,0.69,0.67,74,69,67,26,31,33
"4754",24,154,1,1,1,1,10,1020,1150,"SU",1,0.71,0.62,0.64,71,62,64,29,38,36
"4755",24,155,1,0,0,1,10,1030,983,"SU",1,0.75,0.7,0.65,75,70,65,25,30,35
"4756",24,156,1,1,1,1,10,1040,1050,"SU",1,0.69,0.71,0.61,69,71,61,31,29,39
"4757",24,157,1,0,0,1,10,1050,2050,"SU",1,0.72,0.76,0.68,72,76,68,28,24,32
"4758",24,158,1,1,1,1,10,1060,1400,"SU",1,0.6,0.78,0.63,60,78,63,40,22,37
"4759",24,159,1,0,0,1,10,1070,866,"SU",1,0.66,0.7,0.65,66,70,65,34,30,35
"4760",24,160,1,0,0,1,10,1080,1633,"SU",1,0.78,0.66,0.62,78,66,62,22,34,38
"4761",24,161,1,1,1,1,10,1090,1250,"SU",1,0.81,0.6,0.74,81,60,74,19,40,26
"4762",24,162,1,0,0,1,10,1100,2083,"SU",1,0.7,0.72,0.67,70,72,67,30,28,33
"4763",24,163,1,1,0,0,0,1100,900,"SU",0,0.75,0.68,0.62,75,68,62,25,32,38
"4764",24,164,1,1,1,1,10,1110,933,"SU",1,0.77,0.67,0.66,77,67,66,23,33,34
"4765",24,165,1,0,0,1,10,1120,2500,"SU",1,0.71,0.72,0.57,71,72,57,29,28,43
"4766",24,166,1,1,0,0,0,1120,1766,"SU",0,0.69,0.73,0.65,69,73,65,31,27,35
"4767",24,167,1,0,0,1,10,1130,966,"SU",1,0.76,0.65,0.68,76,65,68,24,35,32
"4768",24,168,1,0,1,0,0,1130,1066,"SU",0,0.7,0.71,0.58,70,71,58,30,29,42
"4769",24,169,1,1,1,1,10,1140,900,"SU",1,0.66,0.79,0.65,66,79,65,34,21,35
"4770",24,170,1,0,1,0,0,1140,4350,"SU",0,0.74,0.72,0.77,74,72,77,26,28,23
"4771",24,171,1,1,1,1,10,1150,1616,"SU",1,0.71,0.67,0.64,71,67,64,29,33,36
"4772",24,172,1,1,1,1,10,1160,1066,"SU",1,0.77,0.71,0.67,77,71,67,23,29,33
"4773",24,173,1,0,0,1,10,1170,1066,"SU",1,0.73,0.66,0.73,73,66,73,27,34,27
"4774",24,174,1,0,0,1,10,1180,1083,"SU",1,0.73,0.8,0.6,73,80,60,27,20,40
"4775",24,175,1,1,1,1,10,1190,2400,"SU",1,0.73,0.74,0.69,73,74,69,27,26,31
"4776",24,176,1,0,0,1,10,1200,1700,"SU",1,0.67,0.72,0.64,67,72,64,33,28,36
"4777",24,177,1,0,0,1,10,1210,1216,"SU",1,0.75,0.7,0.7,75,70,70,25,30,30
"4778",24,178,1,0,1,0,0,1210,1016,"SU",0,0.75,0.69,0.63,75,69,63,25,31,37
"4779",24,179,1,0,0,1,10,1220,1166,"SU",1,0.75,0.78,0.71,75,78,71,25,22,29
"4780",24,180,1,1,1,1,10,1230,1183,"SU",1,0.72,0.64,0.61,72,64,61,28,36,39
"4781",24,181,1,1,1,1,10,1240,1816,"SU",1,0.77,0.74,0.6,77,74,60,23,26,40
"4782",24,182,1,0,0,1,10,1250,783,"SU",1,0.72,0.67,0.66,72,67,66,28,33,34
"4783",24,183,1,0,1,0,0,1250,1066,"SU",0,0.75,0.75,0.64,75,75,64,25,25,36
"4784",24,184,1,1,1,1,10,1260,1016,"SU",1,0.76,0.65,0.74,76,65,74,24,35,26
"4785",24,185,1,1,0,0,0,1260,1633,"SU",0,0.65,0.77,0.68,65,77,68,35,23,32
"4786",24,186,1,0,1,0,0,1260,1366,"SU",0,0.68,0.69,0.66,68,69,66,32,31,34
"4787",24,187,1,1,0,0,0,1260,1133,"SU",0,0.75,0.7,0.66,75,70,66,25,30,34
"4788",24,188,1,0,0,1,10,1270,2716,"SU",1,0.82,0.66,0.73,82,66,73,18,34,27
"4789",24,189,1,1,1,1,10,1280,1200,"SU",1,0.71,0.75,0.64,71,75,64,29,25,36
"4790",24,190,1,1,1,1,10,1290,1183,"SU",1,0.72,0.74,0.66,72,74,66,28,26,34
"4791",24,191,1,1,1,1,10,1300,816,"SU",1,0.78,0.76,0.66,78,76,66,22,24,34
"4792",24,192,1,1,1,1,10,1310,650,"SU",1,0.69,0.68,0.63,69,68,63,31,32,37
"4793",24,193,1,0,1,0,0,1310,933,"SU",0,0.65,0.77,0.69,65,77,69,35,23,31
"4794",24,194,1,1,1,1,10,1320,1166,"SU",1,0.66,0.76,0.64,66,76,64,34,24,36
"4795",24,195,1,1,1,1,10,1330,1516,"SU",1,0.77,0.69,0.68,77,69,68,23,31,32
"4796",24,196,1,1,1,1,10,1340,833,"SU",1,0.76,0.72,0.78,76,72,78,24,28,22
"4797",24,197,1,0,0,1,10,1350,883,"SU",1,0.7,0.67,0.69,70,67,69,30,33,31
"4798",24,198,1,0,0,1,10,1360,866,"SU",1,0.69,0.66,0.61,69,66,61,31,34,39
"4799",24,199,1,1,0,0,0,1360,1083,"SU",0,0.81,0.7,0.71,81,70,71,19,30,29
"4800",24,200,1,0,0,1,10,1370,1133,"SU",1,0.81,0.75,0.65,81,75,65,19,25,35
"4801",25,1,1,0,1,0,0,0,3433,"SU",0,0.44,0.5,0.52,44,50,52,56,50,48
"4802",25,2,1,0,0,1,10,10,933,"SU",1,0.64,0.63,0.61,64,63,61,36,37,39
"4803",25,3,1,0,0,1,10,20,783,"SU",1,0.54,0.62,0.72,54,62,72,46,38,28
"4804",25,4,1,0,0,1,10,30,1183,"SU",1,0.56,0.68,0.67,56,68,67,44,32,33
"4805",25,5,1,1,1,1,10,40,1333,"SU",1,0.56,0.51,0.45,56,51,45,44,49,55
"4806",25,6,1,0,1,0,0,40,2966,"SU",0,0.62,0.64,0.77,62,64,77,38,36,23
"4807",25,7,1,1,1,1,10,50,3000,"SU",1,0.52,0.63,0.59,52,63,59,48,37,41
"4808",25,8,1,0,0,1,10,60,2400,"SU",1,0.59,0.65,0.77,59,65,77,41,35,23
"4809",25,9,1,0,1,0,0,60,1467,"SU",0,0.59,0.63,0.7,59,63,70,41,37,30
"4810",25,10,1,1,1,1,10,70,2916,"SU",1,0.57,0.65,0.61,57,65,61,43,35,39
"4811",25,11,1,0,0,1,10,80,2133,"SU",1,0.47,0.62,0.79,47,62,79,53,38,21
"4812",25,12,1,1,1,1,10,90,2366,"SU",1,0.55,0.65,0.73,55,65,73,45,35,27
"4813",25,13,1,0,1,0,0,90,2583,"SU",0,0.56,0.66,0.8,56,66,80,44,34,20
"4814",25,14,1,1,1,1,10,100,3016,"SU",1,0.55,0.65,0.76,55,65,76,45,35,24
"4815",25,15,1,0,1,0,0,100,1616,"SU",0,0.55,0.63,0.75,55,63,75,45,37,25
"4816",25,16,1,0,0,1,10,110,2550,"SU",1,0.57,0.77,0.79,57,77,79,43,23,21
"4817",25,17,1,0,0,1,10,120,2050,"SU",1,0.65,0.73,0.78,65,73,78,35,27,22
"4818",25,18,1,0,1,0,0,120,1816,"SU",0,0.61,0.68,0.8,61,68,80,39,32,20
"4819",25,19,1,0,1,0,0,120,3716,"SU",0,0.58,0.77,0.75,58,77,75,42,23,25
"4820",25,20,1,0,0,1,10,130,2950,"SU",1,0.62,0.66,0.73,62,66,73,38,34,27
"4821",25,21,1,0,0,1,10,140,867,"SU",1,0.64,0.75,0.73,64,75,73,36,25,27
"4822",25,22,1,1,1,1,10,150,1033,"SU",1,0.51,0.72,0.76,51,72,76,49,28,24
"4823",25,23,1,1,1,1,10,160,2216,"SU",1,0.55,0.69,0.76,55,69,76,45,31,24
"4824",25,24,1,0,0,1,10,170,1433,"SU",1,0.65,0.74,0.74,65,74,74,35,26,26
"4825",25,25,1,1,1,1,10,180,4450,"SU",1,0.57,0.72,0.75,57,72,75,43,28,25
"4826",25,26,1,1,1,1,10,190,1216,"SU",1,0.5,0.7,0.7,50,70,70,50,30,30
"4827",25,27,1,0,1,0,0,190,3033,"SU",0,0.63,0.69,0.74,63,69,74,37,31,26
"4828",25,28,1,0,0,1,10,200,950,"SU",1,0.59,0.72,0.79,59,72,79,41,28,21
"4829",25,29,1,0,0,1,10,210,716,"SU",1,0.68,0.64,0.65,68,64,65,32,36,35
"4830",25,30,1,1,1,1,10,220,933,"SU",1,0.6,0.77,0.72,60,77,72,40,23,28
"4831",25,31,1,0,0,1,10,230,833,"SU",1,0.61,0.66,0.64,61,66,64,39,34,36
"4832",25,32,1,0,0,1,10,240,1050,"SU",1,0.62,0.67,0.75,62,67,75,38,33,25
"4833",25,33,1,1,1,1,10,250,850,"SU",1,0.56,0.74,0.78,56,74,78,44,26,22
"4834",25,34,1,1,1,1,10,260,800,"SU",1,0.65,0.69,0.78,65,69,78,35,31,22
"4835",25,35,1,0,1,0,0,260,750,"SU",0,0.65,0.67,0.75,65,67,75,35,33,25
"4836",25,36,1,1,1,1,10,270,1700,"SU",1,0.65,0.65,0.73,65,65,73,35,35,27
"4837",25,37,1,0,1,0,0,270,866,"SU",0,0.57,0.66,0.82,57,66,82,43,34,18
"4838",25,38,1,1,1,1,10,280,1066,"SU",1,0.58,0.72,0.69,58,72,69,42,28,31
"4839",25,39,1,0,1,0,0,280,1116,"SU",0,0.66,0.71,0.7,66,71,70,34,29,30
"4840",25,40,1,1,1,1,10,290,1533,"SU",1,0.56,0.68,0.77,56,68,77,44,32,23
"4841",25,41,1,1,0,0,0,290,1933,"SU",0,0.63,0.65,0.69,63,65,69,37,35,31
"4842",25,42,1,1,1,1,10,300,866,"SU",1,0.61,0.73,0.75,61,73,75,39,27,25
"4843",25,43,1,1,0,0,0,300,900,"SU",0,0.56,0.7,0.71,56,70,71,44,30,29
"4844",25,44,1,1,0,0,0,300,1016,"SU",0,0.64,0.68,0.8,64,68,80,36,32,20
"4845",25,45,1,1,1,1,10,310,900,"SU",1,0.63,0.65,0.76,63,65,76,37,35,24
"4846",25,46,1,1,0,0,0,310,766,"SU",0,0.63,0.72,0.76,63,72,76,37,28,24
"4847",25,47,1,0,0,1,10,320,1233,"SU",1,0.71,0.74,0.7,71,74,70,29,26,30
"4848",25,48,1,1,1,1,10,330,833,"SU",1,0.66,0.76,0.75,66,76,75,34,24,25
"4849",25,49,1,1,1,1,10,340,800,"SU",1,0.62,0.63,0.65,62,63,65,38,37,35
"4850",25,50,1,0,0,1,10,350,566,"SU",1,0.63,0.65,0.72,63,65,72,37,35,28
"4851",25,51,1,1,0,0,0,350,3933,"SU",0,0.66,0.65,0.74,66,65,74,34,35,26
"4852",25,52,1,1,1,1,10,360,833,"SU",1,0.59,0.69,0.74,59,69,74,41,31,26
"4853",25,53,1,0,0,1,10,370,850,"SU",1,0.66,0.61,0.7,66,61,70,34,39,30
"4854",25,54,1,0,0,1,10,380,800,"SU",1,0.61,0.7,0.74,61,70,74,39,30,26
"4855",25,55,1,0,1,0,0,380,1666,"SU",0,0.63,0.64,0.77,63,64,77,37,36,23
"4856",25,56,1,1,1,1,10,390,1166,"SU",1,0.67,0.71,0.77,67,71,77,33,29,23
"4857",25,57,1,1,1,1,10,400,2300,"SU",1,0.68,0.64,0.7,68,64,70,32,36,30
