SubNo TrialNo Mapping WhiteProp State Resp Acc Reward Balance ReactionTime
6 1 0 0.4951 0 0 1 10 10 3602
6 2 0 0.4951 0 0 1 10 20 1449
6 3 0 0.5114 1 1 1 10 30 1867
6 4 0 0.4951 0 1 0 0 30 2399
6 5 0 0.4951 0 1 0 0 30 4181
6 6 0 0.5114 1 0 0 0 30 2466
6 7 0 0.4951 0 1 0 0 30 5200
6 8 0 0.5114 1 0 0 0 30 1400
6 9 0 0.5114 1 0 0 0 30 4800
6 10 0 0.5114 1 1 1 10 40 4700
6 11 0 0.4951 0 1 0 0 40 1716
6 12 0 0.5114 1 0 0 0 40 833
6 13 0 0.5114 1 0 0 0 40 3750
6 14 0 0.4951 0 1 0 0 40 2983
6 15 0 0.4951 0 0 1 10 50 733
6 16 0 0.4951 0 0 1 10 60 800
6 17 0 0.5114 1 0 0 0 60 816
6 18 0 0.4951 0 1 0 0 60 1116
6 19 0 0.5114 1 0 0 0 60 933
6 20 0 0.4951 0 1 0 0 60 1950
6 21 0 0.4951 0 0 1 10 70 1783
6 22 0 0.4951 0 0 1 10 80 716
6 23 0 0.4951 0 0 1 10 90 1100
6 24 0 0.5114 1 0 0 0 90 966
6 25 0 0.4951 0 1 0 0 90 1400
6 26 0 0.4951 0 0 1 10 100 5633
6 27 0 0.5114 1 0 0 0 100 2300
6 28 0 0.5114 1 1 1 10 110 1866
6 29 0 0.5114 1 1 1 10 120 683
6 30 0 0.4951 0 1 0 0 120 600
6 31 0 0.4951 0 0 1 10 130 1450
6 32 0 0.4951 0 0 1 10 140 900
6 33 0 0.5114 1 1 1 10 150 2616
6 34 0 0.4951 0 0 1 10 160 2150
6 35 0 0.5114 1 1 1 10 170 4416
6 36 0 0.4951 0 0 1 10 180 1250
6 37 0 0.5114 1 1 1 10 190 1100
6 38 0 0.5114 1 1 1 10 200 1400
6 39 0 0.4951 0 1 0 0 200 1333
6 40 0 0.5114 1 1 1 10 210 1083
6 41 0 0.4951 0 0 1 10 220 2666
6 42 0 0.5114 1 1 1 10 230 2250
6 43 0 0.5114 1 0 0 0 230 3850
6 44 0 0.4951 0 1 0 0 230 1016
6 45 0 0.4951 0 0 1 10 240 1383
6 46 0 0.4951 0 1 0 0 240 1233
6 47 0 0.5114 1 1 1 10 250 4633
6 48 0 0.5114 1 0 0 0 250 2016
6 49 0 0.5114 1 0 0 0 250 3300
6 50 0 0.4951 0 0 1 10 260 866
6 51 0 0.5114 1 0 0 0 260 750
6 52 0 0.5114 1 1 1 10 270 5633
6 53 0 0.4951 0 1 0 0 270 1350
6 54 0 0.5114 1 1 1 10 280 1433
6 55 0 0.5114 1 0 0 0 280 966
6 56 0 0.4951 0 1 0 0 280 1366
6 57 0 0.5114 1 0 0 0 280 1516
