SubNo TrialNo Mapping State Resp Acc Reward Balance ReactionTime
26 1 0 1 0 0 0 0 1999
26 2 0 0 0 1 10 10 9450
26 3 0 0 0 1 10 20 1316
26 4 0 0 0 1 10 30 750
26 5 0 1 1 1 10 40 916
26 6 0 0 0 1 0 40 883
26 7 0 1 1 1 10 50 900
26 8 0 1 1 1 0 50 633
26 9 0 1 1 1 0 50 650
26 10 0 1 1 1 10 60 933
26 11 0 1 1 1 0 60 766
26 12 0 0 1 0 0 60 683
26 13 0 0 1 0 0 60 600
26 14 0 0 1 0 0 60 583
26 15 0 1 1 1 10 70 850
26 16 0 1 1 1 10 80 766
26 17 0 0 0 1 0 80 666
26 18 0 0 0 1 0 80 816
26 19 0 1 1 1 0 80 633
26 20 0 1 0 0 0 80 883
26 21 0 0 1 0 0 80 816
26 22 0 0 0 1 10 90 716
26 23 0 1 1 1 0 90 616
26 24 0 0 0 1 10 100 566
26 25 0 1 0 0 0 100 533
26 26 0 1 0 0 0 100 583
26 27 0 0 0 1 10 110 700
26 28 0 0 0 1 10 120 500
26 29 0 0 0 1 10 130 550
26 30 0 0 0 1 10 140 583
26 31 0 0 0 1 10 150 583
26 32 0 0 0 1 0 150 716
26 33 0 1 1 1 10 160 766
26 34 0 1 1 1 10 170 550
26 35 0 0 0 1 0 170 600
26 36 0 0 0 1 10 180 1250
26 37 0 1 1 1 10 190 666
26 38 0 1 1 1 10 200 766
26 39 0 1 1 1 10 210 866
26 40 0 1 1 1 0 210 850
26 41 0 0 0 1 0 210 550
26 42 0 1 1 1 10 220 816
26 43 0 1 1 1 10 230 766
26 44 0 0 0 1 0 230 500
26 45 0 0 0 1 10 240 850
26 46 0 0 0 1 10 250 766
26 47 0 0 0 1 0 250 633
26 48 0 0 0 1 10 260 650
26 49 0 0 0 1 10 270 516
26 50 0 1 1 1 0 270 583
26 51 0 0 0 1 0 270 833
26 52 0 1 1 1 0 270 566
26 53 0 0 1 0 0 270 616
26 54 0 1 0 0 0 270 666
26 55 0 1 1 1 0 270 1100
26 56 0 0 0 1 0 270 1116
26 57 0 0 0 1 10 280 533
26 58 0 1 1 1 10 290 550
26 59 0 1 1 1 10 300 1050
26 60 0 0 0 1 10 310 633
26 61 0 0 0 1 10 320 816
26 62 0 0 0 1 10 330 1566
26 63 0 1 1 1 10 340 3150
26 64 0 1 1 1 0 340 550
26 65 0 1 1 1 10 350 1150
26 66 0 0 0 1 0 350 700
26 67 0 0 0 1 0 350 600
26 68 0 0 0 1 10 360 550
26 69 0 0 0 1 10 370 600
26 70 0 0 0 1 10 380 533
26 71 0 1 1 1 10 390 700
26 72 0 0 0 1 0 390 533
26 73 0 0 1 0 10 400 883
26 74 0 1 0 0 0 400 950
26 75 0 0 0 1 10 410 733
26 76 0 1 1 1 10 420 800
26 77 0 1 1 1 10 430 866
26 78 0 0 0 1 10 440 716
26 79 0 0 0 1 10 450 516
26 80 0 1 1 1 0 450 816
26 81 0 0 1 0 0 450 650
26 82 0 1 1 1 10 460 633
26 83 0 0 0 1 10 470 650
26 84 0 0 0 1 10 480 616
26 85 0 0 0 1 0 480 583
26 86 0 0 1 0 10 490 616
26 87 0 1 0 0 0 490 1500
26 88 0 1 1 1 10 500 800
26 89 0 1 1 1 10 510 1516
26 90 0 1 1 1 0 510 2516
26 91 0 1 0 0 0 510 1483
26 92 0 1 1 1 10 520 833
26 93 0 1 1 1 10 530 666
26 94 0 1 1 1 0 530 816
26 95 0 1 0 0 0 530 716
26 96 0 1 1 1 10 540 733
26 97 0 1 1 1 10 550 1266
26 98 0 1 1 1 10 560 900
26 99 0 1 1 1 10 570 633
