SubNo TrialNo Mapping State Resp Acc Reward Balance ReactionTime
20 1 0 1 0 0 10 10 1450
20 2 0 1 0 0 0 10 1133
20 3 0 0 0 1 0 10 1500
20 4 0 0 0 1 10 20 783
20 5 0 0 0 1 0 20 633
20 6 0 1 1 1 10 30 983
20 7 0 0 0 1 10 40 833
20 8 0 0 0 1 10 50 883
20 9 0 1 1 1 10 60 1416
20 10 0 0 0 1 0 60 1100
20 11 0 1 1 1 0 60 850
20 12 0 0 0 1 10 70 1050
20 13 0 1 1 1 10 80 983
20 14 0 0 0 1 10 90 883
20 15 0 0 0 1 10 100 1116
20 16 0 0 0 1 10 110 1050
20 17 0 0 0 1 10 120 983
20 18 0 0 0 1 0 120 766
20 19 0 1 1 1 10 130 1033
20 20 0 0 0 1 0 130 816
20 21 0 1 1 1 0 130 916
20 22 0 0 0 1 0 130 833
20 23 0 1 1 1 0 130 1066
20 24 0 1 1 1 10 140 1400
20 25 0 1 1 1 0 140 800
20 26 0 0 0 1 10 150 2633
20 27 0 1 1 1 10 160 883
20 28 0 1 1 1 10 170 1066
20 29 0 1 1 1 0 170 1983
20 30 0 0 0 1 10 180 733
20 31 0 1 1 1 10 190 1033
20 32 0 0 0 1 10 200 583
20 33 0 0 0 1 10 210 816
20 34 0 1 1 1 10 220 1000
20 35 0 0 0 1 0 220 950
20 36 0 0 0 1 10 230 1083
20 37 0 1 1 1 10 240 933
20 38 0 1 1 1 10 250 966
20 39 0 0 0 1 10 260 1416
20 40 0 0 0 1 10 270 2666
20 41 0 1 1 1 10 280 4650
20 42 0 1 1 1 0 280 866
20 43 0 1 1 1 10 290 1950
20 44 0 1 1 1 10 300 1350
20 45 0 1 1 1 10 310 1300
20 46 0 0 0 1 10 320 833
20 47 0 0 0 1 10 330 1733
20 48 0 0 0 1 10 340 867
20 49 0 0 0 1 10 350 933
20 50 0 0 0 1 10 360 1200
20 51 0 0 0 1 10 370 1216
20 52 0 0 0 1 0 370 700
20 53 0 0 0 1 10 380 766
20 54 0 1 1 1 10 390 1150
20 55 0 0 0 1 10 400 1116
20 56 0 1 1 1 10 410 816
20 57 0 0 1 0 0 410 2300
20 58 0 0 0 1 10 420 716
