SubNo TrialNo Mapping State Resp Acc Reward Balance ReactionTime
28 1 1 0 1 0 0 0 4383
28 2 1 1 0 0 0 0 8650
28 3 1 0 0 1 10 10 1600
28 4 1 1 1 1 0 10 2383
28 5 1 1 0 0 0 10 916
28 6 1 1 1 1 10 20 1000
28 7 1 0 0 1 0 20 4366
28 8 1 0 1 0 0 20 3416
28 9 1 0 1 0 0 20 3133
28 10 1 1 0 0 0 20 3000
28 11 1 0 0 1 10 30 2116
28 12 1 1 1 1 10 40 1716
28 13 1 1 1 1 10 50 1900
28 14 1 0 0 1 0 50 1983
28 15 1 1 0 0 0 50 2400
28 16 1 0 1 0 10 60 1650
28 17 1 0 1 0 0 60 1883
28 18 1 1 0 0 0 60 4683
28 19 1 0 1 0 0 60 1117
28 20 1 1 0 0 0 60 7150
28 21 1 0 0 1 10 70 2883
28 22 1 0 1 0 0 70 4133
28 23 1 1 1 1 10 80 2483
28 24 1 0 1 0 10 90 3783
28 25 1 1 0 0 0 90 3416
28 26 1 0 0 1 10 100 10283
28 27 1 1 1 1 0 100 3700
28 28 1 0 1 0 10 110 3666
28 29 1 1 0 0 0 110 1933
28 30 1 0 1 0 0 110 2500
28 31 1 0 1 0 0 110 2933
28 32 1 1 1 1 10 120 1616
28 33 1 0 0 1 10 130 4800
28 34 1 1 1 1 10 140 1200
28 35 1 1 0 0 0 140 2700
28 36 1 0 1 0 10 150 1816
28 37 1 0 0 1 10 160 2967
28 38 1 0 1 0 0 160 3333
28 39 1 1 1 1 0 160 2100
28 40 1 1 1 1 0 160 1833
28 41 1 1 1 1 10 170 2566
28 42 1 0 0 1 10 180 3650
28 43 1 0 1 0 0 180 1733
28 44 1 0 0 1 0 180 1733
28 45 1 1 1 1 10 190 2650
28 46 1 0 0 1 10 200 3966
28 47 1 1 1 1 10 210 4500
28 48 1 0 0 1 10 220 1750
28 49 1 1 1 1 10 230 1450
28 50 1 0 0 1 10 240 1733
28 51 1 0 0 1 10 250 966
28 52 1 1 1 1 0 250 1666
28 53 1 0 0 1 10 260 4433
28 54 1 0 0 1 10 270 1300
28 55 1 0 0 1 10 280 2150
28 56 1 0 0 1 10 290 1200
28 57 1 0 0 1 10 300 1700
28 58 1 0 0 1 10 310 1283
28 59 1 1 1 1 0 310 1566
28 60 1 0 0 1 10 320 1266
28 61 1 1 1 1 10 330 1133
28 62 1 0 0 1 10 340 2116
28 63 1 1 1 1 10 350 1600
28 64 1 1 1 1 0 350 1333
28 65 1 1 1 1 0 350 1466
28 66 1 1 0 0 0 350 1050
28 67 1 1 1 1 10 360 1516
28 68 1 1 1 1 0 360 950
28 69 1 1 1 1 10 370 3083
28 70 1 0 1 0 10 380 3133
28 71 1 0 1 0 10 390 1150
28 72 1 1 0 0 10 400 1650
28 73 1 1 0 0 10 410 2366
28 74 1 0 1 0 0 410 1666
28 75 1 0 1 0 0 410 1000
28 76 1 1 1 1 10 420 1883
28 77 1 1 1 1 10 430 1700
28 78 1 0 0 1 10 440 1900
28 79 1 0 0 1 10 450 2433
28 80 1 0 0 1 0 450 2816
28 81 1 1 1 1 10 460 783
28 82 1 1 1 1 0 460 1133
28 83 1 1 0 0 0 460 1600
28 84 1 0 1 0 0 460 1750
28 85 1 1 1 1 10 470 2666
28 86 1 1 1 1 10 480 1683
28 87 1 1 1 1 10 490 1216
28 88 1 1 1 1 0 490 733
28 89 1 0 1 0 10 500 4133
28 90 1 0 1 0 10 510 2383
28 91 1 0 1 0 0 510 2016
28 92 1 1 1 1 0 510 1883
28 93 1 0 0 1 10 520 4033
28 94 1 1 1 1 10 530 1916
28 95 1 1 1 1 0 530 883
28 96 1 1 1 1 10 540 733
28 97 1 1 1 1 10 550 966
28 98 1 0 0 1 10 560 1066
28 99 1 0 0 1 10 570 816
28 100 1 1 1 1 10 580 1766
28 101 0 1 0 0 0 580 833
28 102 0 0 1 0 0 580 950
28 103 0 1 1 1 10 590 2100
28 104 0 1 1 1 0 590 1366
28 105 0 0 0 1 0 590 833
28 106 0 0 1 0 10 600 5233
28 107 0 1 0 0 0 600 2050
28 108 0 1 1 1 10 610 1816
28 109 0 1 1 1 10 620 1633
28 110 0 1 1 1 10 630 1066
28 111 0 0 0 1 0 630 1600
28 112 0 1 0 0 10 640 1750
28 113 0 1 0 0 0 640 2216
28 114 0 1 1 1 0 640 2616
28 115 0 1 0 0 10 650 3433
28 116 0 0 0 1 10 660 2150
28 117 0 1 1 1 10 670 2566
28 118 0 0 0 1 10 680 866
28 119 0 1 1 1 0 680 1283
28 120 0 0 0 1 10 690 2883
28 121 0 0 1 0 0 690 2233
28 122 0 0 0 1 0 690 3050
28 123 0 0 1 0 0 690 1100
28 124 0 0 0 1 0 690 1383
28 125 0 0 0 1 10 700 1816
28 126 0 1 1 1 0 700 3966
28 127 0 1 0 0 10 710 3666
28 128 0 0 1 0 0 710 1400
28 129 0 0 1 0 0 710 2133
28 130 0 1 1 1 0 710 1933
28 131 0 1 0 0 10 720 2283
28 132 0 1 0 0 10 730 1183
28 133 0 1 0 0 0 730 2700
28 134 0 1 1 1 0 730 2033
28 135 0 1 0 0 0 730 1866
28 136 0 1 1 1 0 730 1733
28 137 0 0 1 0 0 730 3783
28 138 0 0 0 1 10 740 1466
28 139 0 1 1 1 10 750 1666
28 140 0 1 1 1 10 760 1466
28 141 0 0 0 1 10 770 2250
28 142 0 0 0 1 0 770 1383
28 143 0 0 1 0 0 770 2983
28 144 0 0 0 1 0 770 1783
28 145 0 1 0 0 0 770 2183
28 146 0 0 1 0 0 770 4200
28 147 0 1 1 1 10 780 3016
28 148 0 1 1 1 0 780 2416
28 149 0 0 0 1 10 790 3400
28 150 0 0 0 1 0 790 1616
28 151 0 1 1 1 10 800 1916
28 152 0 0 0 1 10 810 683
28 153 0 1 0 0 10 820 600
28 154 0 1 0 0 0 820 683
28 155 0 1 1 1 10 830 766
28 156 0 1 1 1 10 840 616
28 157 0 1 1 1 10 850 666
28 158 0 0 1 0 10 860 733
28 159 0 0 1 0 0 860 833
28 160 0 1 0 0 0 860 866
28 161 0 1 0 0 10 870 583
28 162 0 1 0 0 10 880 566
28 163 0 1 1 1 10 890 566
28 164 0 0 0 1 10 900 616
28 165 0 0 1 0 10 910 750
28 166 0 0 0 1 10 920 550
28 167 0 0 0 1 0 920 883
28 168 0 0 1 0 0 920 633
28 169 0 1 0 0 0 920 566
28 170 0 0 0 1 10 930 566
28 171 0 1 1 1 10 940 783
28 172 0 1 0 0 0 940 750
28 173 0 1 1 1 10 950 550
28 174 0 1 0 0 0 950 950
28 175 0 0 1 0 10 960 766
28 176 0 0 1 0 0 960 733
28 177 0 0 0 1 10 970 650
28 178 0 1 0 0 10 980 600
28 179 0 0 1 0 0 980 550
28 180 0 0 0 1 0 980 633
28 181 0 1 0 0 0 980 650
28 182 0 0 0 1 0 980 633
28 183 0 0 0 1 10 990 616
28 184 0 1 1 1 10 1000 616
28 185 0 0 0 1 0 1000 633
28 186 0 0 1 0 10 1010 783
28 187 0 1 1 1 10 1020 616
28 188 0 0 1 0 0 1020 650
28 189 0 0 0 1 10 1030 516
28 190 0 1 0 0 10 1040 1000
28 191 0 1 1 1 10 1050 866
28 192 0 0 1 0 10 1060 700
28 193 0 1 1 1 10 1070 733
28 194 0 0 0 1 10 1080 750
28 195 0 0 0 1 0 1080 650
28 196 0 0 0 1 10 1090 516
28 197 0 1 1 1 10 1100 616
28 198 0 0 1 0 0 1100 633
28 199 0 0 0 1 10 1110 733
28 200 0 0 0 1 0 1110 650
