SubNo TrialNo Mapping State Resp Acc Reward Balance ReactionTime
23 1 1 1 1 1 10 10 4200
23 2 1 0 0 1 0 10 1583
23 3 1 0 1 0 10 20 850
23 4 1 1 0 0 10 30 1000
23 5 1 0 1 0 10 40 916
23 6 1 1 0 0 0 40 950
23 7 1 0 1 0 0 40 633
23 8 1 0 0 1 0 40 1400
23 9 1 0 1 0 0 40 666
23 10 1 1 1 1 10 50 1150
23 11 1 0 1 0 0 50 616
23 12 1 0 0 1 0 50 850
23 13 1 1 1 1 0 50 716
23 14 1 1 1 1 10 60 616
23 15 1 0 1 0 0 60 716
23 16 1 0 0 1 10 70 650
23 17 1 0 0 1 10 80 583
23 18 1 1 1 1 10 90 666
23 19 1 1 1 1 0 90 883
23 20 1 0 0 1 10 100 1166
23 21 1 0 0 1 10 110 683
23 22 1 1 0 0 10 120 916
23 23 1 1 0 0 0 120 516
23 24 1 1 1 1 10 130 950
23 25 1 0 0 1 10 140 2300
23 26 1 0 0 1 10 150 483
23 27 1 0 0 1 10 160 533
23 28 1 0 0 1 0 160 516
23 29 1 1 0 0 10 170 650
23 30 1 0 1 0 0 170 966
23 31 1 1 0 0 0 170 2900
23 32 1 0 0 1 0 170 966
23 33 1 1 1 1 0 170 700
23 34 1 1 0 0 0 170 716
23 35 1 0 1 0 0 170 566
23 36 1 0 0 1 10 180 683
23 37 1 0 0 1 10 190 783
23 38 1 0 0 1 0 190 917
23 39 1 1 1 1 10 200 2283
23 40 1 1 1 1 10 210 633
23 41 1 1 1 1 10 220 633
23 42 1 0 0 1 0 220 833
23 43 1 1 0 0 0 220 450
23 44 1 1 1 1 0 220 783
23 45 1 0 0 1 10 230 750
23 46 1 1 0 0 0 230 516
23 47 1 0 0 1 10 240 633
23 48 1 1 1 1 10 250 633
23 49 1 0 0 1 10 260 566
23 50 1 1 1 1 10 270 1233
23 51 1 1 0 0 0 270 733
23 52 1 0 0 1 10 280 1250
23 53 1 1 1 1 10 290 1766
23 54 1 1 0 0 0 290 1266
23 55 1 0 0 1 10 300 600
23 56 1 1 1 1 10 310 483
23 57 1 0 0 1 0 310 1266
23 58 1 1 1 1 10 320 1500
23 59 1 0 0 1 10 330 1366
23 60 1 1 1 1 10 340 650
23 61 1 1 1 1 0 340 1533
23 62 1 0 0 1 0 340 766
23 63 1 0 0 1 0 340 550
23 64 1 1 0 0 10 350 783
23 65 1 0 1 0 0 350 500
23 66 1 1 0 0 10 360 533
23 67 1 0 0 1 10 370 450
23 68 1 0 1 0 0 370 1616
23 69 1 1 1 1 0 370 516
23 70 1 0 1 0 0 370 450
23 71 1 0 0 1 10 380 850
23 72 1 1 0 0 0 380 883
23 73 1 0 0 1 10 390 550
23 74 1 0 0 1 10 400 533
23 75 1 0 0 1 10 410 616
23 76 1 1 1 1 10 420 1000
23 77 1 1 1 1 0 420 533
23 78 1 0 0 1 0 420 633
23 79 1 1 0 0 0 420 1683
23 80 1 0 0 1 0 420 600
