SubNo TrialNo Mapping State Resp Acc Reward Balance ReactionTime
13 1 1 0 1 0 10 10 2250
13 2 1 0 1 0 10 20 1833
13 3 1 0 1 0 0 20 816
13 4 1 1 1 1 10 30 816
13 5 1 0 0 1 0 30 650
13 6 1 0 0 1 10 40 2216
13 7 1 0 1 0 0 40 750
13 8 1 1 1 1 0 40 600
13 9 1 0 1 0 0 40 416
13 10 1 1 0 0 10 50 1083
13 11 1 1 0 0 0 50 1383
13 12 1 0 1 0 0 50 750
13 13 1 0 1 0 0 50 650
13 14 1 1 1 1 10 60 816
13 15 1 0 1 0 0 60 1416
13 16 1 1 1 1 10 70 650
13 17 1 1 1 1 0 70 783
13 18 1 1 0 0 0 70 683
13 19 1 1 0 0 0 70 1050
13 20 1 1 1 1 10 80 1083
13 21 1 1 0 0 0 80 750
13 22 1 1 1 1 0 80 583
13 23 1 1 1 1 10 90 616
13 24 1 0 0 1 0 90 733
13 25 1 1 0 0 0 90 1300
13 26 1 0 1 0 10 100 600
13 27 1 1 1 1 10 110 783
13 28 1 0 1 0 10 120 600
13 29 1 1 1 1 10 130 750
13 30 1 0 0 1 0 130 666
13 31 1 1 1 1 10 140 766
13 32 1 0 1 0 0 140 666
13 33 1 0 0 1 10 150 833
13 34 1 1 0 0 0 150 650
13 35 1 1 1 1 10 160 483
13 36 1 0 1 0 0 160 650
13 37 1 1 0 0 10 170 466
13 38 1 0 0 1 10 180 1033
13 39 1 1 1 1 0 180 983
13 40 1 1 1 1 10 190 750
13 41 1 1 1 1 10 200 916
13 42 1 1 1 1 10 210 800
13 43 1 0 1 0 0 210 1200
13 44 1 1 1 1 10 220 783
13 45 1 1 0 0 0 220 816
13 46 1 0 0 1 0 220 1083
13 47 1 0 0 1 10 230 700
13 48 1 1 1 1 10 240 616
13 49 1 0 0 1 10 250 1150
13 50 1 1 1 1 10 260 1066
13 51 1 1 1 1 10 270 850
13 52 1 0 0 1 10 280 833
13 53 1 1 1 1 10 290 1633
13 54 1 1 0 0 0 290 1283
13 55 1 0 1 0 0 290 1033
13 56 1 0 0 1 0 290 783
13 57 1 1 1 1 0 290 866
13 58 1 1 1 1 10 300 600
13 59 1 0 0 1 10 310 583
13 60 1 0 1 0 0 310 1450
13 61 1 1 1 1 10 320 683
13 62 1 0 1 0 0 320 966
13 63 1 0 0 1 10 330 750
13 64 1 0 1 0 0 330 683
13 65 1 0 0 1 10 340 617
13 66 1 0 1 0 0 340 550
13 67 1 1 0 0 0 340 816
13 68 1 1 1 1 0 340 1283
13 69 1 0 0 1 10 350 483
13 70 1 0 0 1 0 350 600
13 71 1 1 0 0 10 360 533
13 72 1 0 0 1 0 360 716
13 73 1 0 0 1 0 360 616
13 74 1 0 0 1 0 360 616
13 75 1 1 0 0 10 370 750
13 76 1 0 1 0 0 370 950
13 77 1 1 0 0 0 370 749
13 78 1 1 1 1 0 370 766
13 79 1 1 0 0 0 370 1200
13 80 1 0 0 1 10 380 933
13 81 1 1 0 0 0 380 1066
13 82 1 0 1 0 0 380 1000
13 83 1 0 1 0 0 380 733
13 84 1 0 1 0 0 380 1766
13 85 1 0 0 1 10 390 916
13 86 1 1 0 0 10 400 916
13 87 1 1 0 0 0 400 950
13 88 1 1 1 1 0 400 1200
13 89 1 0 1 0 10 410 2366
13 90 1 1 1 1 0 410 833
13 91 1 1 1 1 10 420 1216
13 92 1 0 0 1 0 420 1233
