SubNo TrialNo Mapping State Resp Acc Reward Balance ReactionTime
9 1 0 0 0 1 10 10 3545
9 2 0 1 1 1 10 20 2400
9 3 0 0 1 0 0 20 1549
9 4 0 0 0 1 0 20 1966
9 5 0 0 1 0 10 30 1577
9 6 0 1 0 0 0 30 1200
9 7 0 0 1 0 0 30 1033
9 8 0 1 0 0 10 40 2250
9 9 0 0 0 1 10 50 1483
9 10 0 0 0 1 10 60 1000
9 11 0 1 1 1 0 60 950
9 12 0 1 0 0 0 60 917
9 13 0 0 1 0 0 60 2867
9 14 0 1 1 1 10 70 3083
9 15 0 1 1 1 10 80 983
9 16 0 1 1 1 10 90 566
9 17 0 1 1 1 10 100 633
9 18 0 0 0 1 0 100 600
9 19 0 0 1 0 0 100 666
9 20 0 1 1 1 0 100 1566
9 21 0 0 1 0 10 110 3483
9 22 0 1 0 0 0 110 1450
9 23 0 0 1 0 10 120 4050
9 24 0 1 0 0 0 120 1233
9 25 0 1 1 1 10 130 483
9 26 0 1 1 1 10 140 533
9 27 0 1 1 1 10 150 466
9 28 0 0 1 0 10 160 650
9 29 0 1 1 1 10 170 1017
9 30 0 1 0 0 0 170 1033
9 31 0 1 0 0 0 170 1667
9 32 0 0 0 1 0 170 766
9 33 0 1 1 1 0 170 950
9 34 0 0 1 0 10 180 1416
9 35 0 0 1 0 0 180 616
9 36 0 1 0 0 0 180 950
9 37 0 1 1 1 10 190 1250
9 38 0 1 1 1 0 190 583
9 39 0 0 1 0 0 190 850
9 40 0 1 0 0 10 200 1183
9 41 0 0 1 0 0 200 683
9 42 0 1 1 1 10 210 816
9 43 0 1 1 1 0 210 616
9 44 0 0 0 1 10 220 2550
9 45 0 0 1 0 0 220 1583
9 46 0 0 0 1 10 230 900
9 47 0 1 1 1 10 240 800
9 48 0 0 1 0 10 250 1333
9 49 0 0 1 0 0 250 1133
9 50 0 0 1 0 10 260 1050
9 51 0 1 1 1 0 260 1666
9 52 0 0 0 1 10 270 1500
9 53 0 1 1 1 0 270 500
9 54 0 1 1 1 10 280 666
9 55 0 0 0 1 10 290 1050
9 56 0 1 1 1 10 300 716
9 57 0 1 1 1 10 310 600
9 58 0 1 1 1 10 320 850
9 59 0 1 0 0 10 330 633
9 60 0 1 0 0 0 330 616
9 61 0 1 1 1 0 330 2050
9 62 0 0 0 1 10 340 1183
9 63 0 0 1 0 0 340 883
9 64 0 0 1 0 0 340 716
9 65 0 0 1 0 10 350 1000
9 66 0 1 0 0 0 350 2250
9 67 0 1 1 1 10 360 1450
9 68 0 0 0 1 10 370 1133
9 69 0 1 1 1 10 380 750
9 70 0 1 1 1 10 390 550
9 71 0 0 0 1 0 390 483
9 72 0 0 0 1 10 400 616
9 73 0 1 1 1 10 410 583
9 74 0 0 0 1 0 410 750
9 75 0 0 0 1 0 410 600
9 76 0 0 0 1 10 420 700
9 77 0 1 1 1 0 420 600
9 78 0 1 1 1 10 430 533
9 79 0 1 1 1 0 430 683
9 80 0 0 0 1 10 440 616
9 81 0 0 0 1 10 450 2250
9 82 0 0 0 1 0 450 850
9 83 0 0 0 1 0 450 2283
9 84 0 1 1 1 10 460 1416
9 85 0 0 1 0 0 460 516
9 86 0 0 0 1 10 470 1183
9 87 0 0 0 1 10 480 650
9 88 0 1 1 1 10 490 750
9 89 0 0 0 1 10 500 616
9 90 0 1 1 1 0 500 516
9 91 0 0 1 0 0 500 783
9 92 0 0 1 0 0 500 766
9 93 0 1 1 1 10 510 1600
9 94 0 0 0 1 0 510 566
9 95 0 0 0 1 0 510 550
9 96 0 0 1 0 0 510 650
9 97 0 1 1 1 0 510 916
9 98 0 1 1 1 10 520 1666
9 99 0 0 0 1 10 530 500
9 100 0 1 1 1 10 540 650
9 101 1 1 0 0 0 540 1383
9 102 1 0 0 1 0 540 733
9 103 1 1 1 1 10 550 866
9 104 1 1 1 1 10 560 633
9 105 1 0 0 1 10 570 500
9 106 1 0 0 1 10 580 633
9 107 1 0 1 0 0 580 916
9 108 1 0 0 1 0 580 783
9 109 1 1 0 0 10 590 683
9 110 1 1 0 0 0 590 650
