SubNo TrialNo Mapping WhiteProp State Resp Acc Reward Balance ReactionTime
22 1 1 0.5221 1 0 0 0 0 2916
22 2 1 0.5221 1 0 0 0 0 1533
22 3 1 0.5221 1 1 1 10 10 916
22 4 1 0.5221 1 1 1 10 20 816
22 5 1 0.5221 1 1 1 10 30 1066
22 6 1 0.5221 1 1 1 10 40 1467
22 7 1 0.5221 1 1 1 10 50 1000
22 8 1 0.4876 0 1 0 0 50 966
22 9 1 0.4876 0 1 0 0 50 750
22 10 1 0.4876 0 0 1 10 60 1433
22 11 1 0.4876 0 0 1 10 70 1116
22 12 1 0.5221 1 1 1 10 80 1283
22 13 1 0.4876 0 0 1 10 90 1850
22 14 1 0.4876 0 0 1 10 100 1066
22 15 1 0.4876 0 1 0 0 100 1350
22 16 1 0.5221 1 1 1 10 110 866
22 17 1 0.4876 0 0 1 10 120 2016
22 18 1 0.5221 1 1 1 10 130 1516
22 19 1 0.5221 1 1 1 10 140 1233
22 20 1 0.5221 1 1 1 10 150 966
22 21 1 0.5221 1 1 1 10 160 1066
22 22 1 0.4876 0 1 0 0 160 1150
22 23 1 0.5221 1 1 1 10 170 1016
22 24 1 0.5221 1 1 1 10 180 1266
22 25 1 0.5221 1 1 1 10 190 933
22 26 1 0.5221 1 1 1 10 200 866
22 27 1 0.5221 1 1 1 10 210 1116
22 28 1 0.5221 1 1 1 10 220 833
22 29 1 0.5221 1 1 1 10 230 1083
22 30 1 0.5221 1 0 0 0 230 1316
22 31 1 0.5221 1 1 1 10 240 1266
22 32 1 0.4876 0 0 1 10 250 1133
22 33 1 0.5221 1 1 1 10 260 950
22 34 1 0.5221 1 1 1 10 270 750
22 35 1 0.4876 0 0 1 10 280 1033
22 36 1 0.5221 1 1 1 10 290 1583
22 37 1 0.4876 0 0 1 10 300 1066
22 38 1 0.4876 0 0 1 10 310 2083
22 39 1 0.5221 1 1 1 10 320 1483
22 40 1 0.4876 0 0 1 10 330 1333
22 41 1 0.4876 0 0 1 10 340 1066
22 42 1 0.4876 0 0 1 10 350 900
22 43 1 0.5221 1 1 1 10 360 733
22 44 1 0.4876 0 0 1 10 370 1700
22 45 1 0.4876 0 0 1 10 380 850
22 46 1 0.5221 1 1 1 10 390 1250
22 47 1 0.4876 0 0 1 10 400 1316
22 48 1 0.4876 0 0 1 10 410 2533
22 49 1 0.4876 0 0 1 10 420 1733
22 50 1 0.4876 0 0 1 10 430 1066
22 51 1 0.5221 1 1 1 10 440 916
22 52 1 0.5221 1 1 1 10 450 1066
22 53 1 0.4876 0 0 1 10 460 1150
