SubNo TrialNo Mapping WhiteProp State Resp Acc Reward Balance ReactionTime
19 1 1 0.4871 0 0 1 10 10 10333
19 2 1 0.5234 1 0 0 0 10 1916
19 3 1 0.5234 1 0 0 0 10 733
19 4 1 0.4871 0 0 1 10 20 2566
19 5 1 0.4871 0 0 1 10 30 850
19 6 1 0.5234 1 1 1 10 40 1216
19 7 1 0.4871 0 0 1 10 50 1066
19 8 1 0.4871 0 0 1 10 60 1283
19 9 1 0.4871 0 0 1 10 70 1366
19 10 1 0.5234 1 1 1 10 80 1316
19 11 1 0.4871 0 1 0 0 80 1433
19 12 1 0.5234 1 1 1 10 90 1783
19 13 1 0.5234 1 1 1 10 100 1500
19 14 1 0.4871 0 0 1 10 110 816
19 15 1 0.4871 0 0 1 10 120 816
19 16 1 0.4871 0 0 1 10 130 700
19 17 1 0.4871 0 0 1 10 140 566
19 18 1 0.5234 1 1 1 10 150 1350
19 19 1 0.4871 0 0 1 10 160 1416
19 20 1 0.5234 1 1 1 10 170 3400
19 21 1 0.4871 0 0 1 10 180 2283
19 22 1 0.5234 1 1 1 10 190 1283
19 23 1 0.5234 1 1 1 10 200 1133
19 24 1 0.5234 1 1 1 10 210 766
19 25 1 0.4871 0 1 0 0 210 816
19 26 1 0.5234 1 1 1 10 220 866
19 27 1 0.5234 1 1 1 10 230 616
19 28 1 0.4871 0 0 1 10 240 933
19 29 1 0.5234 1 0 0 0 240 916
19 30 1 0.4871 0 1 0 0 240 1116
19 31 1 0.4871 0 0 1 10 250 1016
19 32 1 0.4871 0 0 1 10 260 800
19 33 1 0.5234 1 0 0 0 260 800
19 34 1 0.5234 1 1 1 10 270 850
19 35 1 0.5234 1 1 1 10 280 883
19 36 1 0.5234 1 1 1 10 290 766
19 37 1 0.4871 0 1 0 0 290 1950
19 38 1 0.4871 0 0 1 10 300 900
19 39 1 0.5234 1 0 0 0 300 4316
19 40 1 0.5234 1 1 1 10 310 1466
19 41 1 0.5234 1 1 1 10 320 1116
19 42 1 0.5234 1 0 0 0 320 800
19 43 1 0.4871 0 0 1 10 330 1300
19 44 1 0.5234 1 0 0 0 330 783
19 45 1 0.5234 1 0 0 0 330 2150
19 46 1 0.5234 1 1 1 10 340 850
19 47 1 0.5234 1 1 1 10 350 916
19 48 1 0.5234 1 0 0 0 350 900
19 49 1 0.5234 1 0 0 0 350 3816
19 50 1 0.5234 1 1 1 10 360 750
19 51 1 0.4871 0 0 1 10 370 916
19 52 1 0.5234 1 1 1 10 380 1783
