SubNo TrialNo Mapping WhiteProp State Resp Acc Reward Balance ReactionTime
25 1 1 0.4938 0 0 1 10 10 1283
25 2 1 0.4938 0 1 0 0 10 783
25 3 1 0.5142 1 1 1 10 20 1516
25 4 1 0.5142 1 1 1 10 30 666
25 5 1 0.5142 1 1 1 10 40 800
25 6 1 0.4938 0 1 0 0 40 700
25 7 1 0.5142 1 0 0 0 40 1550
25 8 1 0.4938 0 1 0 0 40 833
25 9 1 0.4938 0 0 1 10 50 883
25 10 1 0.4938 0 0 1 10 60 1033
25 11 1 0.5142 1 1 1 10 70 966
25 12 1 0.4938 0 0 1 10 80 866
25 13 1 0.4938 0 0 1 10 90 1533
25 14 1 0.5142 1 0 0 0 90 783
25 15 1 0.4938 0 0 1 10 100 700
25 16 1 0.5142 1 1 1 10 110 1116
25 17 1 0.5142 1 0 0 0 110 750
25 18 1 0.4938 0 1 0 0 110 1700
25 19 1 0.5142 1 0 0 0 110 733
25 20 1 0.4938 0 0 1 10 120 1216
25 21 1 0.5142 1 1 1 10 130 783
25 22 1 0.5142 1 1 1 10 140 1050
25 23 1 0.4938 0 0 1 10 150 900
25 24 1 0.5142 1 1 1 10 160 933
25 25 1 0.5142 1 1 1 10 170 683
25 26 1 0.4938 0 1 0 0 170 1533
25 27 1 0.5142 1 0 0 0 170 1133
25 28 1 0.5142 1 1 1 10 180 983
25 29 1 0.5142 1 1 1 10 190 766
25 30 1 0.4938 0 0 1 10 200 1050
25 31 1 0.5142 1 1 1 10 210 816
25 32 1 0.5142 1 1 1 10 220 2450
25 33 1 0.4938 0 0 1 10 230 1033
25 34 1 0.5142 1 1 1 10 240 1666
25 35 1 0.4938 0 0 1 10 250 1350
25 36 1 0.4938 0 0 1 10 260 1666
25 37 1 0.5142 1 1 1 10 270 1050
25 38 1 0.4938 0 0 1 10 280 766
25 39 1 0.5142 1 0 0 0 280 1116
25 40 1 0.5142 1 0 0 0 280 867
25 41 1 0.4938 0 0 1 10 290 716
25 42 1 0.5142 1 0 0 0 290 850
25 43 1 0.4938 0 0 1 10 300 716
25 44 1 0.4938 0 0 1 10 310 1133
25 45 1 0.4938 0 0 1 10 320 1350
25 46 1 0.4938 0 0 1 10 330 833
25 47 1 0.5142 1 0 0 0 330 783
25 48 1 0.4938 0 1 0 0 330 1550
25 49 1 0.5142 1 1 1 10 340 1716
25 50 1 0.5142 1 1 1 10 350 2233
25 51 1 0.5142 1 0 0 0 350 1133
25 52 1 0.5142 1 1 1 10 360 2283
25 53 1 0.5142 1 1 1 10 370 1383
25 54 1 0.4938 0 0 1 10 380 1366
25 55 1 0.4938 0 0 1 10 390 900
25 56 1 0.4938 0 0 1 10 400 1467
25 57 1 0.5142 1 0 0 0 400 1216
25 58 1 0.5142 1 1 1 10 410 783
25 59 1 0.4938 0 0 1 10 420 1050
25 60 1 0.5142 1 1 1 10 430 900
25 61 1 0.4938 0 0 1 10 440 916
25 62 1 0.4938 0 1 0 0 440 2066
25 63 1 0.4938 0 0 1 10 450 733
25 64 1 0.5142 1 1 1 10 460 1116
25 65 1 0.5142 1 1 1 10 470 1316
25 66 1 0.4938 0 1 0 0 470 816
25 67 1 0.5142 1 1 1 10 480 1383
25 68 1 0.4938 0 1 0 0 480 683
25 69 1 0.4938 0 0 1 10 490 1400
25 70 1 0.4938 0 0 1 10 500 633
25 71 1 0.4938 0 0 1 10 510 783
25 72 1 0.5142 1 0 0 0 510 716
25 73 1 0.5142 1 0 0 0 510 916
25 74 1 0.5142 1 0 0 0 510 683
25 75 1 0.4938 0 0 1 10 520 983
25 76 1 0.4938 0 0 1 10 530 900
25 77 1 0.5142 1 1 1 10 540 1183
25 78 1 0.5142 1 1 1 10 550 916
25 79 1 0.4938 0 0 1 10 560 933
25 80 1 0.4938 0 0 1 10 570 883
25 81 1 0.5142 1 0 0 0 570 850
25 82 1 0.5142 1 1 1 10 580 850
25 83 1 0.4938 0 0 1 10 590 766
25 84 1 0.5142 1 0 0 0 590 700
25 85 1 0.5142 1 1 1 10 600 1133
25 86 1 0.5142 1 1 1 10 610 733
25 87 1 0.4938 0 0 1 10 620 1066
25 88 1 0.4938 0 0 1 10 630 1766
25 89 1 0.5142 1 1 1 10 640 1000
25 90 1 0.4938 0 0 1 10 650 816
25 91 1 0.4938 0 0 1 10 660 1433
25 92 1 0.4938 0 0 1 10 670 566
25 93 1 0.5142 1 0 0 0 670 716
25 94 1 0.5142 1 0 0 0 670 1266
25 95 1 0.5142 1 1 1 10 680 533
25 96 1 0.4938 0 0 1 10 690 783
25 97 1 0.5142 1 1 1 10 700 1466
25 98 1 0.4938 0 0 1 10 710 533
25 99 1 0.4938 0 1 0 0 710 750
25 100 1 0.4938 0 1 0 0 710 1066
25 101 0 0.5142 1 0 0 0 710 1000
25 102 0 0.5142 1 0 0 0 710 1466
25 103 0 0.5142 1 1 1 10 720 583
25 104 0 0.5142 1 0 0 0 720 716
25 105 0 0.4938 0 1 0 0 720 1016
25 106 0 0.5142 1 0 0 0 720 950
25 107 0 0.4938 0 1 0 0 720 566
25 108 0 0.4938 0 1 0 0 720 733
25 109 0 0.5142 1 0 0 0 720 1083
25 110 0 0.5142 1 0 0 0 720 1283
25 111 0 0.4938 0 1 0 0 720 550
25 112 0 0.4938 0 1 0 0 720 650
25 113 0 0.5142 1 1 1 10 730 1433
25 114 0 0.4938 0 1 0 0 730 767
25 115 0 0.5142 1 0 0 0 730 950
25 116 0 0.5142 1 0 0 0 730 816
25 117 0 0.4938 0 1 0 0 730 916
25 118 0 0.5142 1 0 0 0 730 750
25 119 0 0.5142 1 1 1 10 740 1016
25 120 0 0.5142 1 1 1 10 750 600
25 121 0 0.5142 1 1 1 10 760 583
25 122 0 0.4938 0 1 0 0 760 716
25 123 0 0.4938 0 1 0 0 760 783
25 124 0 0.5142 1 0 0 0 760 833
25 125 0 0.4938 0 1 0 0 760 750
25 126 0 0.4938 0 1 0 0 760 600
25 127 0 0.4938 0 1 0 0 760 800
25 128 0 0.5142 1 0 0 0 760 516
25 129 0 0.4938 0 1 0 0 760 716
25 130 0 0.4938 0 1 0 0 760 716
25 131 0 0.5142 1 1 1 10 770 2150
25 132 0 0.5142 1 1 1 10 780 633
25 133 0 0.4938 0 0 1 10 790 1133
25 134 0 0.5142 1 0 0 0 790 2900
25 135 0 0.4938 0 0 1 10 800 1450
25 136 0 0.5142 1 0 0 0 800 783
25 137 0 0.5142 1 1 1 10 810 1266
25 138 0 0.5142 1 1 1 10 820 2083
25 139 0 0.4938 0 0 1 10 830 900
25 140 0 0.5142 1 1 1 10 840 1733
25 141 0 0.5142 1 1 1 10 850 733
25 142 0 0.5142 1 1 1 10 860 1050
25 143 0 0.5142 1 1 1 10 870 1083
25 144 0 0.5142 1 0 0 0 870 916
25 145 0 0.5142 1 1 1 10 880 683
25 146 0 0.4938 0 0 1 10 890 733
25 147 0 0.4938 0 0 1 10 900 716
25 148 0 0.4938 0 0 1 10 910 800
25 149 0 0.5142 1 1 1 10 920 583
25 150 0 0.4938 0 0 1 10 930 583
25 151 0 0.4938 0 0 1 10 940 666
25 152 0 0.4938 0 1 0 0 940 916
25 153 0 0.5142 1 1 1 10 950 1483
25 154 0 0.5142 1 1 1 10 960 800
25 155 0 0.5142 1 0 0 0 960 1100
