SubNo TrialNo Mapping WhiteProp State Resp Ac Reward Balance
3 64 1 0.4877 0 1 0 0.000 5.025
3 65 1 0.5061 1 1 1 0.025 5.050
3 66 1 0.5061 1 1 1 0.025 5.075
3 67 1 0.4877 0 0 1 0.025 5.100
3 68 1 0.5061 1 0 0 0.000 5.100
3 69 1 0.4877 0 1 0 0.000 5.100
3 70 1 0.5061 1 1 1 0.025 5.125
3 71 1 0.5061 1 0 0 0.000 5.125
3 72 1 0.5061 1 1 1 0.025 5.150
3 73 1 0.4877 0 0 1 0.025 5.175
3 74 1 0.5061 1 1 1 0.025 5.200
3 75 1 0.5061 1 0 0 0.000 5.200
3 76 1 0.5061 1 1 1 0.025 5.225
3 77 1 0.5061 1 1 1 0.025 5.250
3 78 1 0.5061 1 1 1 0.025 5.275
3 79 1 0.4877 0 0 1 0.025 5.300
3 80 1 0.4877 0 0 1 0.025 5.325
3 81 1 0.4877 0 0 1 0.025 5.350
3 82 1 0.5061 1 0 0 0.000 5.350
3 83 1 0.5061 1 1 1 0.025 5.375
3 84 1 0.4877 0 0 1 0.025 5.400
3 85 1 0.5061 1 1 1 0.025 5.425
3 86 1 0.5061 1 1 1 0.025 5.450
3 87 1 0.5061 1 0 0 0.000 5.450
3 88 1 0.5061 1 0 0 0.000 5.450
3 89 1 0.4877 0 0 1 0.025 5.475
3 90 1 0.4877 0 0 1 0.025 5.500
3 91 1 0.4877 0 1 0 0.000 5.500
3 92 1 0.4877 0 1 0 0.000 5.500
3 93 1 0.5061 1 1 1 0.025 5.525
3 94 1 0.4877 0 0 1 0.025 5.550
3 95 1 0.5061 1 0 0 0.000 5.550
3 96 1 0.5061 1 1 1 0.025 5.575
3 97 1 0.4877 0 0 1 0.025 5.600
3 98 1 0.4877 0 0 1 0.025 5.625
3 99 1 0.5061 1 0 0 0.000 5.625
3 100 1 0.5061 1 0 0 0.000 5.625
3 101 0 0.5061 1 1 1 0.025 5.650
3 102 0 0.5061 1 0 0 0.000 5.650
3 103 0 0.5061 1 1 1 0.025 5.675
3 104 0 0.4877 0 0 1 0.025 5.700
3 105 0 0.5061 1 0 0 0.000 5.700
3 106 0 0.5061 1 0 0 0.000 5.700
3 107 0 0.5061 1 1 1 0.025 5.725
3 108 0 0.5061 1 0 0 0.000 5.725
3 109 0 0.5061 1 1 1 0.025 5.750
3 110 0 0.4877 0 0 1 0.025 5.775
3 111 0 0.5061 1 0 0 0.000 5.775
3 112 0 0.5061 1 1 1 0.025 5.800
3 113 0 0.4877 0 0 1 0.025 5.825
3 114 0 0.4877 0 0 1 0.025 5.850
3 115 0 0.5061 1 1 1 0.025 5.875
3 116 0 0.4877 0 0 1 0.025 5.900
3 117 0 0.5061 1 0 0 0.000 5.900
3 118 0 0.4877 0 0 1 0.025 5.925
3 119 0 0.4877 0 0 1 0.025 5.950
3 120 0 0.5061 1 1 1 0.025 5.975
3 121 0 0.4877 0 0 1 0.025 6.000
3 122 0 0.5061 1 0 0 0.000 6.000
3 123 0 0.5061 1 1 1 0.025 6.025
3 124 0 0.5061 1 1 1 0.025 6.050
3 125 0 0.5061 1 0 0 0.000 6.050
3 126 0 0.4877 0 1 0 0.000 6.050
3 127 0 0.4877 0 1 0 0.000 6.050
3 128 0 0.4877 0 0 1 0.025 6.075
3 129 0 0.4877 0 0 1 0.025 6.100
3 130 0 0.4877 0 0 1 0.025 6.125
3 131 0 0.5061 1 0 0 0.000 6.125
3 132 0 0.5061 1 1 1 0.025 6.150
3 133 0 0.4877 0 0 1 0.025 6.175
3 134 0 0.4877 0 0 1 0.025 6.200
3 135 0 0.5061 1 0 0 0.000 6.200
3 136 0 0.4877 0 0 1 0.025 6.225
3 137 0 0.4877 0 1 0 0.000 6.225
3 138 0 0.4877 0 0 1 0.025 6.250
3 139 0 0.5061 1 1 1 0.025 6.275
3 140 0 0.4877 0 0 1 0.025 6.300
3 141 0 0.5061 1 1 1 0.025 6.325
3 142 0 0.4877 0 0 1 0.025 6.350
3 143 0 0.5061 1 1 1 0.025 6.375
3 144 0 0.4877 0 1 0 0.000 6.375
3 145 0 0.4877 0 1 0 0.000 6.375
3 146 0 0.4877 0 0 1 0.025 6.400
3 147 0 0.5061 1 0 0 0.000 6.400
3 148 0 0.5061 1 1 1 0.025 6.425
3 149 0 0.5061 1 1 1 0.025 6.450
3 150 0 0.4877 0 0 1 0.025 6.475
3 151 0 0.4877 0 0 1 0.025 6.500
3 152 0 0.5061 1 0 0 0.000 6.500
3 153 0 0.4877 0 1 0 0.000 6.500
3 154 0 0.4877 0 1 0 0.000 6.500
3 155 0 0.5061 1 1 1 0.025 6.525
3 156 0 0.4877 0 1 0 0.000 6.525
3 157 0 0.5061 1 1 1 0.025 6.550
3 158 0 0.5061 1 1 1 0.025 6.575
3 159 0 0.5061 1 1 1 0.025 6.600
3 160 0 0.4877 0 1 0 0.000 6.600
3 161 0 0.5061 1 0 0 0.000 6.600
3 162 0 0.5061 1 1 1 0.025 6.625
3 163 0 0.5061 1 1 1 0.025 6.650
3 164 0 0.4877 0 0 1 0.025 6.675
3 165 0 0.4877 0 0 1 0.025 6.700
3 166 0 0.4877 0 0 1 0.025 6.725
3 167 0 0.4877 0 0 1 0.025 6.750
3 168 0 0.4877 0 0 1 0.025 6.775
3 169 0 0.5061 1 1 1 0.025 6.800
3 170 0 0.5061 1 1 1 0.025 6.825
3 171 0 0.4877 0 0 1 0.025 6.850
3 172 0 0.4877 0 0 1 0.025 6.875
3 173 0 0.4877 0 0 1 0.025 6.900
3 174 0 0.4877 0 0 1 0.025 6.925
3 175 0 0.4877 0 0 1 0.025 6.950
3 176 0 0.5061 1 1 1 0.025 6.975
3 177 0 0.5061 1 1 1 0.025 7.000
3 178 0 0.4877 0 0 1 0.025 7.025
3 179 0 0.5061 1 1 1 0.025 7.050
3 180 0 0.5061 1 0 0 0.000 7.050
3 181 0 0.4877 0 1 0 0.000 7.050
3 182 0 0.4877 0 1 0 0.000 7.050
3 183 0 0.5061 1 1 1 0.025 7.075
3 184 0 0.4877 0 0 1 0.025 7.100
3 185 0 0.5061 1 0 0 0.000 7.100
3 186 0 0.5061 1 1 1 0.025 7.125
3 187 0 0.4877 0 0 1 0.025 7.150
3 188 0 0.5061 1 0 0 0.000 7.150
3 189 0 0.4877 0 1 0 0.000 7.150
3 190 0 0.5061 1 1 1 0.025 7.175
3 191 0 0.5061 1 1 1 0.025 7.200
3 192 0 0.5061 1 1 1 0.025 7.225
3 193 0 0.5061 1 0 0 0.000 7.225
3 194 0 0.5061 1 1 1 0.025 7.250
3 195 0 0.4877 0 0 1 0.025 7.275
3 196 0 0.4877 0 0 1 0.025 7.300
3 197 0 0.4877 0 0 1 0.025 7.325
3 198 0 0.4877 0 0 1 0.025 7.350
3 199 0 0.4877 0 0 1 0.025 7.375
3 200 0 0.5061 1 0 0 0.000 7.375
