SubNo TrialNo Mapping WhiteProp State Resp Acc Reward Balance ReactionTime
26 1 0 0.5021 1 1 1 10 10 2133
26 2 0 0.4685 0 0 1 10 20 1216
26 3 0 0.5021 1 1 1 10 30 1533
26 4 0 0.5021 1 1 1 10 40 1716
26 5 0 0.4685 0 0 1 10 50 1416
26 6 0 0.4685 0 0 1 10 60 1633
26 7 0 0.4685 0 0 1 10 70 933
26 8 0 0.4685 0 0 1 10 80 650
26 9 0 0.5021 1 1 1 10 90 1333
26 10 0 0.5021 1 1 1 10 100 1033
26 11 0 0.4685 0 0 1 10 110 800
26 12 0 0.5021 1 1 1 10 120 1283
26 13 0 0.5021 1 0 0 0 120 1600
26 14 0 0.5021 1 1 1 10 130 950
26 15 0 0.4685 0 0 1 10 140 850
26 16 0 0.5021 1 1 1 10 150 933
26 17 0 0.5021 1 1 1 10 160 883
26 18 0 0.4685 0 0 1 10 170 700
26 19 0 0.4685 0 0 1 10 180 700
26 20 0 0.5021 1 1 1 10 190 1150
26 21 0 0.4685 0 0 1 10 200 1200
26 22 0 0.5021 1 1 1 10 210 700
26 23 0 0.4685 0 1 0 0 210 816
26 24 0 0.4685 0 1 0 0 210 833
26 25 0 0.5021 1 1 1 10 220 1433
26 26 0 0.4685 0 1 0 0 220 750
26 27 0 0.4685 0 1 0 0 220 866
26 28 0 0.5021 1 1 1 10 230 733
26 29 0 0.5021 1 0 0 0 230 1633
26 30 0 0.5021 1 1 1 10 240 1200
26 31 0 0.5021 1 0 0 0 240 1300
26 32 0 0.5021 1 1 1 10 250 1216
26 33 0 0.4685 0 1 0 0 250 1383
26 34 0 0.4685 0 0 1 10 260 883
26 35 0 0.4685 0 0 1 10 270 866
26 36 0 0.4685 0 0 1 10 280 816
26 37 0 0.4685 0 0 1 10 290 766
26 38 0 0.4685 0 0 1 10 300 616
26 39 0 0.4685 0 0 1 10 310 666
26 40 0 0.4685 0 0 1 10 320 733
26 41 0 0.4685 0 0 1 10 330 883
26 42 0 0.4685 0 0 1 10 340 683
26 43 0 0.4685 0 0 1 10 350 983
26 44 0 0.5021 1 1 1 10 360 650
26 45 0 0.5021 1 1 1 10 370 716
26 46 0 0.5021 1 1 1 10 380 583
26 47 0 0.5021 1 1 1 10 390 716
26 48 0 0.4685 0 0 1 10 400 1250
26 49 0 0.5021 1 1 1 10 410 733
26 50 0 0.4685 0 0 1 10 420 783
26 51 0 0.5021 1 1 1 10 430 1266
26 52 0 0.5021 1 1 1 10 440 650
26 53 0 0.4685 0 0 1 10 450 933
26 54 0 0.5021 1 1 1 10 460 1200
26 55 0 0.5021 1 1 1 10 470 966
26 56 0 0.4685 0 1 0 0 470 966
26 57 0 0.5021 1 1 1 10 480 2550
26 58 0 0.5021 1 1 1 10 490 916
26 59 0 0.5021 1 1 1 10 500 700
26 60 0 0.5021 1 1 1 10 510 650
26 61 0 0.4685 0 0 1 10 520 816
26 62 0 0.5021 1 1 1 10 530 1300
26 63 0 0.4685 0 1 0 0 530 833
26 64 0 0.4685 0 1 0 0 530 750
26 65 0 0.5021 1 0 0 0 530 1016
26 66 0 0.4685 0 0 1 10 540 850
26 67 0 0.4685 0 1 0 0 540 1066
26 68 0 0.4685 0 0 1 10 550 700
26 69 0 0.5021 1 1 1 10 560 750
26 70 0 0.4685 0 1 0 0 560 766
26 71 0 0.4685 0 0 1 10 570 866
26 72 0 0.5021 1 1 1 10 580 1300
26 73 0 0.4685 0 1 0 0 580 1083
26 74 0 0.4685 0 0 1 10 590 716
26 75 0 0.5021 1 1 1 10 600 833
26 76 0 0.4685 0 0 1 10 610 733
26 77 0 0.4685 0 0 1 10 620 850
26 78 0 0.5021 1 1 1 10 630 1200
26 79 0 0.5021 1 1 1 10 640 833
26 80 0 0.4685 0 0 1 10 650 550
26 81 0 0.5021 1 1 1 10 660 650
26 82 0 0.5021 1 1 1 10 670 866
26 83 0 0.4685 0 0 1 10 680 600
26 84 0 0.4685 0 0 1 10 690 683
26 85 0 0.5021 1 1 1 10 700 966
26 86 0 0.4685 0 0 1 10 710 816
26 87 0 0.4685 0 0 1 10 720 2166
26 88 0 0.4685 0 0 1 10 730 750
26 89 0 0.5021 1 0 0 0 730 883
26 90 0 0.5021 1 0 0 0 730 983
26 91 0 0.5021 1 0 0 0 730 983
26 92 0 0.5021 1 0 0 0 730 683
26 93 0 0.4685 0 0 1 10 740 716
26 94 0 0.5021 1 0 0 0 740 750
26 95 0 0.5021 1 0 0 0 740 833
26 96 0 0.5021 1 0 0 0 740 850
26 97 0 0.5021 1 0 0 0 740 767
26 98 0 0.4685 0 0 1 10 750 650
26 99 0 0.5021 1 0 0 0 750 833
26 100 0 0.4685 0 0 1 10 760 666
26 101 1 0.4685 0 1 0 0 760 800
26 102 1 0.4685 0 1 0 0 760 800
26 103 1 0.5021 1 0 0 0 760 750
26 104 1 0.5021 1 0 0 0 760 1350
26 105 1 0.5021 1 1 1 10 770 1333
26 106 1 0.5021 1 0 0 0 770 866
26 107 1 0.5021 1 1 1 10 780 1050
26 108 1 0.4685 0 1 0 0 780 900
26 109 1 0.5021 1 0 0 0 780 1466
26 110 1 0.4685 0 0 1 10 790 950
26 111 1 0.4685 0 0 1 10 800 900
26 112 1 0.4685 0 1 0 0 800 950
26 113 1 0.4685 0 0 1 10 810 1400
26 114 1 0.5021 1 1 1 10 820 1016
26 115 1 0.5021 1 1 1 10 830 1916
26 116 1 0.4685 0 1 0 0 830 1100
26 117 1 0.4685 0 1 0 0 830 1700
26 118 1 0.4685 0 0 1 10 840 1100
26 119 1 0.5021 1 1 1 10 850 1116
26 120 1 0.4685 0 1 0 0 850 1066
26 121 1 0.4685 0 0 1 10 860 1283
26 122 1 0.4685 0 0 1 10 870 833
26 123 1 0.4685 0 0 1 10 880 3133
26 124 1 0.5021 1 0 0 0 880 1066
26 125 1 0.5021 1 1 1 10 890 1266
26 126 1 0.4685 0 0 1 10 900 1483
26 127 1 0.4685 0 0 1 10 910 2700
26 128 1 0.4685 0 1 0 0 910 1066
26 129 1 0.5021 1 0 0 0 910 1300
26 130 1 0.4685 0 0 1 10 920 2366
26 131 1 0.4685 0 1 0 0 920 2333
26 132 1 0.5021 1 0 0 0 920 1483
26 133 1 0.4685 0 1 0 0 920 2000
26 134 1 0.5021 1 0 0 0 920 1450
26 135 1 0.5021 1 1 1 10 930 1766
26 136 1 0.5021 1 1 1 10 940 750
26 137 1 0.4685 0 1 0 0 940 850
26 138 1 0.5021 1 1 1 10 950 1266
26 139 1 0.5021 1 1 1 10 960 800
26 140 1 0.5021 1 0 0 0 960 1066
26 141 1 0.4685 0 1 0 0 960 1083
26 142 1 0.5021 1 0 0 0 960 1033
26 143 1 0.4685 0 0 1 10 970 1100
26 144 1 0.4685 0 1 0 0 970 1200
26 145 1 0.5021 1 1 1 10 980 2200
26 146 1 0.5021 1 0 0 0 980 1350
26 147 1 0.5021 1 1 1 10 990 1350
26 148 1 0.5021 1 1 1 10 1000 983
26 149 1 0.4685 0 1 0 0 1000 1283
26 150 1 0.4685 0 0 1 10 1010 3066
26 151 1 0.5021 1 0 0 0 1010 916
26 152 1 0.5021 1 0 0 0 1010 833
26 153 1 0.4685 0 1 0 0 1010 2266
26 154 1 0.5021 1 1 1 10 1020 1150
26 155 1 0.4685 0 0 1 10 1030 983
26 156 1 0.5021 1 1 1 10 1040 1050
26 157 1 0.4685 0 0 1 10 1050 2050
26 158 1 0.5021 1 1 1 10 1060 1400
26 159 1 0.4685 0 0 1 10 1070 866
26 160 1 0.4685 0 0 1 10 1080 1633
26 161 1 0.5021 1 1 1 10 1090 1250
26 162 1 0.4685 0 0 1 10 1100 2083
26 163 1 0.5021 1 0 0 0 1100 900
26 164 1 0.5021 1 1 1 10 1110 933
26 165 1 0.4685 0 0 1 10 1120 2500
26 166 1 0.5021 1 0 0 0 1120 1766
26 167 1 0.4685 0 0 1 10 1130 966
26 168 1 0.4685 0 1 0 0 1130 1066
26 169 1 0.5021 1 1 1 10 1140 900
26 170 1 0.4685 0 1 0 0 1140 4350
26 171 1 0.5021 1 1 1 10 1150 1616
26 172 1 0.5021 1 1 1 10 1160 1066
26 173 1 0.4685 0 0 1 10 1170 1066
26 174 1 0.4685 0 0 1 10 1180 1083
26 175 1 0.5021 1 1 1 10 1190 2400
26 176 1 0.4685 0 0 1 10 1200 1700
26 177 1 0.4685 0 0 1 10 1210 1216
26 178 1 0.4685 0 1 0 0 1210 1016
26 179 1 0.4685 0 0 1 10 1220 1166
26 180 1 0.5021 1 1 1 10 1230 1183
26 181 1 0.5021 1 1 1 10 1240 1816
26 182 1 0.4685 0 0 1 10 1250 783
26 183 1 0.4685 0 1 0 0 1250 1066
26 184 1 0.5021 1 1 1 10 1260 1016
26 185 1 0.5021 1 0 0 0 1260 1633
26 186 1 0.4685 0 1 0 0 1260 1366
26 187 1 0.5021 1 0 0 0 1260 1133
26 188 1 0.4685 0 0 1 10 1270 2716
26 189 1 0.5021 1 1 1 10 1280 1200
26 190 1 0.5021 1 1 1 10 1290 1183
26 191 1 0.5021 1 1 1 10 1300 816
26 192 1 0.5021 1 1 1 10 1310 650
26 193 1 0.4685 0 1 0 0 1310 933
26 194 1 0.5021 1 1 1 10 1320 1166
26 195 1 0.5021 1 1 1 10 1330 1516
26 196 1 0.5021 1 1 1 10 1340 833
26 197 1 0.4685 0 0 1 10 1350 883
26 198 1 0.4685 0 0 1 10 1360 866
26 199 1 0.5021 1 0 0 0 1360 1083
26 200 1 0.4685 0 0 1 10 1370 1133
