SubNo TrialNo Mapping WhiteProp State Resp Ac Reward Balance
2 177 0 0.5375 1 1 1 0.025 7.625
2 178 0 0.5130 0 0 1 0.025 7.650
2 179 0 0.5130 0 0 1 0.025 7.675
2 180 0 0.5130 0 0 1 0.025 7.700
2 181 0 0.5130 0 0 1 0.025 7.725
2 182 0 0.5375 1 1 1 0.025 7.750
2 183 0 0.5375 1 1 1 0.025 7.775
2 184 0 0.5375 1 1 1 0.025 7.800
2 185 0 0.5375 1 1 1 0.025 7.825
2 186 0 0.5130 0 1 0 0.000 7.825
2 187 0 0.5375 1 1 1 0.025 7.850
2 188 0 0.5375 1 1 1 0.025 7.875
2 189 0 0.5130 0 1 0 0.000 7.875
2 190 0 0.5130 0 1 0 0.000 7.875
2 191 0 0.5375 1 1 1 0.025 7.900
2 192 0 0.5130 0 1 0 0.000 7.900
2 193 0 0.5130 0 0 1 0.025 7.925
2 194 0 0.5375 1 1 1 0.025 7.950
2 195 0 0.5375 1 1 1 0.025 7.975
2 196 0 0.5130 0 1 0 0.000 7.975
2 197 0 0.5130 0 0 1 0.025 8.000
2 198 0 0.5130 0 0 1 0.025 8.025
2 199 0 0.5375 1 1 1 0.025 8.050
2 200 0 0.5375 1 1 1 0.025 8.075
