SubNo TrialNo Mapping WhiteProp State Resp Ac Reward Balance
7 1 0 0.5124 0 0 1 0.025 4.025
7 2 0 0.5295 1 1 1 0.025 4.050
7 3 0 0.5124 0 0 1 0.025 4.075
7 4 0 0.5124 0 0 1 0.025 4.100
7 5 0 0.5124 0 0 1 0.025 4.125
7 6 0 0.5295 1 0 0 0.000 4.125
7 7 0 0.5295 1 1 1 0.025 4.150
7 8 0 0.5124 0 0 1 0.025 4.175
7 9 0 0.5295 1 0 0 0.000 4.175
7 10 0 0.5295 1 0 0 0.000 4.175
7 11 0 0.5124 0 0 1 0.025 4.200
7 12 0 0.5295 1 0 0 0.000 4.200
7 13 0 0.5124 0 0 1 0.025 4.225
7 14 0 0.5124 0 0 1 0.025 4.250
7 15 0 0.5295 1 1 1 0.025 4.275
7 16 0 0.5124 0 0 1 0.025 4.300
7 17 0 0.5295 1 1 1 0.025 4.325
7 18 0 0.5295 1 1 1 0.025 4.350
7 19 0 0.5295 1 1 1 0.025 4.375
7 20 0 0.5124 0 1 0 0.000 4.375
7 21 0 0.5124 0 0 1 0.025 4.400
7 22 0 0.5295 1 0 0 0.000 4.400
7 23 0 0.5124 0 0 1 0.025 4.425
7 24 0 0.5295 1 1 1 0.025 4.450
7 25 0 0.5124 0 0 1 0.025 4.475
7 26 0 0.5295 1 1 1 0.025 4.500
7 27 0 0.5295 1 1 1 0.025 4.525
7 28 0 0.5124 0 1 0 0.000 4.525
7 29 0 0.5295 1 0 0 0.000 4.525
7 30 0 0.5124 0 0 1 0.025 4.550
7 31 0 0.5124 0 0 1 0.025 4.575
7 32 0 0.5124 0 0 1 0.025 4.600
7 33 0 0.5295 1 0 0 0.000 4.600
7 34 0 0.5295 1 1 1 0.025 4.625
7 35 0 0.5124 0 0 1 0.025 4.650
7 36 0 0.5124 0 0 1 0.025 4.675
7 37 0 0.5295 1 0 0 0.000 4.675
7 38 0 0.5295 1 1 1 0.025 4.700
7 39 0 0.5124 0 0 1 0.025 4.725
7 40 0 0.5295 1 1 1 0.025 4.750
7 41 0 0.5295 1 0 0 0.000 4.750
7 42 0 0.5295 1 0 0 0.000 4.750
7 43 0 0.5124 0 0 1 0.025 4.775
7 44 0 0.5124 0 0 1 0.025 4.800
7 45 0 0.5295 1 0 0 0.000 4.800
7 46 0 0.5295 1 0 0 0.000 4.800
7 47 0 0.5295 1 0 0 0.000 4.800
7 48 0 0.5124 0 0 1 0.025 4.825
7 49 0 0.5295 1 0 0 0.000 4.825
7 50 0 0.5295 1 1 1 0.025 4.850
7 51 0 0.5295 1 0 0 0.000 4.850
7 52 0 0.5295 1 1 1 0.025 4.875
7 53 0 0.5295 1 1 1 0.025 4.900
7 54 0 0.5295 1 0 0 0.000 4.900
7 55 0 0.5295 1 1 1 0.025 4.925
7 56 0 0.5124 0 0 1 0.025 4.950
7 57 0 0.5295 1 0 0 0.000 4.950
7 58 0 0.5124 0 1 0 0.000 4.950
7 59 0 0.5295 1 1 1 0.025 4.975
7 60 0 0.5124 0 1 0 0.000 4.975
7 61 0 0.5295 1 0 0 0.000 4.975
7 62 0 0.5295 1 0 0 0.000 4.975
7 63 0 0.5124 0 0 1 0.025 5.000
7 64 0 0.5124 0 0 1 0.025 5.025
7 65 0 0.5295 1 1 1 0.025 5.050
7 66 0 0.5124 0 0 1 0.025 5.075
7 67 0 0.5124 0 0 1 0.025 5.100
7 68 0 0.5295 1 1 1 0.025 5.125
7 69 0 0.5124 0 0 1 0.025 5.150
7 70 0 0.5124 0 0 1 0.025 5.175
7 71 0 0.5295 1 0 0 0.000 5.175
7 72 0 0.5124 0 0 1 0.025 5.200
7 73 0 0.5124 0 0 1 0.025 5.225
7 74 0 0.5295 1 1 1 0.025 5.250
7 75 0 0.5295 1 1 1 0.025 5.275
7 76 0 0.5295 1 1 1 0.025 5.300
7 77 0 0.5295 1 0 0 0.000 5.300
7 78 0 0.5295 1 0 0 0.000 5.300
7 79 0 0.5295 1 0 0 0.000 5.300
7 80 0 0.5295 1 1 1 0.025 5.325
7 81 0 0.5124 0 0 1 0.025 5.350
7 82 0 0.5295 1 1 1 0.025 5.375
7 83 0 0.5124 0 1 0 0.000 5.375
7 84 0 0.5124 0 0 1 0.025 5.400
7 85 0 0.5124 0 0 1 0.025 5.425
7 86 0 0.5124 0 0 1 0.025 5.450
7 87 0 0.5124 0 1 0 0.000 5.450
7 88 0 0.5124 0 0 1 0.025 5.475
7 89 0 0.5295 1 0 0 0.000 5.475
7 90 0 0.5124 0 0 1 0.025 5.500
7 91 0 0.5124 0 0 1 0.025 5.525
7 92 0 0.5295 1 0 0 0.000 5.525
7 93 0 0.5124 0 0 1 0.025 5.550
7 94 0 0.5124 0 0 1 0.025 5.575
7 95 0 0.5295 1 1 1 0.025 5.600
7 96 0 0.5124 0 0 1 0.025 5.625
7 97 0 0.5124 0 0 1 0.025 5.650
7 98 0 0.5124 0 0 1 0.025 5.675
7 99 0 0.5124 0 0 1 0.025 5.700
7 100 0 0.5124 0 0 1 0.025 5.725
7 101 1 0.5295 1 1 1 0.025 5.750
7 102 1 0.5124 0 0 1 0.025 5.775
7 103 1 0.5124 0 0 1 0.025 5.800
7 104 1 0.5295 1 1 1 0.025 5.825
7 105 1 0.5124 0 0 1 0.025 5.850
7 106 1 0.5124 0 0 1 0.025 5.875
7 107 1 0.5124 0 0 1 0.025 5.900
7 108 1 0.5124 0 0 1 0.025 5.925
7 109 1 0.5295 1 1 1 0.025 5.950
7 110 1 0.5124 0 0 1 0.025 5.975
7 111 1 0.5295 1 1 1 0.025 6.000
7 112 1 0.5295 1 1 1 0.025 6.025
7 113 1 0.5124 0 0 1 0.025 6.050
7 114 1 0.5124 0 1 0 0.000 6.050
7 115 1 0.5124 0 1 0 0.000 6.050
7 116 1 0.5124 0 0 1 0.025 6.075
7 117 1 0.5295 1 1 1 0.025 6.100
7 118 1 0.5124 0 0 1 0.025 6.125
7 119 1 0.5124 0 0 1 0.025 6.150
7 120 1 0.5124 0 0 1 0.025 6.175
7 121 1 0.5295 1 1 1 0.025 6.200
7 122 1 0.5124 0 0 1 0.025 6.225
7 123 1 0.5295 1 1 1 0.025 6.250
7 124 1 0.5124 0 0 1 0.025 6.275
7 125 1 0.5124 0 0 1 0.025 6.300
7 126 1 0.5295 1 1 1 0.025 6.325
7 127 1 0.5124 0 0 1 0.025 6.350
7 128 1 0.5295 1 1 1 0.025 6.375
7 129 1 0.5124 0 0 1 0.025 6.400
7 130 1 0.5124 0 0 1 0.025 6.425
7 131 1 0.5295 1 1 1 0.025 6.450
7 132 1 0.5295 1 1 1 0.025 6.475
7 133 1 0.5295 1 1 1 0.025 6.500
7 134 1 0.5295 1 1 1 0.025 6.525
7 135 1 0.5295 1 1 1 0.025 6.550
7 136 1 0.5124 0 0 1 0.025 6.575
7 137 1 0.5295 1 1 1 0.025 6.600
7 138 1 0.5295 1 1 1 0.025 6.625
7 139 1 0.5124 0 0 1 0.025 6.650
7 140 1 0.5295 1 0 0 0.000 6.650
7 141 1 0.5124 0 0 1 0.025 6.675
7 142 1 0.5295 1 1 1 0.025 6.700
7 143 1 0.5295 1 0 0 0.000 6.700
7 144 1 0.5295 1 1 1 0.025 6.725
7 145 1 0.5295 1 0 0 0.000 6.725
7 146 1 0.5295 1 1 1 0.025 6.750
7 147 1 0.5295 1 0 0 0.000 6.750
7 148 1 0.5295 1 1 1 0.025 6.775
7 149 1 0.5295 1 1 1 0.025 6.800
7 150 1 0.5295 1 0 0 0.000 6.800
7 151 1 0.5295 1 1 1 0.025 6.825
7 152 1 0.5295 1 1 1 0.025 6.850
7 153 1 0.5124 0 1 0 0.000 6.850
7 154 1 0.5124 0 1 0 0.000 6.850
7 155 1 0.5295 1 1 1 0.025 6.875
7 156 1 0.5295 1 1 1 0.025 6.900
7 157 1 0.5124 0 0 1 0.025 6.925
7 158 1 0.5124 0 0 1 0.025 6.950
7 159 1 0.5124 0 0 1 0.025 6.975
7 160 1 0.5295 1 1 1 0.025 7.000
7 161 1 0.5124 0 0 1 0.025 7.025
7 162 1 0.5295 1 1 1 0.025 7.050
7 163 1 0.5295 1 1 1 0.025 7.075
7 164 1 0.5295 1 0 0 0.000 7.075
7 165 1 0.5124 0 1 0 0.000 7.075
7 166 1 0.5295 1 0 0 0.000 7.075
7 167 1 0.5124 0 0 1 0.025 7.100
7 168 1 0.5295 1 1 1 0.025 7.125
7 169 1 0.5124 0 0 1 0.025 7.150
7 170 1 0.5124 0 0 1 0.025 7.175
7 171 1 0.5124 0 0 1 0.025 7.200
7 172 1 0.5295 1 0 0 0.000 7.200
7 173 1 0.5124 0 0 1 0.025 7.225
7 174 1 0.5124 0 0 1 0.025 7.250
7 175 1 0.5124 0 0 1 0.025 7.275
7 176 1 0.5124 0 1 0 0.000 7.275
7 177 1 0.5124 0 1 0 0.000 7.275
7 178 1 0.5124 0 1 0 0.000 7.275
7 179 1 0.5295 1 0 0 0.000 7.275
7 180 1 0.5295 1 0 0 0.000 7.275
7 181 1 0.5295 1 0 0 0.000 7.275
7 182 1 0.5124 0 0 1 0.025 7.300
7 183 1 0.5124 0 0 1 0.025 7.325
7 184 1 0.5295 1 0 0 0.000 7.325
7 185 1 0.5295 1 1 1 0.025 7.350
7 186 1 0.5295 1 1 1 0.025 7.375
7 187 1 0.5295 1 1 1 0.025 7.400
7 188 1 0.5295 1 1 1 0.025 7.425
7 189 1 0.5124 0 1 0 0.000 7.425
7 190 1 0.5295 1 1 1 0.025 7.450
7 191 1 0.5124 0 1 0 0.000 7.450
7 192 1 0.5124 0 1 0 0.000 7.450
7 193 1 0.5295 1 1 1 0.025 7.475
7 194 1 0.5124 0 1 0 0.000 7.475
7 195 1 0.5124 0 0 1 0.025 7.500
7 196 1 0.5295 1 1 1 0.025 7.525
7 197 1 0.5124 0 1 0 0.000 7.525
7 198 1 0.5124 0 0 1 0.025 7.550
7 199 1 0.5295 1 1 1 0.025 7.575
7 200 1 0.5124 0 0 1 0.025 7.600
