SubNo TrialNo Mapping WhiteProp State Resp Ac Reward Balance
5 127 1 0.5256 1 1 1 0.025 6.175
5 128 1 0.5256 1 1 1 0.025 6.200
5 129 1 0.5256 1 1 1 0.025 6.225
5 130 1 0.4959 0 0 1 0.025 6.250
5 131 1 0.5256 1 0 0 0.000 6.250
5 132 1 0.4959 0 0 1 0.025 6.275
5 133 1 0.4959 0 0 1 0.025 6.300
5 134 1 0.5256 1 1 1 0.025 6.325
5 135 1 0.4959 0 1 0 0.000 6.325
5 136 1 0.5256 1 1 1 0.025 6.350
5 137 1 0.5256 1 0 0 0.000 6.350
5 138 1 0.5256 1 1 1 0.025 6.375
5 139 1 0.4959 0 0 1 0.025 6.400
5 140 1 0.4959 0 0 1 0.025 6.425
5 141 1 0.4959 0 0 1 0.025 6.450
5 142 1 0.4959 0 0 1 0.025 6.475
5 143 1 0.5256 1 1 1 0.025 6.500
5 144 1 0.4959 0 0 1 0.025 6.525
5 145 1 0.4959 0 0 1 0.025 6.550
5 146 1 0.5256 1 0 0 0.000 6.550
5 147 1 0.4959 0 0 1 0.025 6.575
5 148 1 0.5256 1 1 1 0.025 6.600
5 149 1 0.5256 1 1 1 0.025 6.625
5 150 1 0.4959 0 1 0 0.000 6.625
5 151 1 0.5256 1 1 1 0.025 6.650
5 152 1 0.4959 0 0 1 0.025 6.675
5 153 1 0.4959 0 0 1 0.025 6.700
5 154 1 0.4959 0 0 1 0.025 6.725
5 155 1 0.4959 0 1 0 0.000 6.725
5 156 1 0.5256 1 1 1 0.025 6.750
5 157 1 0.5256 1 1 1 0.025 6.775
5 158 1 0.4959 0 0 1 0.025 6.800
5 159 1 0.4959 0 1 0 0.000 6.800
5 160 1 0.5256 1 1 1 0.025 6.825
5 161 1 0.4959 0 1 0 0.000 6.825
5 162 1 0.4959 0 1 0 0.000 6.825
5 163 1 0.5256 1 1 1 0.025 6.850
5 164 1 0.5256 1 1 1 0.025 6.875
5 165 1 0.5256 1 0 0 0.000 6.875
5 166 1 0.4959 0 0 1 0.025 6.900
5 167 1 0.4959 0 0 1 0.025 6.925
5 168 1 0.5256 1 0 0 0.000 6.925
5 169 1 0.4959 0 0 1 0.025 6.950
5 170 1 0.4959 0 0 1 0.025 6.975
5 171 1 0.5256 1 1 1 0.025 7.000
5 172 1 0.5256 1 1 1 0.025 7.025
5 173 1 0.4959 0 0 1 0.025 7.050
5 174 1 0.4959 0 0 1 0.025 7.075
5 175 1 0.5256 1 1 1 0.025 7.100
5 176 1 0.5256 1 0 0 0.000 7.100
5 177 1 0.5256 1 1 1 0.025 7.125
5 178 1 0.5256 1 0 0 0.000 7.125
5 179 1 0.5256 1 1 1 0.025 7.150
5 180 1 0.4959 0 0 1 0.025 7.175
5 181 1 0.4959 0 0 1 0.025 7.200
5 182 1 0.5256 1 0 0 0.000 7.200
5 183 1 0.4959 0 0 1 0.025 7.225
5 184 1 0.4959 0 0 1 0.025 7.250
5 185 1 0.5256 1 0 0 0.000 7.250
5 186 1 0.5256 1 0 0 0.000 7.250
5 187 1 0.4959 0 0 1 0.025 7.275
5 188 1 0.4959 0 0 1 0.025 7.300
5 189 1 0.4959 0 0 1 0.025 7.325
5 190 1 0.5256 1 0 0 0.000 7.325
5 191 1 0.4959 0 0 1 0.025 7.350
5 192 1 0.5256 1 0 0 0.000 7.350
5 193 1 0.5256 1 1 1 0.025 7.375
5 194 1 0.4959 0 0 1 0.025 7.400
5 195 1 0.4959 0 0 1 0.025 7.425
5 196 1 0.5256 1 1 1 0.025 7.450
5 197 1 0.4959 0 1 0 0.000 7.450
5 198 1 0.5256 1 1 1 0.025 7.475
5 199 1 0.4959 0 0 1 0.025 7.500
5 200 1 0.5256 1 0 0 0.000 7.500
