SubNo TrialNo WhiteProp Resp Ac
20 1 0.48 0 1
20 2 0.42 0 1
20 3 0.42 0 1
20 4 0.42 0 1
20 5 0.40 0 1
20 6 0.58 1 1
20 7 0.40 0 1
20 8 0.40 0 1
20 9 0.50 1 1
20 10 0.46 1 0
20 11 0.54 1 1
20 12 0.54 1 1
20 13 0.46 0 1
20 14 0.48 1 0
20 15 0.46 1 0
20 16 0.42 0 1
20 17 0.48 0 1
20 18 0.50 1 1
20 19 0.42 1 0
20 20 0.60 1 1
20 21 0.50 1 1
20 22 0.60 1 1
20 23 0.60 1 1
20 24 0.54 0 0
20 25 0.46 0 1
20 26 0.50 0 0
20 27 0.54 1 1
20 28 0.50 1 1
20 29 0.60 1 1
20 30 0.42 0 1
20 31 0.40 0 1
20 32 0.48 0 1
20 33 0.40 0 1
20 34 0.46 0 1
20 35 0.40 0 1
20 36 0.46 0 1
20 37 0.60 1 1
20 38 0.48 1 0
20 39 0.54 1 1
20 40 0.48 0 1
20 41 0.52 0 0
20 42 0.42 0 1
20 43 0.42 0 1
20 44 0.46 0 1
20 45 0.40 0 1
20 46 0.40 0 1
20 47 0.52 1 1
20 48 0.50 1 1
20 49 0.54 1 1
20 50 0.54 1 1
20 51 0.58 1 1
20 52 0.50 1 1
20 53 0.52 1 1
20 54 0.60 1 1
20 55 0.48 0 1
20 56 0.40 0 1
20 57 0.54 1 1
20 58 0.58 1 1
20 59 0.54 1 1
20 60 0.48 0 1
20 61 0.42 0 1
20 62 0.48 1 0
20 63 0.50 1 1
20 64 0.52 1 1
20 65 0.58 1 1
20 66 0.52 0 0
20 67 0.48 0 1
20 68 0.40 0 1
20 69 0.60 1 1
20 70 0.50 1 1
20 71 0.54 1 1
20 72 0.40 0 1
20 73 0.48 0 1
20 74 0.46 0 1
20 75 0.52 0 0
20 76 0.58 1 1
20 77 0.54 1 1
20 78 0.60 1 1
20 79 0.52 1 1
20 80 0.50 0 0
20 81 0.48 0 1
20 82 0.58 1 1
20 83 0.40 0 1
20 84 0.46 0 1
20 85 0.60 1 1
20 86 0.54 1 1
20 87 0.54 1 1
20 88 0.46 0 1
20 89 0.58 1 1
20 90 0.60 1 1
20 91 0.54 1 1
20 92 0.60 1 1
20 93 0.48 0 1
20 94 0.60 1 1
20 95 0.54 1 1
20 96 0.46 0 1
20 97 0.58 1 1
20 98 0.58 1 1
20 99 0.50 0 0
20 100 0.58 1 1
20 101 0.40 0 1
20 102 0.58 0 0
20 103 0.48 0 1
20 104 0.46 0 1
20 105 0.42 0 1
20 106 0.54 1 1
20 107 0.54 0 0
20 108 0.48 0 1
20 109 0.58 1 1
20 110 0.48 0 1
20 111 0.60 1 1
20 112 0.52 1 1
20 113 0.58 0 0
20 114 0.58 1 1
20 115 0.60 1 1
20 116 0.40 0 1
20 117 0.52 0 0
20 118 0.40 0 1
20 119 0.50 0 0
20 120 0.52 1 1
20 121 0.42 0 1
20 122 0.48 0 1
20 123 0.40 0 1
20 124 0.48 0 1
20 125 0.60 1 1
20 126 0.50 0 0
20 127 0.52 0 0
20 128 0.58 1 1
20 129 0.42 0 1
20 130 0.40 0 1
20 131 0.60 1 1
20 132 0.40 0 1
20 133 0.60 1 1
20 134 0.40 0 1
20 135 0.42 0 1
20 136 0.50 0 0
20 137 0.52 0 0
20 138 0.50 0 0
20 139 0.42 0 1
20 140 0.46 0 1
20 141 0.46 1 0
20 142 0.48 1 0
20 143 0.52 1 1
20 144 0.52 1 1
20 145 0.60 1 1
20 146 0.54 1 1
20 147 0.60 1 1
20 148 0.40 0 1
20 149 0.40 0 1
20 150 0.52 0 0
20 151 0.58 1 1
20 152 0.54 1 1
20 153 0.42 0 1
20 154 0.52 0 0
20 155 0.58 1 1
20 156 0.52 1 1
20 157 0.60 1 1
20 158 0.50 1 1
20 159 0.46 0 1
20 160 0.52 0 0
20 161 0.52 0 0
20 162 0.58 1 1
20 163 0.42 0 1
20 164 0.54 0 0
20 165 0.50 0 0
20 166 0.58 1 1
20 167 0.42 0 1
20 168 0.52 1 1
20 169 0.50 0 0
20 170 0.46 0 1
20 171 0.60 1 1
20 172 0.40 0 1
20 173 0.46 0 1
20 174 0.48 0 1
20 175 0.58 1 1
20 176 0.40 0 1
20 177 0.42 0 1
20 178 0.50 0 0
20 179 0.42 0 1
20 180 0.46 0 1
20 181 0.42 0 1
20 182 0.48 0 1
20 183 0.46 0 1
20 184 0.46 0 1
20 185 0.54 1 1
20 186 0.60 1 1
20 187 0.58 1 1
20 188 0.52 0 0
20 189 0.50 0 0
20 190 0.52 1 1
20 191 0.48 1 0
20 192 0.46 0 1
20 193 0.52 0 0
20 194 0.50 1 1
20 195 0.54 1 1
20 196 0.42 0 1
20 197 0.42 0 1
20 198 0.50 1 1
20 199 0.46 0 1
20 200 0.48 0 1
20 201 0.54 1 1
20 202 0.42 0 1
20 203 0.48 0 1
20 204 0.46 0 1
20 205 0.48 1 0
20 206 0.50 0 0
20 207 0.42 0 1
20 208 0.42 0 1
20 209 0.54 1 1
20 210 0.58 1 1
20 211 0.60 1 1
20 212 0.46 0 1
20 213 0.58 1 1
20 214 0.52 1 1
20 215 0.60 1 1
20 216 0.52 1 1
20 217 0.40 0 1
20 218 0.58 1 1
20 219 0.46 0 1
20 220 0.54 1 1
20 221 0.40 0 1
20 222 0.60 1 1
20 223 0.50 1 1
20 224 0.58 1 1
20 225 0.50 0 0
