SubNo TrialNo WhiteProp Resp Ac
8 1 0.46 0 1
8 2 0.48 0 1
8 3 0.40 0 1
8 4 0.48 0 1
8 5 0.42 0 1
8 6 0.48 0 1
8 7 0.48 0 1
8 8 0.46 0 1
8 9 0.40 0 1
8 10 0.48 0 1
8 11 0.52 1 1
8 12 0.46 0 1
8 13 0.48 0 1
8 14 0.60 1 1
8 15 0.58 1 1
8 16 0.60 1 1
8 17 0.50 0 0
8 18 0.52 1 1
8 19 0.58 1 1
8 20 0.52 1 1
8 21 0.52 1 1
8 22 0.60 1 1
8 23 0.50 0 0
8 24 0.48 0 1
8 25 0.54 1 1
8 26 0.40 0 1
8 27 0.58 1 1
8 28 0.60 1 1
8 29 0.42 0 1
8 30 0.40 0 1
8 31 0.58 1 1
8 32 0.42 0 1
8 33 0.52 0 0
8 34 0.40 0 1
8 35 0.60 1 1
8 36 0.50 0 0
8 37 0.50 1 1
8 38 0.60 1 1
8 39 0.54 1 1
8 40 0.40 0 1
8 41 0.40 0 1
8 42 0.46 0 1
8 43 0.40 0 1
8 44 0.40 0 1
8 45 0.60 1 1
8 46 0.52 1 1
8 47 0.48 0 1
8 48 0.42 0 1
8 49 0.40 0 1
8 50 0.60 1 1
8 51 0.52 1 1
8 52 0.46 0 1
8 53 0.52 1 1
8 54 0.48 1 0
8 55 0.60 1 1
8 56 0.46 0 1
8 57 0.42 0 1
8 58 0.54 1 1
8 59 0.50 0 0
8 60 0.52 1 1
8 61 0.46 0 1
8 62 0.48 0 1
8 63 0.42 0 1
8 64 0.50 1 1
8 65 0.58 1 1
8 66 0.40 0 1
8 67 0.60 1 1
8 68 0.50 1 1
8 69 0.50 1 1
8 70 0.60 1 1
8 71 0.50 1 1
8 72 0.42 0 1
8 73 0.42 0 1
8 74 0.48 0 1
8 75 0.50 0 0
8 76 0.48 0 1
8 77 0.46 0 1
8 78 0.46 0 1
8 79 0.40 0 1
8 80 0.46 0 1
8 81 0.52 1 1
8 82 0.42 0 1
8 83 0.46 0 1
8 84 0.50 0 0
8 85 0.40 0 1
8 86 0.50 0 0
8 87 0.52 1 1
8 88 0.42 0 1
8 89 0.58 1 1
8 90 0.58 1 1
8 91 0.48 1 0
8 92 0.48 1 0
8 93 0.54 1 1
8 94 0.42 0 1
8 95 0.50 1 1
8 96 0.48 0 1
8 97 0.58 1 1
8 98 0.58 1 1
8 99 0.58 1 1
8 100 0.40 0 1
8 101 0.50 0 0
8 102 0.52 1 1
8 103 0.40 0 1
8 104 0.58 1 1
8 105 0.42 0 1
8 106 0.58 1 1
8 107 0.54 1 1
8 108 0.40 0 1
8 109 0.50 0 0
8 110 0.48 0 1
8 111 0.60 1 1
8 112 0.58 1 1
8 113 0.54 1 1
8 114 0.42 0 1
8 115 0.52 1 1
8 116 0.42 0 1
8 117 0.46 0 1
8 118 0.46 0 1
8 119 0.58 1 1
8 120 0.42 0 1
8 121 0.60 1 1
8 122 0.52 1 1
8 123 0.54 1 1
8 124 0.50 1 1
8 125 0.60 1 1
8 126 0.48 1 0
8 127 0.46 0 1
8 128 0.54 1 1
8 129 0.52 1 1
8 130 0.54 1 1
8 131 0.48 0 1
8 132 0.50 0 0
8 133 0.50 0 0
8 134 0.42 0 1
8 135 0.54 1 1
8 136 0.60 1 1
8 137 0.54 1 1
8 138 0.48 0 1
8 139 0.50 0 0
8 140 0.40 0 1
8 141 0.52 0 0
8 142 0.58 1 1
8 143 0.48 0 1
8 144 0.54 1 1
8 145 0.46 0 1
8 146 0.52 0 0
8 147 0.42 0 1
8 148 0.42 0 1
8 149 0.50 0 0
8 150 0.60 1 1
8 151 0.46 0 1
8 152 0.52 1 1
8 153 0.52 1 1
8 154 0.40 0 1
8 155 0.54 1 1
8 156 0.58 1 1
8 157 0.42 0 1
8 158 0.40 0 1
8 159 0.46 0 1
8 160 0.58 1 1
8 161 0.40 0 1
8 162 0.46 0 1
8 163 0.46 0 1
8 164 0.40 0 1
8 165 0.46 0 1
8 166 0.54 0 0
8 167 0.52 1 1
8 168 0.48 0 1
8 169 0.50 1 1
8 170 0.52 1 1
8 171 0.60 1 1
8 172 0.40 0 1
8 173 0.50 0 0
8 174 0.52 0 0
8 175 0.50 1 1
8 176 0.48 0 1
8 177 0.42 0 1
8 178 0.46 0 1
8 179 0.40 0 1
8 180 0.52 0 0
8 181 0.54 0 0
8 182 0.58 1 1
8 183 0.54 1 1
8 184 0.58 1 1
8 185 0.60 1 1
8 186 0.58 1 1
8 187 0.52 1 1
8 188 0.60 1 1
8 189 0.58 1 1
8 190 0.60 1 1
8 191 0.60 1 1
8 192 0.58 1 1
8 193 0.40 0 1
8 194 0.42 0 1
8 195 0.42 0 1
8 196 0.46 0 1
8 197 0.54 0 0
8 198 0.42 0 1
8 199 0.54 1 1
8 200 0.60 1 1
8 201 0.46 0 1
8 202 0.54 1 1
8 203 0.48 0 1
8 204 0.48 0 1
8 205 0.50 0 0
8 206 0.54 0 0
8 207 0.54 1 1
8 208 0.60 1 1
8 209 0.54 1 1
8 210 0.48 0 1
8 211 0.60 1 1
8 212 0.58 1 1
8 213 0.54 1 1
8 214 0.58 1 1
8 215 0.60 1 1
8 216 0.50 0 0
8 217 0.46 0 1
8 218 0.42 0 1
8 219 0.52 0 0
8 220 0.54 1 1
8 221 0.46 0 1
8 222 0.40 0 1
8 223 0.54 1 1
8 224 0.42 0 1
8 225 0.58 1 1
