SubNo TrialNo WhiteProp Resp Ac
13 1 0.60 1 1
13 2 0.46 0 1
13 3 0.48 0 1
13 4 0.42 0 1
13 5 0.52 1 1
13 6 0.46 0 1
13 7 0.50 0 0
13 8 0.58 1 1
13 9 0.48 0 1
13 10 0.46 0 1
13 11 0.52 1 1
13 12 0.58 1 1
13 13 0.48 0 1
13 14 0.46 0 1
13 15 0.58 1 1
13 16 0.46 0 1
13 17 0.58 1 1
13 18 0.42 0 1
13 19 0.60 1 1
13 20 0.60 1 1
13 21 0.40 0 1
13 22 0.54 1 1
13 23 0.50 0 0
13 24 0.48 0 1
13 25 0.42 0 1
13 26 0.42 0 1
13 27 0.54 1 1
13 28 0.52 1 1
13 29 0.50 1 1
13 30 0.48 0 1
13 31 0.52 1 1
13 32 0.50 1 1
13 33 0.52 1 1
13 34 0.60 1 1
13 35 0.42 0 1
13 36 0.54 1 1
13 37 0.42 0 1
13 38 0.60 1 1
13 39 0.46 0 1
13 40 0.46 0 1
13 41 0.42 0 1
13 42 0.52 1 1
13 43 0.58 1 1
13 44 0.40 0 1
13 45 0.50 0 0
13 46 0.54 1 1
13 47 0.58 1 1
13 48 0.58 1 1
13 49 0.52 1 1
13 50 0.60 1 1
13 51 0.58 1 1
13 52 0.60 1 1
13 53 0.58 1 1
13 54 0.54 1 1
13 55 0.60 1 1
13 56 0.40 0 1
13 57 0.42 0 1
13 58 0.50 0 0
13 59 0.60 1 1
13 60 0.46 0 1
13 61 0.42 0 1
13 62 0.42 0 1
13 63 0.46 0 1
13 64 0.58 1 1
13 65 0.48 0 1
13 66 0.42 0 1
13 67 0.52 1 1
13 68 0.46 0 1
13 69 0.48 0 1
13 70 0.54 1 1
13 71 0.58 1 1
13 72 0.58 1 1
13 73 0.58 1 1
13 74 0.40 0 1
13 75 0.40 0 1
13 76 0.52 1 1
13 77 0.46 0 1
13 78 0.40 0 1
13 79 0.48 0 1
13 80 0.50 0 0
13 81 0.52 0 0
13 82 0.48 0 1
13 83 0.50 0 0
13 84 0.40 0 1
13 85 0.46 0 1
13 86 0.60 1 1
13 87 0.40 0 1
13 88 0.46 0 1
13 89 0.50 0 0
13 90 0.46 0 1
13 91 0.52 1 1
13 92 0.48 0 1
13 93 0.40 0 1
13 94 0.48 0 1
13 95 0.40 0 1
13 96 0.48 1 0
13 97 0.50 1 1
13 98 0.60 1 1
13 99 0.52 1 1
13 100 0.54 1 1
13 101 0.50 1 1
13 102 0.40 0 1
13 103 0.42 0 1
13 104 0.48 0 1
13 105 0.58 1 1
13 106 0.48 1 0
13 107 0.48 1 0
13 108 0.54 1 1
13 109 0.60 1 1
13 110 0.58 1 1
13 111 0.40 0 1
13 112 0.42 0 1
13 113 0.50 1 1
13 114 0.42 0 1
13 115 0.48 0 1
13 116 0.54 1 1
13 117 0.42 0 1
13 118 0.52 1 1
13 119 0.54 1 1
13 120 0.42 0 1
13 121 0.50 1 1
13 122 0.40 0 1
13 123 0.42 0 1
13 124 0.46 0 1
13 125 0.48 0 1
13 126 0.52 1 1
13 127 0.46 1 0
13 128 0.60 1 1
13 129 0.50 1 1
13 130 0.54 1 1
13 131 0.40 0 1
13 132 0.50 0 0
13 133 0.50 1 1
13 134 0.52 1 1
13 135 0.54 1 1
13 136 0.46 1 0
13 137 0.42 0 1
13 138 0.58 1 1
13 139 0.52 1 1
13 140 0.46 0 1
13 141 0.60 1 1
13 142 0.40 0 1
13 143 0.54 0 0
13 144 0.60 1 1
13 145 0.48 1 0
13 146 0.54 1 1
13 147 0.58 1 1
13 148 0.42 0 1
13 149 0.58 1 1
13 150 0.54 1 1
13 151 0.52 1 1
13 152 0.50 1 1
13 153 0.40 0 1
13 154 0.54 1 1
13 155 0.42 0 1
13 156 0.60 1 1
13 157 0.60 1 1
13 158 0.42 0 1
13 159 0.52 1 1
13 160 0.48 0 1
13 161 0.42 0 1
13 162 0.48 0 1
13 163 0.46 0 1
13 164 0.52 0 0
13 165 0.40 0 1
13 166 0.50 1 1
13 167 0.60 1 1
13 168 0.54 1 1
13 169 0.52 0 0
13 170 0.40 0 1
13 171 0.50 1 1
13 172 0.58 1 1
13 173 0.54 1 1
13 174 0.60 1 1
13 175 0.52 1 1
13 176 0.60 1 1
13 177 0.40 0 1
13 178 0.50 0 0
13 179 0.54 0 0
13 180 0.54 1 1
13 181 0.48 0 1
13 182 0.58 1 1
13 183 0.54 1 1
13 184 0.40 0 1
13 185 0.46 0 1
13 186 0.58 1 1
13 187 0.52 1 1
13 188 0.50 1 1
13 189 0.58 1 1
13 190 0.52 1 1
13 191 0.54 1 1
13 192 0.50 1 1
13 193 0.50 1 1
13 194 0.46 0 1
13 195 0.46 0 1
13 196 0.54 0 0
13 197 0.52 1 1
13 198 0.60 1 1
13 199 0.58 1 1
13 200 0.46 0 1
13 201 0.46 0 1
13 202 0.40 0 1
13 203 0.60 1 1
13 204 0.42 0 1
13 205 0.58 1 1
13 206 0.42 0 1
13 207 0.50 0 0
13 208 0.54 1 1
13 209 0.40 0 1
13 210 0.40 0 1
13 211 0.46 1 0
13 212 0.50 1 1
13 213 0.48 0 1
13 214 0.60 1 1
13 215 0.48 1 0
13 216 0.60 1 1
13 217 0.54 1 1
13 218 0.60 1 1
13 219 0.48 0 1
13 220 0.42 0 1
13 221 0.58 1 1
13 222 0.40 0 1
13 223 0.48 0 1
13 224 0.40 0 1
13 225 0.52 1 1
