SubNo TrialNo WhiteProp Resp Ac
11 1 0.40 0 1
11 2 0.40 0 1
11 3 0.52 1 1
11 4 0.50 0 0
11 5 0.50 0 0
11 6 0.42 0 1
11 7 0.54 1 1
11 8 0.50 0 0
11 9 0.48 0 1
11 10 0.40 0 1
11 11 0.54 1 1
11 12 0.48 1 0
11 13 0.46 0 1
11 14 0.50 1 1
11 15 0.52 1 1
11 16 0.46 0 1
11 17 0.46 1 0
11 18 0.40 0 1
11 19 0.52 1 1
11 20 0.60 1 1
11 21 0.46 0 1
11 22 0.58 1 1
11 23 0.60 1 1
11 24 0.40 0 1
11 25 0.46 0 1
11 26 0.48 1 0
11 27 0.46 0 1
11 28 0.58 1 1
11 29 0.60 1 1
11 30 0.54 1 1
11 31 0.42 0 1
11 32 0.54 0 0
11 33 0.60 1 1
11 34 0.54 1 1
11 35 0.50 1 1
11 36 0.42 0 1
11 37 0.52 1 1
11 38 0.46 0 1
11 39 0.60 1 1
11 40 0.54 1 1
11 41 0.52 1 1
11 42 0.60 1 1
11 43 0.42 0 1
11 44 0.58 1 1
11 45 0.48 0 1
11 46 0.54 1 1
11 47 0.52 1 1
11 48 0.46 0 1
11 49 0.50 0 0
11 50 0.40 0 1
11 51 0.46 0 1
11 52 0.54 1 1
11 53 0.46 0 1
11 54 0.40 0 1
11 55 0.54 0 0
11 56 0.60 1 1
11 57 0.46 0 1
11 58 0.52 0 0
11 59 0.50 0 0
11 60 0.48 0 1
11 61 0.40 0 1
11 62 0.50 0 0
11 63 0.54 1 1
11 64 0.48 0 1
11 65 0.40 0 1
11 66 0.60 1 1
11 67 0.48 1 0
11 68 0.48 0 1
11 69 0.60 1 1
11 70 0.48 0 1
11 71 0.58 1 1
11 72 0.48 0 1
11 73 0.60 1 1
11 74 0.40 0 1
11 75 0.48 1 0
11 76 0.52 1 1
11 77 0.48 0 1
11 78 0.52 1 1
11 79 0.46 0 1
11 80 0.58 1 1
11 81 0.58 1 1
11 82 0.48 0 1
11 83 0.50 1 1
11 84 0.42 0 1
11 85 0.50 0 0
11 86 0.60 1 1
11 87 0.46 0 1
11 88 0.58 1 1
11 89 0.50 0 0
11 90 0.58 1 1
11 91 0.40 0 1
11 92 0.58 1 1
11 93 0.60 1 1
11 94 0.54 1 1
11 95 0.60 1 1
11 96 0.42 0 1
11 97 0.40 0 1
11 98 0.46 0 1
11 99 0.42 0 1
11 100 0.50 0 0
11 101 0.46 0 1
11 102 0.40 0 1
11 103 0.60 1 1
11 104 0.60 1 1
11 105 0.46 0 1
11 106 0.40 0 1
11 107 0.42 0 1
11 108 0.52 1 1
11 109 0.60 1 1
11 110 0.48 0 1
11 111 0.52 1 1
11 112 0.60 1 1
11 113 0.50 0 0
11 114 0.60 1 1
11 115 0.60 1 1
11 116 0.48 0 1
11 117 0.46 1 0
11 118 0.50 0 0
11 119 0.40 0 1
11 120 0.48 0 1
11 121 0.54 1 1
11 122 0.52 1 1
11 123 0.40 0 1
11 124 0.52 1 1
11 125 0.52 1 1
11 126 0.48 0 1
11 127 0.42 0 1
11 128 0.52 1 1
11 129 0.46 0 1
11 130 0.54 1 1
11 131 0.58 1 1
11 132 0.58 1 1
11 133 0.48 0 1
11 134 0.50 0 0
11 135 0.52 1 1
11 136 0.40 0 1
11 137 0.40 0 1
11 138 0.42 0 1
11 139 0.42 0 1
11 140 0.58 1 1
11 141 0.48 1 0
11 142 0.40 0 1
11 143 0.52 1 1
11 144 0.46 0 1
11 145 0.54 1 1
11 146 0.60 1 1
11 147 0.42 0 1
11 148 0.42 0 1
11 149 0.54 1 1
11 150 0.48 1 0
11 151 0.48 0 1
11 152 0.52 0 0
11 153 0.58 1 1
11 154 0.58 1 1
11 155 0.58 1 1
11 156 0.48 0 1
11 157 0.42 0 1
11 158 0.50 0 0
11 159 0.58 1 1
11 160 0.52 0 0
11 161 0.42 0 1
11 162 0.46 0 1
11 163 0.50 0 0
11 164 0.58 1 1
11 165 0.54 1 1
11 166 0.54 1 1
11 167 0.50 0 0
11 168 0.54 0 0
11 169 0.40 0 1
11 170 0.60 1 1
11 171 0.42 0 1
11 172 0.40 0 1
11 173 0.50 0 0
11 174 0.54 0 0
11 175 0.48 0 1
11 176 0.42 0 1
11 177 0.46 0 1
11 178 0.50 0 0
11 179 0.42 0 1
11 180 0.40 0 1
11 181 0.52 0 0
11 182 0.48 0 1
11 183 0.58 1 1
11 184 0.58 1 1
11 185 0.40 0 1
11 186 0.58 0 0
11 187 0.50 1 1
11 188 0.42 0 1
11 189 0.46 0 1
11 190 0.54 1 1
11 191 0.52 1 1
11 192 0.42 0 1
11 193 0.60 1 1
11 194 0.50 0 0
11 195 0.42 0 1
11 196 0.54 1 1
11 197 0.42 0 1
11 198 0.52 1 1
11 199 0.46 0 1
11 200 0.40 0 1
11 201 0.60 1 1
11 202 0.54 1 1
11 203 0.54 1 1
11 204 0.42 0 1
11 205 0.58 1 1
11 206 0.42 0 1
11 207 0.58 1 1
11 208 0.42 0 1
11 209 0.52 1 1
11 210 0.46 0 1
11 211 0.52 1 1
11 212 0.54 1 1
11 213 0.58 1 1
11 214 0.50 0 0
11 215 0.50 1 1
11 216 0.46 0 1
11 217 0.60 1 1
11 218 0.40 0 1
11 219 0.52 1 1
11 220 0.48 1 0
11 221 0.54 1 1
11 222 0.50 0 0
11 223 0.58 1 1
11 224 0.58 1 1
11 225 0.60 1 1
