SubNo TrialNo WhiteProp Resp Ac
7 1 0.60 1 1
7 2 0.42 0 1
7 3 0.40 0 1
7 4 0.54 1 1
7 5 0.58 1 1
7 6 0.48 0 1
7 7 0.42 0 1
7 8 0.50 0 0
7 9 0.42 0 1
7 10 0.46 0 1
7 11 0.58 1 1
7 12 0.40 0 1
7 13 0.58 1 1
7 14 0.58 1 1
7 15 0.50 1 1
7 16 0.58 1 1
7 17 0.52 0 0
7 18 0.48 0 1
7 19 0.50 0 0
7 20 0.46 0 1
7 21 0.50 0 0
7 22 0.40 0 1
7 23 0.48 0 1
7 24 0.42 0 1
7 25 0.60 1 1
7 26 0.60 1 1
7 27 0.60 1 1
7 28 0.50 0 0
7 29 0.58 1 1
7 30 0.46 0 1
7 31 0.46 0 1
7 32 0.54 1 1
7 33 0.40 0 1
7 34 0.60 1 1
7 35 0.40 0 1
7 36 0.52 1 1
7 37 0.58 1 1
7 38 0.58 1 1
7 39 0.50 0 0
7 40 0.48 0 1
7 41 0.48 0 1
7 42 0.58 1 1
7 43 0.48 0 1
7 44 0.40 0 1
7 45 0.54 0 0
7 46 0.58 1 1
7 47 0.50 0 0
7 48 0.58 1 1
7 49 0.54 1 1
7 50 0.52 0 0
7 51 0.48 0 1
7 52 0.40 0 1
7 53 0.48 0 1
7 54 0.46 0 1
7 55 0.58 1 1
7 56 0.52 0 0
7 57 0.54 1 1
7 58 0.48 1 0
7 59 0.42 0 1
7 60 0.54 1 1
7 61 0.52 0 0
7 62 0.46 0 1
7 63 0.48 0 1
7 64 0.46 0 1
7 65 0.46 0 1
7 66 0.60 1 1
7 67 0.54 1 1
7 68 0.60 1 1
7 69 0.46 0 1
7 70 0.54 0 0
7 71 0.48 0 1
7 72 0.46 0 1
7 73 0.52 0 0
7 74 0.46 0 1
7 75 0.40 0 1
7 76 0.42 0 1
7 77 0.60 1 1
7 78 0.42 0 1
7 79 0.48 0 1
7 80 0.46 0 1
7 81 0.60 1 1
7 82 0.40 0 1
7 83 0.42 0 1
7 84 0.48 0 1
7 85 0.54 1 1
7 86 0.42 0 1
7 87 0.50 0 0
7 88 0.52 0 0
7 89 0.50 0 0
7 90 0.58 1 1
7 91 0.48 0 1
7 92 0.60 1 1
7 93 0.50 1 1
7 94 0.60 1 1
7 95 0.54 1 1
7 96 0.42 0 1
7 97 0.48 0 1
7 98 0.54 0 0
7 99 0.46 0 1
7 100 0.60 1 1
7 101 0.60 1 1
7 102 0.40 0 1
7 103 0.52 0 0
7 104 0.46 0 1
7 105 0.54 0 0
7 106 0.54 1 1
7 107 0.42 0 1
7 108 0.46 0 1
7 109 0.60 1 1
7 110 0.60 1 1
7 111 0.58 1 1
7 112 0.58 1 1
7 113 0.42 0 1
7 114 0.40 0 1
7 115 0.52 1 1
7 116 0.52 0 0
7 117 0.58 1 1
7 118 0.48 1 0
7 119 0.50 0 0
7 120 0.42 0 1
7 121 0.46 0 1
7 122 0.42 0 1
7 123 0.46 0 1
7 124 0.52 0 0
7 125 0.46 0 1
7 126 0.60 1 1
7 127 0.54 0 0
7 128 0.40 0 1
7 129 0.40 0 1
7 130 0.42 0 1
7 131 0.58 1 1
7 132 0.54 1 1
7 133 0.52 1 1
7 134 0.52 1 1
7 135 0.42 0 1
7 136 0.48 0 1
7 137 0.52 0 0
7 138 0.46 0 1
7 139 0.60 1 1
7 140 0.48 0 1
7 141 0.50 0 0
7 142 0.50 0 0
7 143 0.54 1 1
7 144 0.40 0 1
7 145 0.46 0 1
7 146 0.54 1 1
7 147 0.54 1 1
7 148 0.52 1 1
7 149 0.50 0 0
7 150 0.42 0 1
7 151 0.40 0 1
7 152 0.46 0 1
7 153 0.58 1 1
7 154 0.52 1 1
7 155 0.52 1 1
7 156 0.52 0 0
7 157 0.52 1 1
7 158 0.40 0 1
7 159 0.48 0 1
7 160 0.50 0 0
7 161 0.58 1 1
7 162 0.54 1 1
7 163 0.60 1 1
7 164 0.60 1 1
7 165 0.48 0 1
7 166 0.42 0 1
7 167 0.54 1 1
7 168 0.42 0 1
7 169 0.40 0 1
7 170 0.40 0 1
7 171 0.60 1 1
7 172 0.42 0 1
7 173 0.60 1 1
7 174 0.60 1 1
7 175 0.40 0 1
7 176 0.52 1 1
7 177 0.52 1 1
7 178 0.50 0 0
7 179 0.50 0 0
7 180 0.58 1 1
7 181 0.54 1 1
7 182 0.50 0 0
7 183 0.52 0 0
7 184 0.46 0 1
7 185 0.40 0 1
7 186 0.50 0 0
7 187 0.48 0 1
7 188 0.42 0 1
7 189 0.40 0 1
7 190 0.40 0 1
7 191 0.42 0 1
7 192 0.48 0 1
7 193 0.46 0 1
7 194 0.52 1 1
7 195 0.54 1 1
7 196 0.50 0 0
7 197 0.46 0 1
7 198 0.50 0 0
7 199 0.60 1 1
7 200 0.40 0 1
7 201 0.58 1 1
7 202 0.52 1 1
7 203 0.54 1 1
7 204 0.54 1 1
7 205 0.46 0 1
7 206 0.42 0 1
7 207 0.48 0 1
7 208 0.58 1 1
7 209 0.48 0 1
7 210 0.50 0 0
7 211 0.58 1 1
7 212 0.50 0 0
7 213 0.48 0 1
7 214 0.50 0 0
7 215 0.54 1 1
7 216 0.42 0 1
7 217 0.58 1 1
7 218 0.58 1 1
7 219 0.40 0 1
7 220 0.52 1 1
7 221 0.42 0 1
7 222 0.60 1 1
7 223 0.60 1 1
7 224 0.50 0 0
7 225 0.40 0 1
