SubNo TrialNo WhiteProp Resp Ac
4 1 0.40 0 1
4 2 0.40 0 1
4 3 0.58 1 1
4 4 0.46 0 1
4 5 0.60 1 1
4 6 0.60 1 1
4 7 0.40 0 1
4 8 0.42 0 1
4 9 0.58 1 1
4 10 0.60 1 1
4 11 0.60 1 1
4 12 0.40 0 1
4 13 0.48 0 1
4 14 0.48 0 1
4 15 0.58 1 1
4 16 0.60 1 1
4 17 0.40 0 1
4 18 0.60 1 1
4 19 0.54 1 1
4 20 0.50 0 0
4 21 0.46 0 1
4 22 0.54 0 0
4 23 0.48 0 1
4 24 0.40 0 1
4 25 0.60 1 1
4 26 0.50 0 0
4 27 0.42 0 1
4 28 0.48 0 1
4 29 0.60 1 1
4 30 0.42 0 1
4 31 0.60 1 1
4 32 0.42 0 1
4 33 0.52 0 0
4 34 0.46 0 1
4 35 0.60 1 1
4 36 0.54 1 1
4 37 0.42 0 1
4 38 0.60 1 1
4 39 0.54 1 1
4 40 0.46 0 1
4 41 0.40 0 1
4 42 0.46 0 1
4 43 0.48 0 1
4 44 0.52 1 1
4 45 0.40 0 1
4 46 0.48 0 1
4 47 0.52 0 0
4 48 0.52 1 1
4 49 0.54 1 1
4 50 0.58 1 1
4 51 0.50 1 1
4 52 0.48 1 0
4 53 0.46 0 1
4 54 0.46 0 1
4 55 0.58 1 1
4 56 0.46 0 1
4 57 0.50 1 1
4 58 0.50 1 1
4 59 0.50 1 1
4 60 0.40 0 1
4 61 0.50 1 1
4 62 0.48 1 0
4 63 0.58 1 1
4 64 0.42 0 1
4 65 0.54 1 1
4 66 0.58 1 1
4 67 0.40 0 1
4 68 0.54 1 1
4 69 0.54 1 1
4 70 0.60 1 1
4 71 0.58 1 1
4 72 0.52 1 1
4 73 0.60 1 1
4 74 0.54 1 1
4 75 0.58 1 1
4 76 0.52 0 0
4 77 0.52 1 1
4 78 0.40 0 1
4 79 0.52 1 1
4 80 0.46 0 1
4 81 0.54 1 1
4 82 0.58 1 1
4 83 0.48 0 1
4 84 0.52 1 1
4 85 0.50 1 1
4 86 0.50 1 1
4 87 0.50 1 1
4 88 0.48 1 0
4 89 0.46 0 1
4 90 0.50 1 1
4 91 0.40 0 1
4 92 0.58 1 1
4 93 0.60 1 1
4 94 0.58 1 1
4 95 0.58 1 1
4 96 0.48 0 1
4 97 0.40 0 1
4 98 0.42 0 1
4 99 0.60 1 1
4 100 0.48 1 0
4 101 0.60 1 1
4 102 0.42 0 1
4 103 0.46 0 1
4 104 0.48 0 1
4 105 0.58 1 1
4 106 0.52 1 1
4 107 0.40 0 1
4 108 0.52 1 1
4 109 0.52 1 1
4 110 0.40 0 1
4 111 0.50 1 1
4 112 0.52 1 1
4 113 0.42 0 1
4 114 0.40 0 1
4 115 0.58 1 1
4 116 0.60 1 1
4 117 0.52 1 1
4 118 0.50 1 1
4 119 0.46 0 1
4 120 0.52 1 1
4 121 0.40 0 1
4 122 0.46 0 1
4 123 0.58 1 1
4 124 0.54 1 1
4 125 0.52 1 1
4 126 0.54 1 1
4 127 0.48 0 1
4 128 0.54 1 1
4 129 0.60 1 1
4 130 0.50 1 1
4 131 0.42 0 1
4 132 0.50 1 1
4 133 0.46 0 1
4 134 0.50 1 1
4 135 0.46 0 1
4 136 0.54 1 1
4 137 0.52 1 1
4 138 0.54 1 1
4 139 0.54 1 1
4 140 0.54 1 1
4 141 0.60 1 1
4 142 0.40 0 1
4 143 0.50 1 1
4 144 0.50 1 1
4 145 0.58 1 1
4 146 0.54 1 1
4 147 0.60 1 1
4 148 0.52 1 1
4 149 0.48 1 0
4 150 0.42 0 1
4 151 0.52 1 1
4 152 0.60 1 1
4 153 0.60 1 1
4 154 0.50 0 0
4 155 0.58 1 1
4 156 0.40 0 1
4 157 0.58 1 1
4 158 0.40 0 1
4 159 0.58 1 1
4 160 0.48 0 1
4 161 0.60 1 1
4 162 0.48 1 0
4 163 0.54 0 0
4 164 0.42 0 1
4 165 0.40 0 1
4 166 0.50 1 1
4 167 0.46 0 1
4 168 0.42 0 1
4 169 0.48 1 0
4 170 0.50 1 1
4 171 0.42 0 1
4 172 0.58 1 1
4 173 0.48 1 0
4 174 0.46 1 0
4 175 0.58 1 1
4 176 0.46 0 1
4 177 0.52 1 1
4 178 0.46 1 0
4 179 0.50 1 1
4 180 0.58 1 1
4 181 0.48 0 1
4 182 0.46 0 1
4 183 0.42 0 1
4 184 0.60 1 1
4 185 0.40 0 1
4 186 0.52 1 1
4 187 0.52 1 1
4 188 0.48 1 0
4 189 0.42 0 1
4 190 0.52 1 1
4 191 0.40 0 1
4 192 0.50 1 1
4 193 0.48 0 1
4 194 0.42 0 1
4 195 0.58 1 1
4 196 0.42 0 1
4 197 0.52 1 1
4 198 0.50 1 1
4 199 0.40 0 1
4 200 0.60 1 1
4 201 0.40 0 1
4 202 0.54 1 1
4 203 0.48 1 0
4 204 0.54 1 1
4 205 0.46 1 0
4 206 0.46 0 1
4 207 0.48 1 0
4 208 0.54 1 1
4 209 0.42 0 1
4 210 0.42 0 1
4 211 0.42 0 1
4 212 0.52 1 1
4 213 0.46 0 1
4 214 0.54 1 1
4 215 0.54 1 1
4 216 0.58 1 1
4 217 0.46 0 1
4 218 0.48 0 1
4 219 0.42 0 1
4 220 0.50 1 1
4 221 0.42 0 1
4 222 0.54 1 1
4 223 0.42 0 1
4 224 0.42 0 1
4 225 0.46 0 1
