SubNo TrialNo WhiteProp Resp Ac
9 1 0.60 1 1
9 2 0.40 0 1
9 3 0.60 1 1
9 4 0.60 1 1
9 5 0.54 0 0
9 6 0.58 1 1
9 7 0.48 0 1
9 8 0.42 0 1
9 9 0.40 0 1
9 10 0.42 0 1
9 11 0.58 0 0
9 12 0.60 1 1
9 13 0.60 1 1
9 14 0.42 0 1
9 15 0.58 0 0
9 16 0.60 1 1
9 17 0.50 0 0
9 18 0.52 0 0
9 19 0.52 0 0
9 20 0.46 0 1
9 21 0.58 1 1
9 22 0.58 1 1
9 23 0.46 0 1
9 24 0.48 0 1
9 25 0.58 0 0
9 26 0.54 0 0
9 27 0.60 1 1
9 28 0.40 0 1
9 29 0.46 0 1
9 30 0.58 1 1
9 31 0.58 0 0
9 32 0.58 1 1
9 33 0.50 0 0
9 34 0.60 1 1
9 35 0.58 0 0
9 36 0.42 0 1
9 37 0.46 0 1
9 38 0.42 0 1
9 39 0.50 0 0
9 40 0.40 0 1
9 41 0.52 0 0
9 42 0.50 0 0
9 43 0.40 0 1
9 44 0.60 1 1
9 45 0.46 0 1
9 46 0.58 0 0
9 47 0.42 0 1
9 48 0.52 0 0
9 49 0.42 0 1
9 50 0.60 1 1
9 51 0.54 0 0
9 52 0.54 0 0
9 53 0.60 1 1
9 54 0.54 0 0
9 55 0.46 0 1
9 56 0.46 0 1
9 57 0.54 0 0
9 58 0.54 0 0
9 59 0.46 0 1
9 60 0.42 0 1
9 61 0.42 0 1
9 62 0.46 0 1
9 63 0.50 0 0
9 64 0.54 0 0
9 65 0.46 0 1
9 66 0.52 0 0
9 67 0.50 0 0
9 68 0.54 1 1
9 69 0.50 0 0
9 70 0.60 1 1
9 71 0.46 0 1
9 72 0.42 0 1
9 73 0.54 0 0
9 74 0.50 0 0
9 75 0.46 0 1
9 76 0.48 0 1
9 77 0.50 0 0
9 78 0.52 0 0
9 79 0.52 0 0
9 80 0.60 1 1
9 81 0.50 0 0
9 82 0.48 0 1
9 83 0.52 0 0
9 84 0.52 0 0
9 85 0.54 1 1
9 86 0.40 0 1
9 87 0.40 0 1
9 88 0.60 1 1
9 89 0.52 0 0
9 90 0.60 1 1
9 91 0.42 0 1
9 92 0.48 0 1
9 93 0.48 0 1
9 94 0.48 0 1
9 95 0.60 1 1
9 96 0.40 0 1
9 97 0.46 0 1
9 98 0.60 1 1
9 99 0.58 1 1
9 100 0.50 0 0
9 101 0.54 0 0
9 102 0.48 0 1
9 103 0.48 0 1
9 104 0.52 0 0
9 105 0.50 0 0
9 106 0.42 0 1
9 107 0.42 0 1
9 108 0.54 0 0
9 109 0.40 0 1
9 110 0.40 0 1
9 111 0.58 0 0
9 112 0.50 0 0
9 113 0.48 0 1
9 114 0.50 1 1
9 115 0.50 0 0
9 116 0.40 0 1
9 117 0.48 0 1
9 118 0.54 1 1
9 119 0.54 1 1
9 120 0.52 0 0
9 121 0.52 0 0
9 122 0.58 1 1
9 123 0.48 0 1
9 124 0.60 1 1
9 125 0.60 1 1
9 126 0.48 0 1
9 127 0.58 1 1
9 128 0.48 0 1
9 129 0.48 0 1
9 130 0.50 0 0
9 131 0.48 0 1
9 132 0.48 0 1
9 133 0.52 0 0
9 134 0.46 0 1
9 135 0.52 0 0
9 136 0.58 1 1
9 137 0.60 1 1
9 138 0.50 0 0
9 139 0.54 0 0
9 140 0.40 0 1
9 141 0.48 0 1
9 142 0.40 0 1
9 143 0.50 0 0
9 144 0.54 1 1
9 145 0.58 1 1
9 146 0.46 0 1
9 147 0.58 1 1
9 148 0.48 0 1
9 149 0.40 0 1
9 150 0.42 0 1
9 151 0.42 0 1
9 152 0.42 0 1
9 153 0.42 0 1
9 154 0.42 0 1
9 155 0.60 1 1
9 156 0.52 1 1
9 157 0.40 0 1
9 158 0.46 0 1
9 159 0.50 0 0
9 160 0.46 0 1
9 161 0.60 1 1
9 162 0.40 0 1
9 163 0.48 0 1
9 164 0.58 1 1
9 165 0.52 0 0
9 166 0.50 0 0
9 167 0.58 1 1
9 168 0.54 1 1
9 169 0.40 0 1
9 170 0.46 0 1
9 171 0.54 0 0
9 172 0.52 0 0
9 173 0.46 0 1
9 174 0.48 0 1
9 175 0.52 0 0
9 176 0.42 0 1
9 177 0.60 1 1
9 178 0.40 0 1
9 179 0.40 0 1
9 180 0.40 0 1
9 181 0.50 0 0
9 182 0.50 0 0
9 183 0.48 0 1
9 184 0.50 0 0
9 185 0.52 0 0
9 186 0.48 0 1
9 187 0.40 0 1
9 188 0.40 0 1
9 189 0.54 1 1
9 190 0.58 1 1
9 191 0.42 0 1
9 192 0.46 0 1
9 193 0.48 1 0
9 194 0.40 0 1
9 195 0.52 0 0
9 196 0.54 1 1
9 197 0.50 0 0
9 198 0.54 0 0
9 199 0.54 1 1
9 200 0.54 1 1
9 201 0.50 1 1
9 202 0.60 1 1
9 203 0.46 0 1
9 204 0.40 0 1
9 205 0.54 1 1
9 206 0.42 0 1
9 207 0.52 1 1
9 208 0.42 0 1
9 209 0.40 0 1
9 210 0.46 0 1
9 211 0.46 0 1
9 212 0.42 0 1
9 213 0.52 1 1
9 214 0.46 0 1
9 215 0.42 0 1
9 216 0.52 0 0
9 217 0.58 1 1
9 218 0.52 0 0
9 219 0.48 0 1
9 220 0.58 1 1
9 221 0.60 1 1
9 222 0.58 1 1
9 223 0.58 1 1
9 224 0.42 0 1
9 225 0.46 0 1
