SubNo TrialNo WhiteProp Resp Ac
12 1 0.42 0 1
12 2 0.40 0 1
12 3 0.40 0 1
12 4 0.60 1 1
12 5 0.50 1 1
12 6 0.42 0 1
12 7 0.48 0 1
12 8 0.54 1 1
12 9 0.58 1 1
12 10 0.58 1 1
12 11 0.46 1 0
12 12 0.52 0 0
12 13 0.60 1 1
12 14 0.50 0 0
12 15 0.50 0 0
12 16 0.50 0 0
12 17 0.58 1 1
12 18 0.58 1 1
12 19 0.52 0 0
12 20 0.50 0 0
12 21 0.60 1 1
12 22 0.60 1 1
12 23 0.40 0 1
12 24 0.54 1 1
12 25 0.48 0 1
12 26 0.42 0 1
12 27 0.48 0 1
12 28 0.52 0 0
12 29 0.42 0 1
12 30 0.46 0 1
12 31 0.54 1 1
12 32 0.52 1 1
12 33 0.42 0 1
12 34 0.40 0 1
12 35 0.48 0 1
12 36 0.46 0 1
12 37 0.48 0 1
12 38 0.42 0 1
12 39 0.42 0 1
12 40 0.50 0 0
12 41 0.40 0 1
12 42 0.54 1 1
12 43 0.42 0 1
12 44 0.42 0 1
12 45 0.58 1 1
12 46 0.58 1 1
12 47 0.60 1 1
12 48 0.60 1 1
12 49 0.46 1 0
12 50 0.50 1 1
12 51 0.40 0 1
12 52 0.50 1 1
12 53 0.48 1 0
12 54 0.52 0 0
12 55 0.52 0 0
12 56 0.50 1 1
12 57 0.42 0 1
12 58 0.50 0 0
12 59 0.40 0 1
12 60 0.48 0 1
12 61 0.50 0 0
12 62 0.54 1 1
12 63 0.40 0 1
12 64 0.58 1 1
12 65 0.48 1 0
12 66 0.58 1 1
12 67 0.46 0 1
12 68 0.58 1 1
12 69 0.52 1 1
12 70 0.46 0 1
12 71 0.40 0 1
12 72 0.46 0 1
12 73 0.48 1 0
12 74 0.58 1 1
12 75 0.54 1 1
12 76 0.58 1 1
12 77 0.40 0 1
12 78 0.58 1 1
12 79 0.60 1 1
12 80 0.40 0 1
12 81 0.46 0 1
12 82 0.50 0 0
12 83 0.54 1 1
12 84 0.42 0 1
12 85 0.46 0 1
12 86 0.52 0 0
12 87 0.60 1 1
12 88 0.54 1 1
12 89 0.58 1 1
12 90 0.60 1 1
12 91 0.52 1 1
12 92 0.60 1 1
12 93 0.46 0 1
12 94 0.42 0 1
12 95 0.60 1 1
12 96 0.54 1 1
12 97 0.60 1 1
12 98 0.54 1 1
12 99 0.60 1 1
12 100 0.40 0 1
12 101 0.54 1 1
12 102 0.46 0 1
12 103 0.54 1 1
12 104 0.58 1 1
12 105 0.50 1 1
12 106 0.46 0 1
12 107 0.46 0 1
12 108 0.52 1 1
12 109 0.54 1 1
12 110 0.48 0 1
12 111 0.48 0 1
12 112 0.42 0 1
12 113 0.46 0 1
12 114 0.40 0 1
12 115 0.58 1 1
12 116 0.42 0 1
12 117 0.40 0 1
12 118 0.52 0 0
12 119 0.54 1 1
12 120 0.46 1 0
12 121 0.42 0 1
12 122 0.50 0 0
12 123 0.58 1 1
12 124 0.60 1 1
12 125 0.40 0 1
12 126 0.54 1 1
12 127 0.52 1 1
12 128 0.54 1 1
12 129 0.58 0 0
12 130 0.60 1 1
12 131 0.46 0 1
12 132 0.52 1 1
12 133 0.52 1 1
12 134 0.42 0 1
12 135 0.40 0 1
12 136 0.54 1 1
12 137 0.46 0 1
12 138 0.48 0 1
12 139 0.52 1 1
12 140 0.42 0 1
12 141 0.52 1 1
12 142 0.60 0 0
12 143 0.50 0 0
12 144 0.42 0 1
12 145 0.48 0 1
12 146 0.46 0 1
12 147 0.52 1 1
12 148 0.46 0 1
12 149 0.60 1 1
12 150 0.52 0 0
12 151 0.52 0 0
12 152 0.46 0 1
12 153 0.54 1 1
12 154 0.60 1 1
12 155 0.58 0 0
12 156 0.60 0 0
12 157 0.54 0 0
12 158 0.58 0 0
12 159 0.48 0 1
12 160 0.40 0 1
12 161 0.58 1 1
12 162 0.50 0 0
12 163 0.54 1 1
12 164 0.50 0 0
12 165 0.48 0 1
12 166 0.50 0 0
12 167 0.46 0 1
12 168 0.60 1 1
12 169 0.54 1 1
12 170 0.40 0 1
12 171 0.60 1 1
12 172 0.48 0 1
12 173 0.58 1 1
12 174 0.50 0 0
12 175 0.58 1 1
12 176 0.54 1 1
12 177 0.52 1 1
12 178 0.42 0 1
12 179 0.40 0 1
12 180 0.46 0 1
12 181 0.40 0 1
12 182 0.60 1 1
12 183 0.50 1 1
12 184 0.48 0 1
12 185 0.50 0 0
12 186 0.60 1 1
12 187 0.48 0 1
12 188 0.52 0 0
12 189 0.42 0 1
12 190 0.50 1 1
12 191 0.40 0 1
12 192 0.40 0 1
12 193 0.42 0 1
12 194 0.40 0 1
12 195 0.48 0 1
12 196 0.58 1 1
12 197 0.50 1 1
12 198 0.48 1 0
12 199 0.48 0 1
12 200 0.40 0 1
12 201 0.52 1 1
12 202 0.42 0 1
12 203 0.42 0 1
12 204 0.58 1 1
12 205 0.42 0 1
12 206 0.52 1 1
12 207 0.52 1 1
12 208 0.54 1 1
12 209 0.42 0 1
12 210 0.60 1 1
12 211 0.48 1 0
12 212 0.46 0 1
12 213 0.50 0 0
12 214 0.52 1 1
12 215 0.58 1 1
12 216 0.46 1 0
12 217 0.46 1 0
12 218 0.48 0 1
12 219 0.40 0 1
12 220 0.48 1 0
12 221 0.54 1 1
12 222 0.48 1 0
12 223 0.54 1 1
12 224 0.60 1 1
12 225 0.50 1 1
