SubNo TrialNo WhiteProp Resp Ac
19 1 0.52 1 1
19 2 0.60 1 1
19 3 0.52 1 1
19 4 0.46 0 1
19 5 0.42 0 1
19 6 0.42 0 1
19 7 0.60 1 1
19 8 0.52 1 1
19 9 0.58 1 1
19 10 0.60 1 1
19 11 0.40 0 1
19 12 0.52 1 1
19 13 0.40 0 1
19 14 0.60 1 1
19 15 0.42 0 1
19 16 0.48 1 0
19 17 0.52 1 1
19 18 0.40 0 1
19 19 0.46 1 0
19 20 0.52 1 1
19 21 0.42 0 1
19 22 0.42 0 1
19 23 0.50 0 0
19 24 0.50 0 0
19 25 0.52 1 1
19 26 0.48 0 1
19 27 0.48 1 0
19 28 0.52 1 1
19 29 0.60 1 1
19 30 0.58 1 1
19 31 0.60 1 1
19 32 0.50 0 0
19 33 0.46 0 1
19 34 0.60 1 1
19 35 0.48 0 1
19 36 0.54 0 0
19 37 0.46 0 1
19 38 0.42 0 1
19 39 0.60 1 1
19 40 0.52 0 0
19 41 0.48 0 1
19 42 0.52 0 0
19 43 0.42 0 1
19 44 0.54 0 0
19 45 0.60 1 1
19 46 0.58 1 1
19 47 0.48 0 1
19 48 0.50 0 0
19 49 0.54 1 1
19 50 0.50 1 1
19 51 0.58 1 1
19 52 0.40 0 1
19 53 0.40 0 1
19 54 0.52 0 0
19 55 0.54 1 1
19 56 0.54 1 1
19 57 0.54 1 1
19 58 0.50 0 0
19 59 0.46 0 1
19 60 0.40 0 1
19 61 0.58 1 1
19 62 0.50 0 0
19 63 0.50 0 0
19 64 0.58 1 1
19 65 0.50 1 1
19 66 0.46 0 1
19 67 0.50 0 0
19 68 0.58 1 1
19 69 0.58 1 1
19 70 0.48 0 1
19 71 0.58 1 1
19 72 0.46 0 1
19 73 0.40 0 1
19 74 0.46 0 1
19 75 0.52 1 1
19 76 0.46 0 1
19 77 0.46 0 1
19 78 0.54 1 1
19 79 0.46 0 1
19 80 0.48 0 1
19 81 0.58 1 1
19 82 0.46 0 1
19 83 0.60 1 1
19 84 0.60 1 1
19 85 0.52 1 1
19 86 0.42 0 1
19 87 0.60 1 1
19 88 0.50 1 1
19 89 0.42 0 1
19 90 0.60 1 1
19 91 0.52 1 1
19 92 0.42 0 1
19 93 0.50 1 1
19 94 0.42 0 1
19 95 0.48 0 1
19 96 0.54 1 1
19 97 0.46 0 1
19 98 0.48 0 1
19 99 0.40 0 1
19 100 0.40 0 1
19 101 0.48 0 1
19 102 0.54 1 1
19 103 0.50 1 1
19 104 0.40 0 1
19 105 0.52 1 1
19 106 0.46 0 1
19 107 0.48 0 1
19 108 0.54 1 1
19 109 0.50 1 1
19 110 0.40 0 1
19 111 0.58 1 1
19 112 0.42 0 1
19 113 0.42 0 1
19 114 0.40 0 1
19 115 0.54 1 1
19 116 0.52 1 1
19 117 0.46 1 0
19 118 0.40 0 1
19 119 0.48 1 0
19 120 0.40 0 1
19 121 0.60 1 1
19 122 0.58 1 1
19 123 0.58 1 1
19 124 0.60 1 1
19 125 0.54 1 1
19 126 0.46 1 0
19 127 0.54 1 1
19 128 0.46 0 1
19 129 0.52 1 1
19 130 0.42 0 1
19 131 0.54 1 1
19 132 0.60 1 1
19 133 0.42 0 1
19 134 0.46 0 1
19 135 0.48 0 1
19 136 0.54 1 1
19 137 0.54 1 1
19 138 0.40 0 1
19 139 0.42 0 1
19 140 0.58 1 1
19 141 0.54 1 1
19 142 0.50 1 1
19 143 0.40 0 1
19 144 0.48 0 1
19 145 0.60 1 1
19 146 0.50 1 1
19 147 0.54 1 1
19 148 0.52 1 1
19 149 0.40 0 1
19 150 0.54 1 1
19 151 0.46 0 1
19 152 0.50 1 1
19 153 0.54 1 1
19 154 0.58 1 1
19 155 0.40 0 1
19 156 0.54 1 1
19 157 0.58 1 1
19 158 0.42 0 1
19 159 0.48 0 1
19 160 0.58 1 1
19 161 0.60 1 1
19 162 0.48 1 0
19 163 0.46 0 1
19 164 0.60 1 1
19 165 0.40 0 1
19 166 0.58 1 1
19 167 0.42 0 1
19 168 0.52 1 1
19 169 0.42 0 1
19 170 0.48 0 1
19 171 0.60 1 1
19 172 0.50 1 1
19 173 0.42 0 1
19 174 0.42 0 1
19 175 0.50 1 1
19 176 0.46 0 1
19 177 0.60 1 1
19 178 0.52 1 1
19 179 0.58 1 1
19 180 0.50 1 1
19 181 0.58 1 1
19 182 0.50 1 1
19 183 0.48 1 0
19 184 0.58 1 1
19 185 0.40 0 1
19 186 0.48 0 1
19 187 0.52 1 1
19 188 0.60 1 1
19 189 0.58 1 1
19 190 0.50 1 1
19 191 0.58 1 1
19 192 0.54 1 1
19 193 0.40 0 1
19 194 0.42 0 1
19 195 0.46 0 1
19 196 0.46 0 1
19 197 0.48 0 1
19 198 0.46 1 0
19 199 0.52 1 1
19 200 0.54 1 1
19 201 0.42 0 1
19 202 0.52 1 1
19 203 0.42 0 1
19 204 0.40 0 1
19 205 0.52 1 1
19 206 0.46 1 0
19 207 0.60 1 1
19 208 0.54 1 1
19 209 0.54 1 1
19 210 0.48 1 0
19 211 0.48 0 1
19 212 0.50 0 0
19 213 0.52 1 1
19 214 0.50 0 0
19 215 0.58 1 1
19 216 0.50 1 1
19 217 0.48 1 0
19 218 0.40 0 1
19 219 0.40 0 1
19 220 0.40 0 1
19 221 0.48 1 0
19 222 0.60 1 1
19 223 0.42 1 0
19 224 0.58 1 1
19 225 0.60 1 1
