SubNo TrialNo Mapping WhiteProp State Resp Acc Reward Balance ReactionTime
29 1 1 0.4949 0 0 1 10 10 2333
29 2 1 0.4949 0 1 0 0 10 1116
29 3 1 0.4949 0 0 1 10 20 1316
29 4 1 0.4949 0 1 0 0 20 1116
29 5 1 0.4949 0 1 0 0 20 1733
29 6 1 0.5113 1 0 0 0 20 916
29 7 1 0.5113 1 0 0 0 20 1500
29 8 1 0.5113 1 1 1 10 30 1350
29 9 1 0.5113 1 0 0 0 30 1216
29 10 1 0.4949 0 1 0 0 30 616
29 11 1 0.4949 0 0 1 10 40 783
29 12 1 0.4949 0 0 1 10 50 1050
29 13 1 0.5113 1 1 1 10 60 933
29 14 1 0.5113 1 1 1 10 70 3566
29 15 1 0.5113 1 1 1 10 80 1250
29 16 1 0.5113 1 1 1 10 90 1600
29 17 1 0.4949 0 1 0 0 90 1333
29 18 1 0.5113 1 1 1 10 100 1316
29 19 1 0.4949 0 0 1 10 110 1166
29 20 1 0.5113 1 0 0 0 110 1450
29 21 1 0.4949 0 0 1 10 120 1050
29 22 1 0.4949 0 1 0 0 120 3100
29 23 1 0.4949 0 0 1 10 130 2400
29 24 1 0.5113 1 0 0 0 130 1033
29 25 1 0.4949 0 0 1 10 140 2133
29 26 1 0.4949 0 0 1 10 150 1866
29 27 1 0.5113 1 0 0 0 150 766
29 28 1 0.4949 0 0 1 10 160 816
29 29 1 0.5113 1 1 1 10 170 833
29 30 1 0.5113 1 0 0 0 170 1666
29 31 1 0.5113 1 0 0 0 170 1316
29 32 1 0.4949 0 0 1 10 180 750
29 33 1 0.5113 1 0 0 0 180 933
29 34 1 0.5113 1 1 1 10 190 3200
29 35 1 0.5113 1 1 1 10 200 933
29 36 1 0.4949 0 1 0 0 200 1100
29 37 1 0.5113 1 0 0 0 200 750
29 38 1 0.5113 1 0 0 0 200 1533
29 39 1 0.5113 1 1 1 10 210 717
29 40 1 0.4949 0 1 0 0 210 716
29 41 1 0.4949 0 0 1 10 220 783
29 42 1 0.5113 1 1 1 10 230 1866
29 43 1 0.4949 0 1 0 0 230 633
29 44 1 0.5113 1 1 1 10 240 716
29 45 1 0.5113 1 1 1 10 250 1216
29 46 1 0.4949 0 0 1 10 260 1383
29 47 1 0.4949 0 0 1 10 270 900
29 48 1 0.4949 0 1 0 0 270 700
29 49 1 0.5113 1 1 1 10 280 1400
29 50 1 0.5113 1 1 1 10 290 1383
