SubNo TrialNo Mapping WhiteProp State Resp Acc Reward Balance ReactionTime
32 1 0 0.4798 0 0 1 10 10 1766
32 2 0 0.4798 0 1 0 0 10 2350
32 3 0 0.4798 0 1 0 0 10 1150
32 4 0 0.5173 1 0 0 0 10 2266
32 5 0 0.4798 0 1 0 0 10 1733
32 6 0 0.5173 1 0 0 0 10 1033
32 7 0 0.5173 1 1 1 10 20 6466
32 8 0 0.4798 0 1 0 0 20 3550
32 9 0 0.4798 0 1 0 0 20 1866
32 10 0 0.5173 1 1 1 10 30 2616
32 11 0 0.4798 0 0 1 10 40 1466
32 12 0 0.5173 1 0 0 0 40 1783
32 13 0 0.5173 1 1 1 10 50 2033
32 14 0 0.5173 1 1 1 10 60 1200
32 15 0 0.4798 0 0 1 10 70 866
32 16 0 0.5173 1 1 1 10 80 750
32 17 0 0.5173 1 1 1 10 90 1650
32 18 0 0.5173 1 0 0 0 90 1250
32 19 0 0.5173 1 0 0 0 90 2116
32 20 0 0.5173 1 0 0 0 90 2016
32 21 0 0.4798 0 0 1 10 100 883
32 22 0 0.4798 0 0 1 10 110 850
32 23 0 0.4798 0 0 1 10 120 766
32 24 0 0.4798 0 0 1 10 130 1116
32 25 0 0.4798 0 0 1 10 140 1483
32 26 0 0.5173 1 1 1 10 150 1250
32 27 0 0.4798 0 0 1 10 160 850
32 28 0 0.5173 1 1 1 10 170 1300
32 29 0 0.4798 0 0 1 10 180 1866
32 30 0 0.5173 1 1 1 10 190 1050
32 31 0 0.5173 1 1 1 10 200 1000
32 32 0 0.5173 1 0 0 0 200 866
32 33 0 0.5173 1 1 1 10 210 1300
32 34 0 0.5173 1 0 0 0 210 1000
32 35 0 0.5173 1 1 1 10 220 2633
32 36 0 0.5173 1 0 0 0 220 983
32 37 0 0.4798 0 0 1 10 230 750
32 38 0 0.4798 0 0 1 10 240 816
32 39 0 0.4798 0 0 1 10 250 883
32 40 0 0.4798 0 0 1 10 260 1216
32 41 0 0.5173 1 1 1 10 270 1933
32 42 0 0.4798 0 0 1 10 280 816
32 43 0 0.4798 0 0 1 10 290 1033
32 44 0 0.5173 1 1 1 10 300 966
32 45 0 0.4798 0 0 1 10 310 783
32 46 0 0.5173 1 1 1 10 320 866
32 47 0 0.4798 0 0 1 10 330 733
32 48 0 0.4798 0 0 1 10 340 666
32 49 0 0.5173 1 1 1 10 350 950
32 50 0 0.4798 0 0 1 10 360 700
32 51 0 0.5173 1 1 1 10 370 1050
32 52 0 0.4798 0 0 1 10 380 716
32 53 0 0.4798 0 0 1 10 390 850
32 54 0 0.5173 1 1 1 10 400 850
32 55 0 0.4798 0 0 1 10 410 800
32 56 0 0.5173 1 1 1 10 420 850
32 57 0 0.5173 1 1 1 10 430 716
32 58 0 0.4798 0 0 1 10 440 716
32 59 0 0.5173 1 1 1 10 450 1250
32 60 0 0.4798 0 0 1 10 460 616
32 61 0 0.5173 1 1 1 10 470 816
32 62 0 0.5173 1 1 1 10 480 716
32 63 0 0.5173 1 1 1 10 490 916
32 64 0 0.5173 1 0 0 0 490 783
32 65 0 0.5173 1 1 1 10 500 783
