SubNo TrialNo Mapping WhiteProp State Resp Ac Reward Balance
9 1 0 0.5370 0 1 0 0.000 4.000
9 2 0 0.5625 1 1 1 0.025 4.025
9 3 0 0.5370 0 1 0 0.000 4.025
9 4 0 0.5370 0 0 1 0.025 4.050
9 5 0 0.5370 0 0 1 0.025 4.075
9 6 0 0.5370 0 0 1 0.025 4.100
9 7 0 0.5370 0 0 1 0.025 4.125
9 8 0 0.5625 1 0 0 0.000 4.125
9 9 0 0.5370 0 0 1 0.025 4.150
9 10 0 0.5370 0 0 1 0.025 4.175
9 11 0 0.5370 0 0 1 0.025 4.200
9 12 0 0.5625 1 0 0 0.000 4.200
9 13 0 0.5625 1 1 1 0.025 4.225
9 14 0 0.5625 1 1 1 0.025 4.250
9 15 0 0.5625 1 0 0 0.000 4.250
9 16 0 0.5625 1 0 0 0.000 4.250
9 17 0 0.5370 0 1 0 0.000 4.250
9 18 0 0.5625 1 0 0 0.000 4.250
9 19 0 0.5625 1 1 1 0.025 4.275
9 20 0 0.5625 1 0 0 0.000 4.275
9 21 0 0.5625 1 1 1 0.025 4.300
9 22 0 0.5370 0 1 0 0.000 4.300
9 23 0 0.5625 1 1 1 0.025 4.325
9 24 0 0.5625 1 1 1 0.025 4.350
9 25 0 0.5625 1 0 0 0.000 4.350
9 26 0 0.5625 1 0 0 0.000 4.350
9 27 0 0.5625 1 1 1 0.025 4.375
9 28 0 0.5625 1 1 1 0.025 4.400
9 29 0 0.5370 0 1 0 0.000 4.400
9 30 0 0.5625 1 0 0 0.000 4.400
9 31 0 0.5370 0 1 0 0.000 4.400
9 32 0 0.5625 1 0 0 0.000 4.400
9 33 0 0.5625 1 1 1 0.025 4.425
9 34 0 0.5625 1 1 1 0.025 4.450
9 35 0 0.5625 1 1 1 0.025 4.475
9 36 0 0.5625 1 1 1 0.025 4.500
9 37 0 0.5370 0 1 0 0.000 4.500
9 38 0 0.5370 0 0 1 0.025 4.525
9 39 0 0.5370 0 0 1 0.025 4.550
9 40 0 0.5625 1 0 0 0.000 4.550
9 41 0 0.5370 0 0 1 0.025 4.575
9 42 0 0.5370 0 0 1 0.025 4.600
9 43 0 0.5625 1 0 0 0.000 4.600
9 44 0 0.5625 1 0 0 0.000 4.600
9 45 0 0.5625 1 1 1 0.025 4.625
9 46 0 0.5625 1 1 1 0.025 4.650
9 47 0 0.5625 1 1 1 0.025 4.675
9 48 0 0.5370 0 1 0 0.000 4.675
9 49 0 0.5625 1 1 1 0.025 4.700
9 50 0 0.5370 0 1 0 0.000 4.700
9 51 0 0.5370 0 1 0 0.000 4.700
9 52 0 0.5625 1 0 0 0.000 4.700
9 53 0 0.5370 0 0 1 0.025 4.725
9 54 0 0.5625 1 0 0 0.000 4.725
9 55 0 0.5370 0 0 1 0.025 4.750
9 56 0 0.5625 1 1 1 0.025 4.775
9 57 0 0.5370 0 1 0 0.000 4.775
9 58 0 0.5370 0 0 1 0.025 4.800
9 59 0 0.5370 0 0 1 0.025 4.825
9 60 0 0.5370 0 0 1 0.025 4.850
9 61 0 0.5625 1 0 0 0.000 4.850
9 62 0 0.5370 0 0 1 0.025 4.875
9 63 0 0.5370 0 0 1 0.025 4.900
9 64 0 0.5370 0 0 1 0.025 4.925
9 65 0 0.5370 0 0 1 0.025 4.950
9 66 0 0.5625 1 0 0 0.000 4.950
9 67 0 0.5625 1 1 1 0.025 4.975
9 68 0 0.5370 0 1 0 0.000 4.975
9 69 0 0.5625 1 0 0 0.000 4.975
9 70 0 0.5370 0 0 1 0.025 5.000
9 71 0 0.5370 0 0 1 0.025 5.025
9 72 0 0.5625 1 0 0 0.000 5.025
9 73 0 0.5370 0 0 1 0.025 5.050
9 74 0 0.5370 0 0 1 0.025 5.075
9 75 0 0.5625 1 0 0 0.000 5.075
9 76 0 0.5625 1 1 1 0.025 5.100
9 77 0 0.5625 1 1 1 0.025 5.125
9 78 0 0.5370 0 1 0 0.000 5.125
9 79 0 0.5625 1 0 0 0.000 5.125
9 80 0 0.5370 0 0 1 0.025 5.150
9 81 0 0.5625 1 0 0 0.000 5.150
9 82 0 0.5625 1 1 1 0.025 5.175
9 83 0 0.5625 1 1 1 0.025 5.200
9 84 0 0.5370 0 1 0 0.000 5.200
9 85 0 0.5625 1 1 1 0.025 5.225
9 86 0 0.5370 0 1 0 0.000 5.225
9 87 0 0.5370 0 1 0 0.000 5.225
9 88 0 0.5625 1 1 1 0.025 5.250
9 89 0 0.5370 0 1 0 0.000 5.250
9 90 0 0.5370 0 1 0 0.000 5.250
9 91 0 0.5625 1 1 1 0.025 5.275
9 92 0 0.5370 0 1 0 0.000 5.275
9 93 0 0.5625 1 1 1 0.025 5.300
9 94 0 0.5370 0 1 0 0.000 5.300
9 95 0 0.5370 0 1 0 0.000 5.300
9 96 0 0.5370 0 1 0 0.000 5.300
9 97 0 0.5625 1 0 0 0.000 5.300
9 98 0 0.5370 0 0 1 0.025 5.325
9 99 0 0.5370 0 0 1 0.025 5.350
9 100 0 0.5370 0 0 1 0.025 5.375
9 101 1 0.5625 1 0 0 0.000 5.375
9 102 1 0.5625 1 1 1 0.025 5.400
9 103 1 0.5370 0 1 0 0.000 5.400
9 104 1 0.5370 0 1 0 0.000 5.400
9 105 1 0.5625 1 1 1 0.025 5.425
9 106 1 0.5625 1 1 1 0.025 5.450
9 107 1 0.5370 0 1 0 0.000 5.450
9 108 1 0.5625 1 1 1 0.025 5.475
9 109 1 0.5370 0 1 0 0.000 5.475
9 110 1 0.5370 0 1 0 0.000 5.475
9 111 1 0.5370 0 0 1 0.025 5.500
9 112 1 0.5370 0 1 0 0.000 5.500
9 113 1 0.5625 1 1 1 0.025 5.525
9 114 1 0.5625 1 1 1 0.025 5.550
9 115 1 0.5625 1 1 1 0.025 5.575
9 116 1 0.5370 0 1 0 0.000 5.575
9 117 1 0.5370 0 0 1 0.025 5.600
9 118 1 0.5370 0 0 1 0.025 5.625
9 119 1 0.5625 1 0 0 0.000 5.625
9 120 1 0.5625 1 0 0 0.000 5.625
9 121 1 0.5370 0 1 0 0.000 5.625
9 122 1 0.5625 1 1 1 0.025 5.650
9 123 1 0.5370 0 1 0 0.000 5.650
9 124 1 0.5370 0 0 1 0.025 5.675
9 125 1 0.5370 0 0 1 0.025 5.700
9 126 1 0.5370 0 1 0 0.000 5.700
9 127 1 0.5370 0 0 1 0.025 5.725
9 128 1 0.5625 1 0 0 0.000 5.725
9 129 1 0.5370 0 1 0 0.000 5.725
9 130 1 0.5625 1 1 1 0.025 5.750
9 131 1 0.5370 0 1 0 0.000 5.750
9 132 1 0.5625 1 0 0 0.000 5.750
9 133 1 0.5370 0 1 0 0.000 5.750
9 134 1 0.5625 1 0 0 0.000 5.750
9 135 1 0.5370 0 0 1 0.025 5.775
9 136 1 0.5625 1 0 0 0.000 5.775
9 137 1 0.5625 1 0 0 0.000 5.775
9 138 1 0.5625 1 0 0 0.000 5.775
9 139 1 0.5370 0 1 0 0.000 5.775
9 140 1 0.5370 0 0 1 0.025 5.800
9 141 1 0.5625 1 0 0 0.000 5.800
9 142 1 0.5370 0 0 1 0.025 5.825
9 143 1 0.5625 1 0 0 0.000 5.825
9 144 1 0.5625 1 1 1 0.025 5.850
9 145 1 0.5625 1 1 1 0.025 5.875
9 146 1 0.5370 0 1 0 0.000 5.875
9 147 1 0.5370 0 0 1 0.025 5.900
9 148 1 0.5370 0 1 0 0.000 5.900
9 149 1 0.5625 1 0 0 0.000 5.900
9 150 1 0.5370 0 0 1 0.025 5.925
9 151 1 0.5625 1 0 0 0.000 5.925
9 152 1 0.5625 1 1 1 0.025 5.950
9 153 1 0.5370 0 1 0 0.000 5.950
9 154 1 0.5625 1 1 1 0.025 5.975
9 155 1 0.5370 0 1 0 0.000 5.975
9 156 1 0.5625 1 1 1 0.025 6.000
9 157 1 0.5625 1 1 1 0.025 6.025
9 158 1 0.5370 0 1 0 0.000 6.025
9 159 1 0.5370 0 1 0 0.000 6.025
9 160 1 0.5625 1 1 1 0.025 6.050
9 161 1 0.5625 1 1 1 0.025 6.075
9 162 1 0.5625 1 1 1 0.025 6.100
9 163 1 0.5370 0 1 0 0.000 6.100
9 164 1 0.5625 1 0 0 0.000 6.100
9 165 1 0.5370 0 0 1 0.025 6.125
9 166 1 0.5370 0 0 1 0.025 6.150
9 167 1 0.5625 1 0 0 0.000 6.150
9 168 1 0.5625 1 1 1 0.025 6.175
9 169 1 0.5625 1 1 1 0.025 6.200
9 170 1 0.5625 1 1 1 0.025 6.225
9 171 1 0.5625 1 0 0 0.000 6.225
9 172 1 0.5370 0 1 0 0.000 6.225
9 173 1 0.5370 0 1 0 0.000 6.225
9 174 1 0.5370 0 0 1 0.025 6.250
9 175 1 0.5370 0 0 1 0.025 6.275
9 176 1 0.5370 0 0 1 0.025 6.300
9 177 1 0.5625 1 0 0 0.000 6.300
9 178 1 0.5625 1 1 1 0.025 6.325
9 179 1 0.5370 0 1 0 0.000 6.325
9 180 1 0.5370 0 0 1 0.025 6.350
9 181 1 0.5370 0 0 1 0.025 6.375
9 182 1 0.5370 0 0 1 0.025 6.400
9 183 1 0.5625 1 0 0 0.000 6.400
9 184 1 0.5625 1 0 0 0.000 6.400
