SubNo TrialNo Mapping WhiteProp State Resp Ac Reward Balance
1 1 0 0.4929 0 0 1 0.025 4.025
1 2 0 0.5184 1 0 0 0.000 4.025
1 3 0 0.4929 0 1 0 0.000 4.025
1 4 0 0.4929 0 1 0 0.000 4.025
1 5 0 0.4929 0 0 1 0.025 4.050
1 6 0 0.4929 0 0 1 0.025 4.075
1 7 0 0.4929 0 0 1 0.025 4.100
1 8 0 0.4929 0 0 1 0.025 4.125
1 9 0 0.5184 1 0 0 0.000 4.125
1 10 0 0.4929 0 0 1 0.025 4.150
1 11 0 0.4929 0 0 1 0.025 4.175
1 12 0 0.5184 1 0 0 0.000 4.175
1 13 0 0.5184 1 0 0 0.000 4.175
1 14 0 0.5184 1 0 0 0.000 4.175
1 15 0 0.5184 1 0 0 0.000 4.175
1 16 0 0.5184 1 0 0 0.000 4.175
1 17 0 0.5184 1 0 0 0.000 4.175
1 18 0 0.4929 0 0 1 0.025 4.200
1 19 0 0.4929 0 0 1 0.025 4.225
1 20 0 0.4929 0 1 0 0.000 4.225
1 21 0 0.4929 0 0 1 0.025 4.250
1 22 0 0.4929 0 0 1 0.025 4.275
1 23 0 0.4929 0 0 1 0.025 4.300
1 24 0 0.5184 1 0 0 0.000 4.300
1 25 0 0.4929 0 0 1 0.025 4.325
1 26 0 0.5184 1 0 0 0.000 4.325
1 27 0 0.4929 0 0 1 0.025 4.350
1 28 0 0.4929 0 1 0 0.000 4.350
1 29 0 0.4929 0 0 1 0.025 4.375
1 30 0 0.5184 1 0 0 0.000 4.375
1 31 0 0.4929 0 0 1 0.025 4.400
1 32 0 0.5184 1 0 0 0.000 4.400
1 33 0 0.5184 1 0 0 0.000 4.400
1 34 0 0.4929 0 1 0 0.000 4.400
1 35 0 0.4929 0 1 0 0.000 4.400
1 36 0 0.5184 1 0 0 0.000 4.400
1 37 0 0.5184 1 0 0 0.000 4.400
1 38 0 0.5184 1 0 0 0.000 4.400
1 39 0 0.4929 0 0 1 0.025 4.425
