SubNo TrialNo Mapping WhiteProp State Resp Ac Reward Balance
11 174 0 0.4941 0 0 1 0.025 7.150
11 175 0 0.5195 1 1 1 0.025 7.175
11 176 0 0.4941 0 1 0 0.000 7.175
11 177 0 0.4941 0 0 1 0.025 7.200
11 178 0 0.5195 1 1 1 0.025 7.225
11 179 0 0.4941 0 0 1 0.025 7.250
11 180 0 0.5195 1 1 1 0.025 7.275
11 181 0 0.4941 0 0 1 0.025 7.300
11 182 0 0.5195 1 0 0 0.000 7.300
11 183 0 0.5195 1 1 1 0.025 7.325
11 184 0 0.5195 1 1 1 0.025 7.350
11 185 0 0.4941 0 1 0 0.000 7.350
11 186 0 0.4941 0 0 1 0.025 7.375
11 187 0 0.4941 0 0 1 0.025 7.400
11 188 0 0.4941 0 1 0 0.000 7.400
11 189 0 0.4941 0 0 1 0.025 7.425
11 190 0 0.5195 1 1 1 0.025 7.450
11 191 0 0.5195 1 1 1 0.025 7.475
11 192 0 0.4941 0 0 1 0.025 7.500
11 193 0 0.4941 0 0 1 0.025 7.525
11 194 0 0.5195 1 1 1 0.025 7.550
11 195 0 0.4941 0 0 1 0.025 7.575
11 196 0 0.5195 1 1 1 0.025 7.600
11 197 0 0.5195 1 1 1 0.025 7.625
11 198 0 0.5195 1 1 1 0.025 7.650
11 199 0 0.5195 1 1 1 0.025 7.675
11 200 0 0.5195 1 0 0 0.000 7.675
