SubNo TrialNo Mapping WhiteProp State Resp Acc Reward Balance ReactionTime
16 1 1 0.4862 0 0 1 10 10 1485
16 2 1 0.4862 0 0 1 10 20 1633
16 3 1 0.5200 1 0 0 0 20 1383
16 4 1 0.4862 0 0 1 10 30 699
16 5 1 0.5200 1 0 0 0 30 614
16 6 1 0.4862 0 1 0 0 30 1802
16 7 1 0.5200 1 1 1 10 40 1916
16 8 1 0.5200 1 0 0 0 40 1233
16 9 1 0.4862 0 0 1 10 50 2133
16 10 1 0.4862 0 0 1 10 60 850
16 11 1 0.5200 1 0 0 0 60 1866
16 12 1 0.4862 0 0 1 10 70 700
16 13 1 0.4862 0 1 0 0 70 2067
16 14 1 0.5200 1 1 1 10 80 800
16 15 1 0.4862 0 0 1 10 90 1133
16 16 1 0.4862 0 0 1 10 100 1333
16 17 1 0.4862 0 0 1 10 110 1900
16 18 1 0.5200 1 1 1 10 120 1517
16 19 1 0.4862 0 0 1 10 130 1366
16 20 1 0.4862 0 1 0 0 130 1450
16 21 1 0.5200 1 1 1 10 140 583
16 22 1 0.5200 1 1 1 10 150 1033
16 23 1 0.5200 1 1 1 10 160 533
16 24 1 0.4862 0 0 1 10 170 783
16 25 1 0.4862 0 0 1 10 180 850
16 26 1 0.4862 0 1 0 0 180 717
16 27 1 0.5200 1 0 0 0 180 800
16 28 1 0.5200 1 0 0 0 180 683
16 29 1 0.5200 1 1 1 10 190 916
16 30 1 0.5200 1 0 0 0 190 1300
16 31 1 0.5200 1 1 1 10 200 1366
16 32 1 0.4862 0 1 0 0 200 2550
16 33 1 0.4862 0 0 1 10 210 816
16 34 1 0.5200 1 1 1 10 220 750
16 35 1 0.4862 0 1 0 0 220 866
16 36 1 0.4862 0 0 1 10 230 950
16 37 1 0.4862 0 0 1 10 240 783
16 38 1 0.4862 0 1 0 0 240 2516
16 39 1 0.5200 1 1 1 10 250 983
16 40 1 0.4862 0 0 1 10 260 666
16 41 1 0.5200 1 1 1 10 270 633
16 42 1 0.4862 0 0 1 10 280 483
16 43 1 0.4862 0 1 0 0 280 633
16 44 1 0.4862 0 1 0 0 280 2666
16 45 1 0.4862 0 0 1 10 290 666
16 46 1 0.4862 0 0 1 10 300 1333
16 47 1 0.4862 0 0 1 10 310 1183
16 48 1 0.4862 0 0 1 10 320 850
16 49 1 0.5200 1 0 0 0 320 783
16 50 1 0.5200 1 0 0 0 320 683
16 51 1 0.5200 1 0 0 0 320 916
16 52 1 0.5200 1 0 0 0 320 716
16 53 1 0.4862 0 0 1 10 330 466
16 54 1 0.5200 1 0 0 0 330 633
16 55 1 0.5200 1 0 0 0 330 483
16 56 1 0.5200 1 1 1 10 340 1100
16 57 1 0.5200 1 1 1 10 350 1016
16 58 1 0.4862 0 1 0 0 350 833
16 59 1 0.4862 0 0 1 10 360 616
16 60 1 0.5200 1 1 1 10 370 733
16 61 1 0.4862 0 1 0 0 370 1750
16 62 1 0.5200 1 1 1 10 380 733
16 63 1 0.4862 0 0 1 10 390 1016
16 64 1 0.4862 0 0 1 10 400 850
16 65 1 0.4862 0 1 0 0 400 833
16 66 1 0.5200 1 1 1 10 410 650
16 67 1 0.4862 0 1 0 0 410 1633
16 68 1 0.5200 1 0 0 0 410 733
16 69 1 0.5200 1 1 1 10 420 1300
16 70 1 0.4862 0 0 1 10 430 766
16 71 1 0.5200 1 1 1 10 440 883
16 72 1 0.4862 0 0 1 10 450 3666
16 73 1 0.4862 0 0 1 10 460 1633
16 74 1 0.4862 0 1 0 0 460 866
16 75 1 0.5200 1 1 1 10 470 1033
16 76 1 0.4862 0 1 0 0 470 1166
16 77 1 0.5200 1 1 1 10 480 583
16 78 1 0.5200 1 1 1 10 490 800
16 79 1 0.4862 0 0 1 10 500 1833
16 80 1 0.4862 0 0 1 10 510 600
16 81 1 0.5200 1 1 1 10 520 633
16 82 1 0.4862 0 0 1 10 530 1383
16 83 1 0.5200 1 1 1 10 540 966
16 84 1 0.5200 1 1 1 10 550 666
16 85 1 0.4862 0 1 0 0 550 683
16 86 1 0.5200 1 1 1 10 560 1283
16 87 1 0.4862 0 1 0 0 560 1083
16 88 1 0.5200 1 1 1 10 570 750
16 89 1 0.4862 0 1 0 0 570 883
16 90 1 0.5200 1 1 1 10 580 3933
16 91 1 0.5200 1 1 1 10 590 1100
16 92 1 0.5200 1 1 1 10 600 2450
16 93 1 0.5200 1 1 1 10 610 766
16 94 1 0.5200 1 1 1 10 620 833
16 95 1 0.5200 1 1 1 10 630 750
16 96 1 0.5200 1 0 0 0 630 866
16 97 1 0.5200 1 1 1 10 640 1333
16 98 1 0.4862 0 0 1 10 650 833
16 99 1 0.5200 1 1 1 10 660 633
16 100 1 0.5200 1 1 1 10 670 633
16 101 0 0.4862 0 1 0 0 670 733
16 102 0 0.4862 0 0 1 10 680 4566
16 103 0 0.4862 0 0 1 10 690 783
16 104 0 0.5200 1 1 1 10 700 3166
16 105 0 0.4862 0 0 1 10 710 616
16 106 0 0.5200 1 1 1 10 720 583
16 107 0 0.5200 1 1 1 10 730 1183
16 108 0 0.4862 0 0 1 10 740 683
16 109 0 0.4862 0 0 1 10 750 850
16 110 0 0.5200 1 1 1 10 760 650
16 111 0 0.4862 0 0 1 10 770 850
16 112 0 0.5200 1 1 1 10 780 966
16 113 0 0.4862 0 0 1 10 790 683
16 114 0 0.5200 1 1 1 10 800 983
16 115 0 0.5200 1 1 1 10 810 1266
16 116 0 0.4862 0 0 1 10 820 866
16 117 0 0.4862 0 0 1 10 830 916
16 118 0 0.5200 1 1 1 10 840 866
16 119 0 0.5200 1 1 1 10 850 900
16 120 0 0.4862 0 0 1 10 860 750
16 121 0 0.4862 0 1 0 0 860 2433
16 122 0 0.5200 1 1 1 10 870 700
16 123 0 0.5200 1 1 1 10 880 2000
16 124 0 0.4862 0 0 1 10 890 767
16 125 0 0.5200 1 1 1 10 900 766
16 126 0 0.4862 0 0 1 10 910 1016
16 127 0 0.5200 1 0 0 0 910 2616
16 128 0 0.5200 1 1 1 10 920 1000
16 129 0 0.5200 1 1 1 10 930 966
