SubNo TrialNo Mapping WhiteProp State Resp Acc Reward Balance ReactionTime
30 1 1 0.4851 0 1 0 0 0 2650
30 2 1 0.4851 0 0 1 10 10 2300
30 3 1 0.4851 0 0 1 10 20 3500
30 4 1 0.5072 1 0 0 0 20 1016
30 5 1 0.4851 0 1 0 0 20 833
30 6 1 0.5072 1 0 0 0 20 1016
30 7 1 0.4851 0 1 0 0 20 2866
30 8 1 0.5072 1 0 0 0 20 1550
30 9 1 0.5072 1 1 1 10 30 7983
30 10 1 0.4851 0 0 1 10 40 1066
30 11 1 0.5072 1 1 1 10 50 1466
30 12 1 0.4851 0 1 0 0 50 5050
30 13 1 0.4851 0 0 1 10 60 616
30 14 1 0.5072 1 1 1 10 70 1516
30 15 1 0.5072 1 1 1 10 80 1683
30 16 1 0.5072 1 1 1 10 90 1933
30 17 1 0.4851 0 0 1 10 100 683
30 18 1 0.5072 1 1 1 10 110 916
30 19 1 0.4851 0 0 1 10 120 783
30 20 1 0.5072 1 1 1 10 130 950
30 21 1 0.5072 1 1 1 10 140 850
30 22 1 0.5072 1 1 1 10 150 1016
30 23 1 0.5072 1 1 1 10 160 733
30 24 1 0.5072 1 1 1 10 170 766
30 25 1 0.5072 1 1 1 10 180 1133
30 26 1 0.4851 0 0 1 10 190 683
30 27 1 0.4851 0 0 1 10 200 600
30 28 1 0.4851 0 0 1 10 210 900
30 29 1 0.5072 1 1 1 10 220 733
30 30 1 0.5072 1 1 1 10 230 1016
30 31 1 0.4851 0 0 1 10 240 783
30 32 1 0.4851 0 0 1 10 250 583
30 33 1 0.4851 0 0 1 10 260 666
30 34 1 0.4851 0 0 1 10 270 600
30 35 1 0.5072 1 0 0 0 270 533
30 36 1 0.5072 1 0 0 0 270 750
30 37 1 0.4851 0 0 1 10 280 833
30 38 1 0.4851 0 0 1 10 290 866
30 39 1 0.5072 1 1 1 10 300 650
30 40 1 0.4851 0 1 0 0 300 1050
30 41 1 0.5072 1 0 0 0 300 716
30 42 1 0.4851 0 0 1 10 310 883
30 43 1 0.5072 1 1 1 10 320 966
30 44 1 0.4851 0 0 1 10 330 1183
30 45 1 0.4851 0 0 1 10 340 650
30 46 1 0.4851 0 0 1 10 350 766
30 47 1 0.4851 0 1 0 0 350 866
30 48 1 0.5072 1 0 0 0 350 616
30 49 1 0.4851 0 0 1 10 360 666
30 50 1 0.5072 1 1 1 10 370 666
30 51 1 0.4851 0 0 1 10 380 1233
30 52 1 0.5072 1 1 1 10 390 650
30 53 1 0.5072 1 1 1 10 400 800
30 54 1 0.5072 1 1 1 10 410 733
30 55 1 0.5072 1 1 1 10 420 733
30 56 1 0.4851 0 1 0 0 420 900
30 57 1 0.4851 0 0 1 10 430 900
30 58 1 0.5072 1 0 0 0 430 666
30 59 1 0.5072 1 1 1 10 440 917
30 60 1 0.4851 0 0 1 10 450 750
30 61 1 0.4851 0 0 1 10 460 900
30 62 1 0.5072 1 1 1 10 470 1766
30 63 1 0.4851 0 0 1 10 480 800
30 64 1 0.5072 1 1 1 10 490 833
30 65 1 0.5072 1 0 0 0 490 850
30 66 1 0.5072 1 1 1 10 500 783
30 67 1 0.5072 1 1 1 10 510 750
30 68 1 0.5072 1 1 1 10 520 1400
30 69 1 0.5072 1 0 0 0 520 1750
30 70 1 0.4851 0 0 1 10 530 650
30 71 1 0.5072 1 0 0 0 530 683
30 72 1 0.4851 0 0 1 10 540 650
30 73 1 0.4851 0 0 1 10 550 1583
30 74 1 0.5072 1 1 1 10 560 716
30 75 1 0.4851 0 0 1 10 570 883
30 76 1 0.5072 1 1 1 10 580 1600
30 77 1 0.5072 1 1 1 10 590 700
30 78 1 0.5072 1 1 1 10 600 2016
30 79 1 0.4851 0 1 0 0 600 2483
30 80 1 0.5072 1 0 0 0 600 633
30 81 1 0.5072 1 0 0 0 600 616
30 82 1 0.4851 0 0 1 10 610 850
30 83 1 0.5072 1 1 1 10 620 683
30 84 1 0.4851 0 0 1 10 630 783
30 85 1 0.4851 0 0 1 10 640 1800
30 86 1 0.5072 1 0 0 0 640 850
30 87 1 0.5072 1 0 0 0 640 766
30 88 1 0.4851 0 0 1 10 650 733
30 89 1 0.4851 0 1 0 0 650 1016
30 90 1 0.5072 1 1 1 10 660 1066
30 91 1 0.4851 0 0 1 10 670 800
30 92 1 0.4851 0 0 1 10 680 716
30 93 1 0.5072 1 1 1 10 690 883
30 94 1 0.4851 0 1 0 0 690 1016
30 95 1 0.4851 0 0 1 10 700 750
30 96 1 0.5072 1 1 1 10 710 833
30 97 1 0.4851 0 0 1 10 720 1150
30 98 1 0.4851 0 0 1 10 730 966
30 99 1 0.4851 0 0 1 10 740 966
30 100 1 0.4851 0 1 0 0 740 2050
30 101 0 0.4851 0 1 0 0 740 1433
30 102 0 0.5072 1 0 0 0 740 883
30 103 0 0.4851 0 1 0 0 740 900
30 104 0 0.5072 1 0 0 0 740 800
30 105 0 0.4851 0 1 0 0 740 716
30 106 0 0.4851 0 1 0 0 740 900
30 107 0 0.4851 0 1 0 0 740 833
30 108 0 0.4851 0 1 0 0 740 1383
30 109 0 0.4851 0 1 0 0 740 1216
30 110 0 0.4851 0 0 1 10 750 2900
30 111 0 0.5072 1 0 0 0 750 883
30 112 0 0.4851 0 1 0 0 750 883
30 113 0 0.4851 0 1 0 0 750 1833
30 114 0 0.5072 1 0 0 0 750 616
30 115 0 0.5072 1 0 0 0 750 2366
30 116 0 0.5072 1 0 0 0 750 983
30 117 0 0.5072 1 0 0 0 750 3866
30 118 0 0.4851 0 1 0 0 750 833
30 119 0 0.5072 1 1 1 10 760 866
30 120 0 0.5072 1 1 1 10 770 616
30 121 0 0.4851 0 1 0 0 770 983
30 122 0 0.4851 0 1 0 0 770 633
30 123 0 0.5072 1 1 1 10 780 1650
30 124 0 0.4851 0 1 0 0 780 666
30 125 0 0.4851 0 0 1 10 790 800
30 126 0 0.5072 1 0 0 0 790 600
30 127 0 0.5072 1 0 0 0 790 666
30 128 0 0.5072 1 1 1 10 800 1150
30 129 0 0.5072 1 1 1 10 810 650
30 130 0 0.5072 1 0 0 0 810 716
30 131 0 0.4851 0 1 0 0 810 633
30 132 0 0.5072 1 1 1 10 820 866
30 133 0 0.5072 1 1 1 10 830 1183
30 134 0 0.5072 1 1 1 10 840 1216
30 135 0 0.4851 0 1 0 0 840 816
30 136 0 0.4851 0 1 0 0 840 683
30 137 0 0.5072 1 0 0 0 840 833
30 138 0 0.4851 0 1 0 0 840 1266
30 139 0 0.5072 1 1 1 10 850 1466
30 140 0 0.5072 1 1 1 10 860 766
30 141 0 0.5072 1 1 1 10 870 700
30 142 0 0.4851 0 0 1 10 880 733
30 143 0 0.4851 0 0 1 10 890 5616
30 144 0 0.4851 0 0 1 10 900 1000
30 145 0 0.4851 0 0 1 10 910 933
30 146 0 0.4851 0 0 1 10 920 666
30 147 0 0.5072 1 0 0 0 920 1533
30 148 0 0.5072 1 1 1 10 930 816
30 149 0 0.4851 0 0 1 10 940 2316
30 150 0 0.5072 1 1 1 10 950 2700
30 151 0 0.5072 1 1 1 10 960 933
30 152 0 0.4851 0 0 1 10 970 1316
30 153 0 0.4851 0 1 0 0 970 800
30 154 0 0.4851 0 0 1 10 980 1033
30 155 0 0.5072 1 0 0 0 980 1066
30 156 0 0.5072 1 1 1 10 990 1616
30 157 0 0.4851 0 0 1 10 1000 2866
30 158 0 0.4851 0 0 1 10 1010 716
30 159 0 0.5072 1 0 0 0 1010 1000
30 160 0 0.4851 0 0 1 10 1020 533
30 161 0 0.4851 0 0 1 10 1030 916
30 162 0 0.5072 1 1 1 10 1040 700
30 163 0 0.5072 1 0 0 0 1040 1316
30 164 0 0.4851 0 0 1 10 1050 716
30 165 0 0.4851 0 0 1 10 1060 800
30 166 0 0.5072 1 1 1 10 1070 1316
30 167 0 0.4851 0 1 0 0 1070 1100
30 168 0 0.5072 1 1 1 10 1080 1183
30 169 0 0.4851 0 0 1 10 1090 883
30 170 0 0.4851 0 0 1 10 1100 666
30 171 0 0.4851 0 0 1 10 1110 683
30 172 0 0.5072 1 1 1 10 1120 766
30 173 0 0.4851 0 0 1 10 1130 1116
30 174 0 0.4851 0 0 1 10 1140 800
30 175 0 0.5072 1 1 1 10 1150 816
30 176 0 0.5072 1 0 0 0 1150 716
30 177 0 0.4851 0 0 1 10 1160 583
30 178 0 0.5072 1 1 1 10 1170 1166
30 179 0 0.4851 0 0 1 10 1180 1650
30 180 0 0.5072 1 0 0 0 1180 600
30 181 0 0.4851 0 0 1 10 1190 933
30 182 0 0.4851 0 0 1 10 1200 550
30 183 0 0.4851 0 0 1 10 1210 716
30 184 0 0.5072 1 1 1 10 1220 783
30 185 0 0.4851 0 0 1 10 1230 866
30 186 0 0.5072 1 1 1 10 1240 916
30 187 0 0.5072 1 1 1 10 1250 800
30 188 0 0.5072 1 1 1 10 1260 700
30 189 0 0.4851 0 1 0 0 1260 683
30 190 0 0.4851 0 1 0 0 1260 2000
30 191 0 0.5072 1 0 0 0 1260 1033
30 192 0 0.5072 1 1 1 10 1270 766
30 193 0 0.5072 1 1 1 10 1280 716
30 194 0 0.5072 1 1 1 10 1290 4583
30 195 0 0.5072 1 1 1 10 1300 683
30 196 0 0.4851 0 1 0 0 1300 683
30 197 0 0.5072 1 1 1 10 1310 1650
30 198 0 0.5072 1 1 1 10 1320 700
30 199 0 0.4851 0 1 0 0 1320 700
30 200 0 0.5072 1 0 0 0 1320 716
