SubNo TrialNo Mapping State Resp Acc Reward Balance ReactionTime
14 1 0 0 1 0 0 0 2016
14 2 0 0 0 1 10 10 1400
14 3 0 1 1 1 10 20 1400
14 4 0 0 0 1 10 30 933
14 5 0 1 1 1 0 30 1550
14 6 0 1 0 0 10 40 1233
14 7 0 1 0 0 0 40 1200
14 8 0 1 1 1 0 40 1583
14 9 0 1 0 0 0 40 1150
14 10 0 0 0 1 0 40 1333
14 11 0 0 1 0 10 50 1416
14 12 0 0 1 0 0 50 1166
14 13 0 0 1 0 0 50 2066
14 14 0 1 1 1 10 60 2650
14 15 0 0 0 1 0 60 1166
14 16 0 1 1 1 0 60 2000
14 17 0 1 0 0 10 70 2050
14 18 0 1 0 0 0 70 766
14 19 0 0 1 0 10 80 850
14 20 0 1 0 0 10 90 933
14 21 0 1 0 0 0 90 1033
14 22 0 1 1 1 0 90 1000
14 23 0 1 0 0 10 100 1133
14 24 0 0 1 0 0 100 983
14 25 0 1 1 1 10 110 1233
14 26 0 1 1 1 0 110 2266
14 27 0 0 0 1 10 120 1866
14 28 0 0 0 1 10 130 883
14 29 0 1 1 1 10 140 900
14 30 0 1 1 1 0 140 866
14 31 0 0 0 1 10 150 1183
14 32 0 0 0 1 10 160 1066
14 33 0 0 0 1 10 170 1033
14 34 0 1 1 1 0 170 766
14 35 0 0 0 1 0 170 916
14 36 0 1 0 0 10 180 1016
14 37 0 0 1 0 0 180 750
14 38 0 1 1 1 10 190 1833
14 39 0 1 1 1 10 200 883
14 40 0 1 1 1 0 200 983
14 41 0 0 0 1 10 210 833
14 42 0 0 0 1 10 220 1133
14 43 0 0 0 1 10 230 833
14 44 0 0 0 1 10 240 1016
14 45 0 1 1 1 10 250 950
14 46 0 0 0 1 0 250 1150
14 47 0 1 0 0 10 260 1050
14 48 0 1 0 0 0 260 750
14 49 0 1 1 1 10 270 1050
14 50 0 1 1 1 10 280 1016
14 51 0 0 0 1 10 290 1217
14 52 0 1 1 1 10 300 1550
14 53 0 1 1 1 10 310 950
14 54 0 0 0 1 10 320 816
14 55 0 0 0 1 10 330 950
14 56 0 1 1 1 10 340 1233
14 57 0 0 0 1 10 350 950
14 58 0 1 1 1 10 360 866
14 59 0 0 0 1 10 370 966
14 60 0 1 1 1 0 370 883
14 61 0 1 0 0 0 370 650
14 62 0 1 1 1 10 380 816
14 63 0 1 1 1 0 380 1033
14 64 0 0 1 0 0 380 966
14 65 0 1 1 1 10 390 983
14 66 0 1 1 1 10 400 1100
14 67 0 1 1 1 0 400 900
14 68 0 0 0 1 10 410 983
14 69 0 0 0 1 10 420 966
14 70 0 0 0 1 0 420 1116
14 71 0 1 1 1 10 430 1566
14 72 0 0 0 1 0 430 900
14 73 0 0 1 0 0 430 716
14 74 0 0 0 1 10 440 733
14 75 0 0 0 1 10 450 1116
14 76 0 0 0 1 10 460 983
14 77 0 1 1 1 10 470 633
14 78 0 0 0 1 0 470 733
14 79 0 0 0 1 0 470 900
14 80 0 1 0 0 0 470 583
14 81 0 1 1 1 10 480 649
14 82 0 0 0 1 10 490 783
14 83 0 0 0 1 0 490 1416
14 84 0 0 0 1 0 490 750
14 85 0 0 1 0 0 490 950
14 86 0 0 0 1 0 490 1166
14 87 0 1 1 1 10 500 1300
14 88 0 0 0 1 10 510 666
14 89 0 1 1 1 0 510 1016
14 90 0 1 1 1 0 510 1450
14 91 0 1 0 0 0 510 666
14 92 0 0 0 1 10 520 916
14 93 0 1 1 1 10 530 600
14 94 0 1 1 1 0 530 800
14 95 0 1 1 1 0 530 850
14 96 0 0 0 1 10 540 1133
14 97 0 0 0 1 10 550 750
14 98 0 0 0 1 10 560 800
14 99 0 0 0 1 0 560 850
14 100 0 0 1 0 0 560 1366
14 101 1 0 1 0 0 560 466
14 102 1 0 1 0 10 570 1233
14 103 1 0 1 0 0 570 1316
14 104 1 0 1 0 0 570 816
14 105 1 0 1 0 0 570 850
14 106 1 1 1 1 10 580 600
14 107 1 1 1 1 10 590 650
14 108 1 0 0 1 10 600 533
14 109 1 1 1 1 10 610 866
14 110 1 1 1 1 10 620 866
14 111 1 0 0 1 0 620 1283
14 112 1 1 0 0 10 630 766
14 113 1 1 0 0 0 630 633
14 114 1 1 0 0 0 630 666
14 115 1 1 1 1 0 630 816
14 116 1 1 0 0 0 630 666
14 117 1 0 1 0 10 640 700
14 118 1 0 1 0 10 650 783
14 119 1 0 1 0 0 650 800
14 120 1 0 1 0 0 650 750
14 121 1 1 1 1 10 660 1400
14 122 1 0 0 1 10 670 716
14 123 1 0 0 1 10 680 900
14 124 1 1 1 1 10 690 1250
14 125 1 1 1 1 10 700 950
14 126 1 0 0 1 10 710 650
14 127 1 0 0 1 10 720 1150
14 128 1 1 1 1 10 730 1416
14 129 1 0 0 1 10 740 650
14 130 1 1 1 1 0 740 1366
14 131 1 1 0 0 10 750 1116
14 132 1 0 1 0 0 750 950
14 133 1 1 1 1 10 760 1466
14 134 1 1 1 1 0 760 633
14 135 1 1 1 1 0 760 716
14 136 1 0 1 0 10 770 1916
14 137 1 1 0 0 0 770 716
14 138 1 0 1 0 10 780 716
14 139 1 0 1 0 0 780 1016
14 140 1 1 0 0 0 780 1233
14 141 1 0 0 1 10 790 700
14 142 1 0 1 0 10 800 1516
14 143 1 0 0 1 10 810 1100
14 144 1 0 1 0 10 820 1700
14 145 1 1 1 1 10 830 1516
14 146 1 0 1 0 0 830 1983
14 147 1 0 1 0 10 840 1633
14 148 1 1 1 1 0 840 1016
14 149 1 1 1 1 10 850 883
14 150 1 0 0 1 10 860 1100
14 151 1 1 0 0 0 860 1016
14 152 1 0 0 1 10 870 1116
14 153 1 1 1 1 10 880 1317
14 154 1 1 0 0 0 880 1650
14 155 1 0 0 1 10 890 1050
14 156 1 1 1 1 0 890 716
14 157 1 0 1 0 0 890 1583
14 158 1 1 0 0 10 900 533
14 159 1 0 1 0 0 900 1150
14 160 1 1 0 0 0 900 1016
14 161 1 1 1 1 0 900 516
14 162 1 0 1 0 0 900 2716
14 163 1 1 0 0 10 910 1233
14 164 1 0 1 0 0 910 650
14 165 1 0 1 0 0 910 1266
14 166 1 0 0 1 10 920 800
14 167 1 0 1 0 0 920 916
14 168 1 1 1 1 10 930 2250
14 169 1 0 1 0 0 930 1916
14 170 1 1 0 0 0 930 1466
14 171 1 1 0 0 0 930 916
14 172 1 1 1 1 10 940 1016
14 173 1 0 0 1 10 950 633
14 174 1 0 0 1 10 960 700
14 175 1 1 1 1 10 970 550
14 176 1 0 0 1 10 980 800
14 177 1 1 1 1 0 980 533
14 178 1 0 1 0 0 980 2583
14 179 1 1 1 1 10 990 1133
14 180 1 1 1 1 0 990 1150
14 181 1 0 0 1 0 990 1183
14 182 1 1 0 0 0 990 900
14 183 1 0 1 0 10 1000 1816
14 184 1 1 0 0 0 1000 733
14 185 1 0 0 1 10 1010 2250
14 186 1 0 1 0 0 1010 1150
14 187 1 0 0 1 10 1020 850
14 188 1 1 1 1 10 1030 716
14 189 1 1 1 1 0 1030 1050
14 190 1 0 1 0 0 1030 2166
14 191 1 1 0 0 0 1030 816
14 192 1 1 1 1 0 1030 950
14 193 1 1 0 0 0 1030 700
14 194 1 1 0 0 0 1030 1266
14 195 1 1 1 1 10 1040 1133
14 196 1 0 0 1 10 1050 900
14 197 1 0 0 1 10 1060 1100
14 198 1 0 0 1 10 1070 766
14 199 1 1 1 1 10 1080 1200
14 200 1 1 1 1 10 1090 833
