SubNo TrialNo Mapping State Resp Acc Reward Balance ReactionTime
15 1 1 1 1 1 10 10 2845
15 2 1 0 0 1 0 10 1900
15 3 1 1 1 1 0 10 3682
15 4 1 0 0 1 0 10 2266
15 5 1 0 0 1 10 20 2527
15 6 1 0 0 1 10 30 2066
15 7 1 1 1 1 10 40 3716
15 8 1 1 1 1 0 40 7133
15 9 1 1 1 1 0 40 3200
15 10 1 0 0 1 10 50 2866
15 11 1 1 1 1 10 60 5216
15 12 1 1 1 1 10 70 2266
15 13 1 1 1 1 10 80 933
15 14 1 0 0 1 0 80 1883
15 15 1 1 1 1 10 90 3666
15 16 1 0 1 0 10 100 2433
15 17 1 0 1 0 10 110 1683
15 18 1 1 0 0 0 110 1716
15 19 1 1 1 1 0 110 1483
15 20 1 1 1 1 0 110 1466
15 21 1 0 0 1 10 120 2566
15 22 1 0 0 1 10 130 2583
15 23 1 0 0 1 10 140 2050
15 24 1 1 0 0 0 140 2750
15 25 1 1 1 1 10 150 1650
15 26 1 0 0 1 10 160 1783
15 27 1 0 0 1 10 170 1183
15 28 1 0 0 1 10 180 983
15 29 1 0 0 1 0 180 1916
15 30 1 0 0 1 10 190 1333
15 31 1 0 0 1 0 190 1283
15 32 1 0 0 1 10 200 1133
15 33 1 0 0 1 0 200 966
15 34 1 0 1 0 0 200 700
15 35 1 1 1 1 10 210 1517
15 36 1 1 1 1 10 220 2066
15 37 1 0 0 1 0 220 1783
15 38 1 0 0 1 10 230 2050
15 39 1 0 0 1 10 240 1116
15 40 1 1 1 1 10 250 1266
15 41 1 1 1 1 0 250 1683
15 42 1 1 1 1 0 250 3300
15 43 1 0 0 1 10 260 1350
15 44 1 1 1 1 10 270 2616
15 45 1 1 1 1 0 270 1566
15 46 1 1 1 1 10 280 816
15 47 1 1 1 1 10 290 1333
15 48 1 0 0 1 10 300 1700
15 49 1 1 1 1 0 300 1350
15 50 1 1 1 1 10 310 1033
15 51 1 0 1 0 10 320 3200
15 52 1 1 1 1 0 320 1350
15 53 1 0 0 1 10 330 1833
15 54 1 0 0 1 0 330 1116
15 55 1 1 1 1 10 340 1283
15 56 1 0 0 1 10 350 1650
15 57 1 0 0 1 10 360 1950
15 58 1 1 1 1 10 370 1966
15 59 1 0 0 1 10 380 2716
15 60 1 0 0 1 0 380 2216
15 61 1 1 1 1 0 380 1600
15 62 1 0 0 1 10 390 1050
15 63 1 0 0 1 10 400 3666
15 64 1 0 0 1 10 410 1733
15 65 1 0 0 1 0 410 1566
15 66 1 1 1 1 10 420 1716
15 67 1 0 0 1 0 420 1150
15 68 1 1 0 0 0 420 2366
15 69 1 0 0 1 10 430 1383
15 70 1 1 1 1 10 440 1366
15 71 1 0 0 1 10 450 2633
15 72 1 0 0 1 10 460 3266
15 73 1 1 1 1 0 460 1500
15 74 1 1 0 0 0 460 1500
15 75 1 0 0 1 10 470 1016
15 76 1 1 1 1 10 480 1800
15 77 1 1 1 1 0 480 1216
15 78 1 0 0 1 10 490 766
15 79 1 0 0 1 10 500 1583
15 80 1 1 1 1 10 510 2233
15 81 1 1 1 1 10 520 2350
15 82 1 0 0 1 10 530 2850
15 83 1 0 0 1 10 540 1033
15 84 1 1 1 1 10 550 966
15 85 1 0 0 1 10 560 933
15 86 1 1 1 1 10 570 1033
15 87 1 0 0 1 0 570 900
15 88 1 1 1 1 10 580 1300
15 89 1 1 1 1 10 590 2083
15 90 1 1 1 1 10 600 2466
15 91 1 1 1 1 10 610 2333
15 92 1 1 1 1 10 620 2466
15 93 1 1 1 1 10 630 1233
15 94 1 1 1 1 0 630 1583
15 95 1 0 0 1 10 640 1816
15 96 1 0 0 1 10 650 1266
15 97 1 0 0 1 0 650 1100
15 98 1 1 1 1 0 650 1300
15 99 1 1 1 1 10 660 1800
15 100 1 1 1 1 0 660 1733
15 101 0 0 1 0 0 660 1250
15 102 0 0 0 1 10 670 850
15 103 0 1 1 1 0 670 1150
15 104 0 1 0 0 0 670 1100
15 105 0 1 1 1 0 670 2216
15 106 0 1 0 0 0 670 666
15 107 0 0 1 0 10 680 2200
15 108 0 1 0 0 0 680 1950
15 109 0 0 1 0 0 680 1583
15 110 0 0 0 1 0 680 1500
15 111 0 0 0 1 10 690 2616
